island,longitude,latitude
O'ahu,-157.8883528,21.3377559
O'ahu,-157.8904354,21.3393786
O'ahu,-157.8912364,21.3305587
O'ahu,-157.8654134,21.313201099999997
O'ahu,-157.8748084,21.555942899999994
O'ahu,-157.8463855,21.543830199999995
O'ahu,-157.84522380000004,21.544764499999992
O'ahu,-158.0135724,21.370573799999995
O'ahu,-157.9922938,21.3836848
O'ahu,-158.1945093,21.580925999999998
O'ahu,-158.1944774,21.5810309
O'ahu,-158.1945745,21.580717399999997
O'ahu,-158.1945093,21.580925999999998
O'ahu,-158.1944774,21.5810309
O'ahu,-158.1943622,21.581727100000002
O'ahu,-158.1197733,21.5821607
O'ahu,-158.1190347,21.580765800000002
O'ahu,-158.1066701,21.5979355
O'ahu,-158.2295413,21.505281499999995
O'ahu,-157.7256466,21.397526499999998
O'ahu,-157.931033,21.3783295
O'ahu,-157.9341541,21.3771224
O'ahu,-157.9527378,21.383044200000004
O'ahu,-157.965927,21.3895667
O'ahu,-157.9663764,21.3862564
O'ahu,-157.9307873,21.378315499999992
O'ahu,-157.96624880000002,21.390194200000003
O'ahu,-157.9341541,21.3771224
O'ahu,-157.9343009,21.3769559
O'ahu,-157.9307873,21.378315499999992
O'ahu,-157.931033,21.3783295
O'ahu,-157.96624880000002,21.390194200000003
O'ahu,-157.965927,21.3895667
O'ahu,-157.9343009,21.3769559
O'ahu,-157.9344995,21.375508299999996
O'ahu,-157.943703,21.3794065
O'ahu,-157.7809104,21.411436800000004
O'ahu,-157.7212733,21.288447800000004
O'ahu,-157.7215359,21.283966299999996
O'ahu,-157.94042240000002,21.6680134
O'ahu,-157.9355308,21.672963899999996
O'ahu,-157.7501863,21.2769395
O'ahu,-157.7263346,21.2835792
O'ahu,-157.7261937,21.283145199999993
O'ahu,-157.8934613,21.344905399999995
O'ahu,-157.86085590000002,21.3150301
O'ahu,-157.86085590000002,21.3150301
O'ahu,-157.8610227,21.3150774
O'ahu,-157.7839187,21.4122248
O'ahu,-157.8934613,21.344905399999995
O'ahu,-157.8929678,21.3451553
O'ahu,-157.7212733,21.288447800000004
O'ahu,-158.0633651,21.640821499999998
O'ahu,-157.9823152,21.391455199999996
O'ahu,-157.9841474,21.388336099999997
O'ahu,-157.9771224,21.388936900000004
O'ahu,-157.8936946,21.336391199999998
O'ahu,-158.0587295,21.6581311
O'ahu,-158.0500222,21.661677799999996
O'ahu,-157.7481226,21.4513662
O'ahu,-157.7471153,21.451867999999997
O'ahu,-157.7608064,21.2785305
O'ahu,-157.7599336,21.2769015
O'ahu,-157.7603834,21.279313
O'ahu,-157.7607688,21.278623300000003
O'ahu,-157.7607688,21.278623300000003
O'ahu,-157.7608064,21.2785305
O'ahu,-157.76041,21.279411299999996
O'ahu,-157.76041,21.279411299999996
O'ahu,-157.7603834,21.279313
O'ahu,-157.7598187,21.2765319
O'ahu,-157.7596147,21.276011700000005
O'ahu,-157.7599336,21.2769015
O'ahu,-157.7598829,21.276744599999994
O'ahu,-157.7598829,21.276744599999994
O'ahu,-157.7598187,21.2765319
O'ahu,-158.0634205,21.650542999999995
O'ahu,-158.0634906,21.6506499
O'ahu,-157.7415541,21.4252889
O'ahu,-157.8378206,21.455749399999995
O'ahu,-157.8450595,21.4666159
O'ahu,-157.8421077,21.468146
O'ahu,-157.8863095,21.3391387
O'ahu,-157.8882393,21.3377457
O'ahu,-157.8882393,21.3377457
O'ahu,-157.8883528,21.3377559
O'ahu,-157.9082101,21.604406499999996
O'ahu,-157.9067568,21.607420999999995
O'ahu,-157.9008102,21.602738700000003
O'ahu,-157.9008726,21.6028491
O'ahu,-157.9007458,21.602421099999997
O'ahu,-157.9008102,21.602738700000003
O'ahu,-157.8996659,21.603394599999998
O'ahu,-157.8994842,21.6031083
O'ahu,-157.8997605,21.60348
O'ahu,-157.8996659,21.603394599999998
O'ahu,-157.9007458,21.602421099999997
O'ahu,-157.8991271,21.603362599999997
O'ahu,-157.9008726,21.6028491
O'ahu,-157.8997605,21.60348
O'ahu,-157.9124647,21.617222699999996
O'ahu,-157.9449197,21.3805401
O'ahu,-157.8748084,21.555942899999994
O'ahu,-157.8744675,21.556526199999997
O'ahu,-157.8846364,21.578870599999995
O'ahu,-157.896984,21.598001
O'ahu,-157.9498925,21.6924517
O'ahu,-157.7507413,21.4436872
O'ahu,-157.7555187,21.434666300000004
O'ahu,-158.0234379,21.363392699999995
O'ahu,-158.0211227,21.363935399999995
O'ahu,-158.0235028,21.3634102
O'ahu,-158.0234379,21.363392699999995
O'ahu,-158.0064845,21.383442599999995
O'ahu,-158.0086755,21.3732991
O'ahu,-158.0073116,21.3739442
O'ahu,-158.0065524,21.3720782
O'ahu,-157.9288361,21.6549957
O'ahu,-158.0517931,21.661160099999996
O'ahu,-158.0546635,21.6607599
O'ahu,-158.0500222,21.661677799999996
O'ahu,-158.0502471,21.6616064
O'ahu,-158.0502471,21.6616064
O'ahu,-158.0517931,21.661160099999996
O'ahu,-158.0547369,21.6608761
O'ahu,-158.0551069,21.661472399999997
O'ahu,-158.0546635,21.6607599
O'ahu,-158.0547369,21.6608761
O'ahu,-158.0064845,21.383442599999995
O'ahu,-157.7329163,21.3206654
O'ahu,-157.9353305,21.377532299999995
O'ahu,-157.9353252,21.3766177
O'ahu,-158.0235028,21.3634102
Maui,-156.6863252,20.88561539999999
Maui,-156.4846887,20.9103679
Maui,-156.6668912,20.8608666
Maui,-156.6133486,20.811378899999998
Maui,-156.6142976,20.810763399999992
Maui,-156.5091684,20.9478478
Maui,-156.6356589,21.011490199999997
Maui,-156.6362854,21.012099399999997
Maui,-156.6362854,21.012099399999997
Maui,-156.63640260000003,21.0121249
Maui,-156.63640260000003,21.0121249
Maui,-156.63854130000001,21.0130742
Maui,-156.4914093,20.917743200000004
Maui,-156.6365981,20.830033200000003
Maui,-156.6269299,20.8127038
Maui,-156.5922627,20.799776899999998
Maui,-156.5090897,20.7970223
Maui,-156.5090897,20.7970223
Maui,-156.5090792,20.796903499999992
Maui,-156.6144067,20.8105073
Maui,-156.6143776,20.8102545
Maui,-156.6143776,20.8102545
Maui,-156.6138743,20.809952400000004
Maui,-156.4573437,20.758969200000003
Maui,-156.4580495,20.761411899999995
Maui,-156.4594667,20.7615801
Maui,-156.2435253,20.608466099999994
Maui,-156.4640483,20.782277099999995
Maui,-156.4867115,20.7969853
Maui,-156.4881691,20.7956179
Maui,-156.4866163,20.7970696
Maui,-156.4867115,20.7969853
Maui,-156.4845133,20.7965311
Maui,-156.4866163,20.7970696
Maui,-156.45922710000002,20.7655629
Maui,-156.4573437,20.758969200000003
Maui,-156.4584752,20.758842299999998
Maui,-156.4584752,20.758842299999998
Maui,-156.459939,20.7587258
Maui,-156.14611210000004,20.857884499999997
Maui,-156.14398540000002,20.8581712
Maui,-156.14611210000004,20.857884499999997
Maui,-156.14611210000004,20.857884499999997
Maui,-155.9949877,20.7042491
Maui,-156.4459475,20.715156200000003
Maui,-156.44604,20.7152077
Maui,-156.445757,20.7150546
Maui,-156.4459475,20.715156200000003
Maui,-156.445757,20.7150546
Maui,-156.0939753,20.827267699999997
Maui,-156.0568918,20.8074227
Maui,-156.6763562,20.977074700000003
Maui,-156.6767521,20.9771925
Maui,-156.6767521,20.9771925
Maui,-156.6768294,20.977223099999993
Maui,-156.6768294,20.977223099999993
Maui,-156.6779334,20.9774652
Maui,-156.1251949,20.837017899999992
Maui,-156.1670457,20.8613175
Maui,-156.100809,20.82514
Maui,-156.1152965,20.826908700000004
Maui,-156.1241007,20.836410800000003
Maui,-156.4412145,20.6788896
Maui,-156.44389710000002,20.6808429
Maui,-156.5347416,20.9843346
Maui,-156.5252792,20.964407599999998
Maui,-156.0269273,20.6801711
Maui,-156.457389,20.745744200000004
Maui,-156.45806,20.7455201
Maui,-156.0755271,20.6505482
Maui,-156.0756012,20.650296700000002
Maui,-156.6763562,20.977074700000003
Maui,-156.2048879,20.898824299999994
Maui,-156.1956609,20.8934601
Maui,-156.1280851,20.840270699999994
Maui,-156.128563,20.848570500000005
Maui,-156.1199729,20.829717900000002
Maui,-156.1182012,20.832434899999996
Maui,-156.3049212,20.9396493
Maui,-156.298895,20.9410046
Maui,-156.3110836,20.941732299999998
Maui,-156.5684647,21.0143644
Maui,-156.6188978,21.023846199999998
Maui,-156.5898715,21.019975500000008
Maui,-156.5576612,21.010591199999997
Maui,-156.5774818,21.0147497
Maui,-156.5674387,21.013263999999996
Maui,-156.5547644,21.004527099999994
Maui,-156.5865407,21.017900799999996
Maui,-156.6463971,21.009005199999997
Maui,-156.5371385,20.9858173
Maui,-156.5267365,20.981937599999995
Maui,-156.5865594,21.017952799999996
Maui,-156.5853626,21.020538999999996
Maui,-156.5865407,21.017900799999996
Maui,-156.5865594,21.017952799999996
Maui,-156.589819,21.020022099999995
Maui,-156.5871615,21.022185399999998
Maui,-156.5898715,21.019975500000008
Maui,-156.589819,21.020022099999995
Maui,-156.5774843,21.014841399999998
Maui,-156.5775861,21.016888400000003
Maui,-156.5774818,21.0147497
Maui,-156.5774843,21.014841399999998
Maui,-156.625781,21.018917999999996
Maui,-156.552202,20.9990243
Maui,-156.6675987,20.9910047
Maui,-156.6684405,20.9914522
Maui,-156.6675033,20.990934799999998
Maui,-156.6675987,20.9910047
Maui,-156.6675033,20.990934799999998
Maui,-156.5255759,20.9671222
Maui,-156.6712522,20.982144200000004
Maui,-156.6646158,20.991533799999992
Maui,-156.5196812,20.958476199999993
Maui,-156.2849094,20.944147099999995
Maui,-156.2786419,20.9417978
Maui,-156.2928052,20.941594000000002
Maui,-156.508405,20.937414899999997
Maui,-156.50769650000004,20.937561099999996
Maui,-156.50847930000003,20.937401199999996
Maui,-156.508405,20.937414899999997
Maui,-156.5106782,20.936757099999998
Maui,-156.50847930000003,20.937401199999996
Maui,-156.510735,20.9367227
Maui,-156.5106782,20.936757099999998
Maui,-156.510735,20.9367227
Maui,-156.5035334,20.934220100000005
Maui,-156.2583881,20.935611899999998
Maui,-156.3269612,20.943855299999992
Maui,-156.2666114,20.935921299999997
Maui,-156.3522753,20.935774499999997
Maui,-156.2237349,20.913595899999997
Maui,-156.2318292,20.927782099999998
Maui,-156.227041,20.920991799999996
Maui,-156.392332,20.911623700000003
Maui,-156.393778,20.9139105
Maui,-156.39221620000004,20.9114989
Maui,-156.392332,20.911623700000003
Maui,-156.185318,20.883341599999994
Maui,-156.178227,20.877604000000005
Maui,-156.6557644,20.849081599999998
Maui,-156.6565848,20.848400399999992
Maui,-156.656723,20.8482894
Maui,-156.6564801,20.848480599999995
Maui,-156.6565848,20.848400399999992
Maui,-156.39221620000004,20.9114989
Maui,-156.65444030000003,20.845853799999993
Maui,-156.6545208,20.8457917
Maui,-156.6542872,20.845956799999993
Maui,-156.65444030000003,20.845853799999993
Maui,-156.6535269,20.846515199999995
Maui,-156.6536829,20.846405899999997
Maui,-156.6540276,20.8461205
Maui,-156.6535269,20.846515199999995
Maui,-156.6536829,20.846405899999997
Maui,-156.6388334,20.83244850000001
Maui,-156.628891,20.8243799
Maui,-156.6327839,20.826312499999997
Maui,-156.630325,20.8222612
Maui,-156.6328939,20.826264100000003
Maui,-156.6330741,20.8261638
Maui,-156.6327839,20.826312499999997
Maui,-156.6328939,20.826264100000003
Maui,-156.6047428,20.8092733
Maui,-156.6065429,20.812992500000004
Maui,-156.6005439,20.8095507
Maui,-156.6005145,20.8099525
Maui,-156.6005439,20.8095507
Maui,-156.6005439,20.8095507
Maui,-156.6048344,20.809116599999992
Maui,-156.6050015,20.8088939
Maui,-156.6051056,20.80866019999999
Maui,-156.6048344,20.809116599999992
Maui,-156.6050015,20.8088939
Maui,-156.573476,20.7939115
Maui,-156.5806942,20.797792699999995
Maui,-156.5807366,20.794809500000003
Maui,-156.5794166,20.794648599999995
Maui,-156.5641792,20.791828699999993
Maui,-156.557591,20.788840900000004
Maui,-156.5551819,20.787476499999997
Maui,-156.5551694,20.7874825
Maui,-156.550734,20.785034699999994
Maui,-156.5490285,20.784385099999998
Maui,-156.5468126,20.782536899999997
Maui,-156.5226566,20.7791867
Maui,-156.5090792,20.796903499999992
Maui,-156.5086131,20.7959648
Maui,-156.4645376,20.78518529999999
Maui,-156.4701134,20.788626899999997
Maui,-156.5734704,20.793831399999995
Maui,-156.5735124,20.793267099999998
Maui,-156.573476,20.7939115
Maui,-156.5734704,20.793831399999995
Maui,-156.5794441,20.794543499999996
Maui,-156.5794851,20.794386999999997
Maui,-156.5794166,20.794648599999995
Maui,-156.5794441,20.794543499999996
Maui,-156.5807054,20.794722899999996
Maui,-156.5806434,20.7945461
Maui,-156.5807366,20.794809500000003
Maui,-156.5807054,20.794722899999996
Maui,-156.555288,20.7874251
Maui,-156.5557803,20.787159499999998
Maui,-156.5551819,20.787476499999997
Maui,-156.555288,20.7874251
Maui,-156.5561688,20.788085800000005
Maui,-156.5561847,20.78797389999999
Maui,-156.5563318,20.7873505
Maui,-156.5561688,20.788085800000005
Maui,-156.5561847,20.78797389999999
Maui,-156.557608,20.788744
Maui,-156.5577564,20.788322600000004
Maui,-156.557591,20.788840900000004
Maui,-156.557608,20.788744
Maui,-156.5225651,20.779115199999996
Maui,-156.5222836,20.7789437
Maui,-156.5226566,20.7791867
Maui,-156.5225651,20.779115199999996
Maui,-156.5507541,20.7849419
Maui,-156.5508843,20.784409799999995
Maui,-156.550734,20.785034699999994
Maui,-156.5507541,20.7849419
Maui,-156.5643073,20.79165379999999
Maui,-156.5644025,20.791445699999993
Maui,-156.5641792,20.791828699999993
Maui,-156.5643073,20.79165379999999
Maui,-156.54911,20.784308600000003
Maui,-156.5494726,20.783732199999992
Maui,-156.5490285,20.784385099999998
Maui,-156.54911,20.784308600000003
Maui,-156.5468724,20.782444400000003
Maui,-156.54713610000002,20.7820045
Maui,-156.5468126,20.782536899999997
Maui,-156.5468724,20.782444400000003
Maui,-156.0011434,20.6965299
Maui,-156.1964617,20.627454799999995
Maui,-156.440439,20.689092399999996
Maui,-156.4440779,20.688582900000004
Maui,-156.440439,20.689092399999996
Maui,-156.1844197,20.6262157
Maui,-156.1073258,20.641176199999997
Maui,-156.1088164,20.640417300000003
Maui,-156.11090960000004,20.637831900000002
Maui,-156.1935995,20.628262799999995
Maui,-156.2222296,20.619580900000003
Maui,-156.2096994,20.6246253
Maui,-156.2077421,20.626480899999994
Maui,-156.2130638,20.623352700000005
Maui,-156.2174407,20.62340740000001
Maui,-156.3323718,20.584050899999998
Maui,-156.207735,20.6263639
Maui,-156.2079224,20.6250452
Maui,-156.2077421,20.626480899999994
Maui,-156.207735,20.6263639
Maui,-156.2173769,20.623313199999995
Maui,-156.2164952,20.622093699999997
Maui,-156.2174407,20.62340740000001
Maui,-156.2173769,20.623313199999995
Maui,-156.2270001,20.615306799999992
Maui,-156.1667332,20.624145699999993
Maui,-156.1554941,20.6257256
Maui,-156.5653985,21.0118885
Maui,-156.5801345,21.012963600000003
Maui,-156.5801734,21.013005599999996
Maui,-156.5794911,21.016733699999993
Maui,-156.5801345,21.012963600000003
Maui,-156.5801734,21.013005599999996
Maui,-156.5495048,20.9980898
Maui,-156.5265076,20.970325199999998
Maui,-156.2443372,20.935273300000002
Maui,-156.6489842,21.004366299999997
Maui,-156.649064,21.0044204
Maui,-156.6494353,21.004684199999993
