mean_gwetroot,mean_gwetprof,island
0.7223684210526315,0.7113157894736842,O'ahu
0.7621052631578947,0.746578947368421,Maui
0.38315789473684214,0.375,Moloka'i
0.38315789473684214,0.375,Lāna'i
