facility_name,permit_id,lat,lon,latlong_type,facility_type,program
HONOLULU RAIL TRANSIT PROJECT - AIRPORT SECTION UTILITIES CONSTRUCTION,HIF010871,21.353015,-157.940045,Permitted Feature,Municipality,NPDES
HONOLULU RAIL TRANSIT PROJECT - AIRPORT SECTION UTILITIES CONSTRUCTION,HIF010871,21.353015,-157.940045,Permitted Feature,Municipality,NPDES
HONOLULU RAIL TRANSIT PROJECT - AIRPORT SECTION UTILITIES CONSTRUCTION,HIF010871,21.337544,-157.938904,Permitted Feature,Municipality,NPDES
HONOLULU RAIL TRANSIT PROJECT - AIRPORT SECTION UTILITIES CONSTRUCTION,HIF010871,21.332665,-157.929565,Permitted Feature,Municipality,NPDES
HONOLULU RAIL TRANSIT PROJECT - AIRPORT SECTION UTILITIES CONSTRUCTION,HIF010871,21.332989,-157.909876,Permitted Feature,Municipality,NPDES
HONOLULU RAIL TRANSIT PROJECT - AIRPORT SECTION UTILITIES CONSTRUCTION,HIF010871,21.329498,-157.898992,Permitted Feature,Municipality,NPDES
HONOLULU RAIL TRANSIT PROJECT - AIRPORT SECTION UTILITIES CONSTRUCTION,HIF010871,21.334645,-157.928972,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.288218,-157.805654,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.288257,-157.805526,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.289768,-157.804323,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.289724,-157.803184,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.289736,-157.803281,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.289729,-157.803169,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.290947,-157.80097,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.29161,-157.80038,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.291708,-157.800326,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.292707,-157.799478,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.292587,-157.798161,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.293691,-157.797634,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.295846,-157.796826,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.299587,-157.794027,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.301395,-157.793383,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.302095,-157.793227,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.303113,-157.791852,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.30403,-157.79194,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.304385,-157.791111,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.304903,-157.790057,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.311245,-157.785824,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.303285,-157.785668,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.302449,-157.787765,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.301849,-157.789121,Permitted Feature,Municipality,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 14A",HIF010872,21.288218,-157.805654,Facility,Municipality,NPDES
RICHMOND FARM DWELLING,HIF010873,22.210133,-159.467421,Permitted Feature,Privately Owned Facility,NPDES
RICHMOND FARM DWELLING,HIF010873,22.210133,-159.467421,Facility,Privately Owned Facility,NPDES
"LILIHA STREET REHABILITATION, NORTH KING STREET TO SCHOOL STREET - ADDITIONAL ST",HIF010876,21.315,-157.8614,Facility,State Government,NPDES
CAMP MALUHIA WATER SYSTEM AND SITE IMPROVEMENTS,HIF010877,20.95793,-156.532635,Permitted Feature,Municipality,NPDES
CAMP MALUHIA WATER SYSTEM AND SITE IMPROVEMENTS,HIF010877,20.960555,-156.529438,Permitted Feature,Municipality,NPDES
KAPOLEI BUSINESS PARK WASTEWATER PUMP STATION,HIF010880,21.295371,-158.096538,Permitted Feature,Privately Owned Facility,NPDES
KAPOLEI BUSINESS PARK WASTEWATER PUMP STATION,HIF010880,21.295371,-158.096538,Facility,Privately Owned Facility,NPDES
PTA GROUND SOFTENING,HIF010883,19.837222,-155.733333,Permitted Feature,Federal Facility (U.S. Government),NPDES
PTA GROUND SOFTENING,HIF010883,19.8578,-155.756606,Permitted Feature,Federal Facility (U.S. Government),NPDES
RUETER RESIDENCE,HIF010886,20.009722,-156.645833,Permitted Feature,Privately Owned Facility,NPDES
LUANA ESTATE,HIF010888,21.411135,-157.800488,Facility,Privately Owned Facility,NPDES
HNL CONSOLIDATED CAR RENTAL FACILITY,HIF010889,21.327387,-157.898684,Facility,State Government,NPDES
UNIVERSITY OF HAWAII WEST OAHU SEWER IMPROVEMENTS,HIF010890,21.347444,-158.05555,Facility,Privately Owned Facility,NPDES
MAKAKILO INTERCEPTOR SEWER REPLACEMENT,HIF010892,21.3036,-158.044578,Facility,Privately Owned Facility,NPDES
"REHABILITATION OF LOCALIZED STREETS, PHASE 15A",HIF010895,21.459723,-158.205278,Facility,Municipality,NPDES
MAKILA RANCHES - PHASE 1,HIF010896,20.8525,-156.661111,Permitted Feature,Privately Owned Facility,NPDES
MAKILA RANCHES - PHASE 1,HIF010896,20.848333,-156.656667,Permitted Feature,Privately Owned Facility,NPDES
MAKILA RANCHES - PHASE 1,HIF010896,20.854575,-156.654876,Facility,Privately Owned Facility,NPDES
MAKILA RANCHES - PHASE 2,HIF010897,20.8525,-156.661111,Permitted Feature,Privately Owned Facility,NPDES
MAKILA RANCHES - PHASE 2,HIF010897,20.848889,-156.656611,Permitted Feature,Privately Owned Facility,NPDES
MAKILA RANCHES - PHASE 2,HIF010897,20.846667,-156.653611,Permitted Feature,Privately Owned Facility,NPDES
MAKILA RANCHES - PHASE 2,HIF010897,20.851303,-156.656298,Facility,Privately Owned Facility,NPDES
KAUMANA LANI SUBDIVISION NEW PARK DEVELOPMENT,HIF010898,19.697659,-155.115733,Permitted Feature,Municipal or Water District,NPDES
HAWAII STATE HOSPITAL GODDARD BUILDING DEMOLITION,HIF010899,21.406388,-157.816529,Permitted Feature,State Government,NPDES
HAWAII STATE HOSPITAL GODDARD BUILDING DEMOLITION,HIF010899,21.404012,-157.814177,Permitted Feature,State Government,NPDES
HAWAII STATE HOSPITAL GODDARD BUILDING DEMOLITION,HIF010899,21.406388,-157.816529,Facility,State Government,NPDES
WEISEL RESIDENCE,HIF010911,21.009722,-156.645833,Permitted Feature,Privately Owned Facility,NPDES
MAKAHA 242 RESERVOIR NO.1 AND 2 RESERVOIR REPAIR,HIF010914,21.478308,-158.212676,Permitted Feature,Municipality,NPDES
MAKAHA 242 RESERVOIR NO.1 AND 2 RESERVOIR REPAIR,HIF010914,21.477708,-158.209097,Permitted Feature,Municipality,NPDES
VOLCANO ROAD RESURFACING AND IMPROVEMENTS KEAAU TOWARDS HILO,HIF010916,19.631,-155.0225,Permitted Feature,State Government,NPDES
VOLCANO ROAD RESURFACING AND IMPROVEMENTS KEAAU TOWARDS HILO,HIF010916,19.631,-155.0171,Permitted Feature,State Government,NPDES
VOLCANO ROAD RESURFACING AND IMPROVEMENTS KEAAU TOWARDS HILO,HIF010916,19.6367,-155.0134,Permitted Feature,State Government,NPDES
VOLCANO ROAD RESURFACING AND IMPROVEMENTS KEAAU TOWARDS HILO,HIF010916,19.631,-155.0171,Facility,State Government,NPDES
JAMES CAMPBELL INDUSTRIAL PARK CHANNEL IMPROVEMENTS,HIF010922,21.295619,-158.086353,Facility,Privately Owned Facility,NPDES
FY14 DOD KUNIA PERIMETER ROAD EROSION CONTROL,HIF010923,21.476503,-158.05156,Facility,Federal Facility (U.S. Government),NPDES
WAIKOLOA HOMESITES INCREMENT 1,HIF010924,19.931044,-155.870265,Facility,Privately Owned Facility,NPDES
808 FUTSAL KAPOLEI,HIF010926,21.295629,-158.086364,Permitted Feature,Privately Owned Facility,NPDES
BALDWIN RANCH ESTATES,HIF010930,20.87726,-156.339651,Permitted Feature,Privately Owned Facility,NPDES
BALDWIN RANCH ESTATES,HIF010930,20.872437,-156.32918,Facility,Privately Owned Facility,NPDES
"API 653, CONSTRUCTION REPAIRS TANKS 11-3 &11-4, HICKAM, HAWAII",HIF010932,21.316956,-157.950047,Permitted Feature,Federal Facility (U.S. Government),NPDES
"API 653, CONSTRUCTION REPAIRS TANKS 11-3 &11-4, HICKAM, HAWAII",HIF010932,21.316956,-157.950047,Facility,Federal Facility (U.S. Government),NPDES
"FY16 PN 80412 SBHC PARKING STRUCTURE, SCHOFIELD BARRACKS",HIF010933,21.496,-158.059,Facility,Federal Facility (U.S. Government),NPDES
IMPROVEMENTS FOR LOT 185,HIF010934,19.676654,-155.061928,Permitted Feature,State Government,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV",HIF010937,21.29254,-157.79351,Permitted Feature,Municipality,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV",HIF010937,21.29313,-157.79305,Permitted Feature,Municipality,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV",HIF010937,21.2938,-157.79237,Permitted Feature,Municipality,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV",HIF010937,21.29516,-157.79286,Permitted Feature,Municipality,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV",HIF010937,21.29595,-157.79208,Permitted Feature,Municipality,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV",HIF010937,21.29478,-157.78897,Permitted Feature,Municipality,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV",HIF010937,21.29365,-157.78926,Permitted Feature,Municipality,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV",HIF010937,21.29158,-157.78947,Permitted Feature,Municipality,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV",HIF010937,21.29104,-157.78941,Permitted Feature,Municipality,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV",HIF010937,21.29042,-157.78965,Permitted Feature,Municipality,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV",HIF010937,21.28743,-157.78818,Permitted Feature,Municipality,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV",HIF010937,21.28888,-157.78848,Permitted Feature,Municipality,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV",HIF010937,21.29254,-157.79351,Facility,Municipality,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART IV (1)",HIF010938,21.29254,-157.79351,Facility,Municipality,NPDES
HARBOR ACCESS ROAD,HIF010939,21.328657,-158.09721,Facility,Privately Owned Facility,NPDES
MAUI BAY VILLAS,HIF010941,20.76639,-156.45944,Permitted Feature,Privately Owned Facility,NPDES
MAUI BAY VILLAS,HIF010941,20.76667,-156.459167,Permitted Feature,Privately Owned Facility,NPDES
MAUI BAY VILLAS,HIF010941,20.768056,-156.45889,Permitted Feature,Privately Owned Facility,NPDES
MAUI BAY VILLAS,HIF010941,20.76639,-156.45944,Facility,Privately Owned Facility,NPDES
"PACIFIC PIPE COMPANY, INC. MAUI",HIF010942,20.896497,-156.446188,Permitted Feature,Privately Owned Facility,NPDES
"PACIFIC PIPE COMPANY, INC. MAUI",HIF010942,20.896497,-156.446188,Facility,Privately Owned Facility,NPDES
"MAHANA LEI, LLC",HIF010943,21.276248,-157.760857,Facility,Privately Owned Facility,NPDES
KAMALANI - INCREMENT 1,HIF010944,20.782382,-156.456499,Facility,Privately Owned Facility,NPDES
KEIKILANI HOMES: NEW HOUSE,HIF010946,21.276901,-157.759612,Permitted Feature,Privately Owned Facility,NPDES
THE CLUB AT HOKULIA (1),HIF010947,19.506132,-155.946778,Permitted Feature,Privately Owned Facility,NPDES
THE CLUB AT HOKULIA (1),HIF010947,19.505576,-155.948945,Permitted Feature,Privately Owned Facility,NPDES
"INTERSTATE ROUTE H-1 EASTBOUND, VINEYARD BOULEVARD ON-RAMP, LUSITANA STREET CONN",HIF010950,21.3035,-157.86365,Permitted Feature,State Government,NPDES
"INTERSTATE ROUTE H-1 EASTBOUND, VINEYARD BOULEVARD ON-RAMP, LUSITANA STREET CONN",HIF010950,21.3035,-157.86365,Facility,State Government,NPDES
HONOKAIA NON-POTABLE WATER SYSTEM,HIF010951,20.056271,-155.529918,Facility,State Government,NPDES
"COMMAND AND CONTROL FACILITY (C2F) COMPLEX, PHASE 2",HIF010953,21.364429,-157.868901,Facility,Federal Facility (U.S. Government),NPDES
KA MAKANA ALII SHOPPING CENTER OFFSITE IMPROVEMENTS,HIF010955,21.299722,-158.067222,Facility,Privately Owned Facility,NPDES
KAWAILANI ESTATES,HIF010957,19.68524,-155.09381,Permitted Feature,Privately Owned Facility,NPDES
KAWAILANI ESTATES,HIF010957,19.68524,-155.09381,Facility,Privately Owned Facility,NPDES
KUKUIULA - KAHELA SUBDIVISION,HIF010964,21.885714,-159.487735,Facility,Privately Owned Facility,NPDES
MAUI MERMAIDS,HIF010965,20.852306,-156.661194,Permitted Feature,Privately Owned Facility,NPDES
RAMP H2R2,HIF010967,21.397307,-157.984875,Facility,Municipality,NPDES
PEARL CITY HIGH SCHOOL TRACK AND FIELD FACILITY IMPROVEMENTS,HIF010975,21.397317,-157.963233,Permitted Feature,State Government,NPDES
PEARL CITY HIGH SCHOOL TRACK AND FIELD FACILITY IMPROVEMENTS,HIF010975,21.410779,-157.949968,Permitted Feature,State Government,NPDES
PEARL CITY HIGH SCHOOL TRACK AND FIELD FACILITY IMPROVEMENTS,HIF010975,21.410779,-157.949968,Facility,State Government,NPDES
MIKI BASIN HEAVY INDUSTRIAL SITE,HIF010976,20.786801,-156.917261,Permitted Feature,Privately Owned Facility,NPDES
MIKI BASIN STOCKPILE SITE,HIF010977,20.786801,-156.917261,Permitted Feature,Privately Owned Facility,NPDES
MIKI BASIN STOCKPILE SITE,HIF010977,20.786801,-156.917261,Facility,Privately Owned Facility,NPDES
KEALAKEKUA CHAPEL (1),HIF010979,19.505555,-155.925555,Permitted Feature,Privately Owned Facility,NPDES
KEALAKEKUA CHAPEL (1),HIF010979,19.505555,-155.925555,Facility,Privately Owned Facility,NPDES
MASS GRADING AND SITE IMPROVEMENTS FOR THE HICKAM FEDERAL CREDIT UNION HEADQUART,HIF010981,21.39639,-157.98028,Permitted Feature,Privately Owned Facility,NPDES
MASS GRADING AND SITE IMPROVEMENTS FOR THE HICKAM FEDERAL CREDIT UNION HEADQUART,HIF010981,21.39639,-157.98028,Facility,Privately Owned Facility,NPDES
900 GREEN VALLEY,HIF010982,21.460559,-158.024528,Facility,Privately Owned Facility,NPDES
"NAWILIWILI ROAD RESURFACING, WAAPA ROAD TO KANANI STREET",HIF010984,21.970687,-159.367282,Permitted Feature,State Government,NPDES
"NAWILIWILI ROAD RESURFACING, WAAPA ROAD TO KANANI STREET",HIF010984,21.966098,-159.362643,Permitted Feature,State Government,NPDES
"NAWILIWILI ROAD RESURFACING, WAAPA ROAD TO KANANI STREET",HIF010984,21.964218,-159.361682,Permitted Feature,State Government,NPDES
"NAWILIWILI ROAD RESURFACING, WAAPA ROAD TO KANANI STREET",HIF010984,21.952391,-159.366004,Permitted Feature,State Government,NPDES
"NAWILIWILI ROAD RESURFACING, WAAPA ROAD TO KANANI STREET",HIF010984,21.954891,-159.354223,Permitted Feature,State Government,NPDES
"NAWILIWILI ROAD RESURFACING, WAAPA ROAD TO KANANI STREET",HIF010984,21.95743,-159.352209,Permitted Feature,State Government,NPDES
"NAWILIWILI ROAD RESURFACING, WAAPA ROAD TO KANANI STREET",HIF010984,21.970687,-159.367282,Facility,State Government,NPDES
FY15 PNEK141003 ACCESS ROAD FOR REMOTE MAUI EXPERIMENT FACILITY,HIF010988,20.753,-156.435,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY15 PNEK141003 ACCESS ROAD FOR REMOTE MAUI EXPERIMENT FACILITY,HIF010988,20.747,-156.441,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY15 PNEK141003 ACCESS ROAD FOR REMOTE MAUI EXPERIMENT FACILITY,HIF010988,20.753,-156.435,Facility,Federal Facility (U.S. Government),NPDES
HONAUNAU RODEO ARENA IMPROVEMENTS,HIF010990,19.424047,-155.911412,Permitted Feature,Municipal or Water District,NPDES
HONAUNAU RODEO ARENA IMPROVEMENTS,HIF010990,19.425495,-155.914054,Permitted Feature,Municipal or Water District,NPDES
HONAUNAU RODEO ARENA IMPROVEMENTS,HIF010990,19.424047,-155.911412,Facility,Municipal or Water District,NPDES
EE WAIANAE SOLAR LLC,HIF010991,21.45306,-158.20014,Permitted Feature,Privately Owned Facility,NPDES
EE WAIANAE SOLAR LLC,HIF010991,21.45167,-158.19833,Permitted Feature,Privately Owned Facility,NPDES
EE WAIANAE SOLAR LLC,HIF010991,21.44917,-158.18972,Permitted Feature,Privately Owned Facility,NPDES
EE WAIANAE SOLAR LLC,HIF010991,21.45008,-158.18611,Permitted Feature,Privately Owned Facility,NPDES
EE WAIANAE SOLAR LLC,HIF010991,21.45333,-158.1835,Permitted Feature,Privately Owned Facility,NPDES
EE WAIANAE SOLAR LLC,HIF010991,21.44917,-158.18972,Facility,Privately Owned Facility,NPDES
PIER 1 - CRANE SHOP AND POWER SHOP,HIF010993,21.296057,-157.869156,Permitted Feature,Privately Owned Facility,NPDES
PIER 1 - CRANE SHOP AND POWER SHOP,HIF010993,21.296057,-157.869156,Facility,Privately Owned Facility,NPDES
"ANGEL'S 24-HOUR TOWING & USED PARTS, LLC",HIF010998,21.458265,-158.171228,Permitted Feature,Privately Owned Facility,NPDES
"WILHELMINA RISE WATER SYSTEM IMPROVEMENTS, PART V (1)",HIF011001,21.27678,-157.788,Facility,Municipality,NPDES
KAWAILOA SOLAR FARM,HIF011003,21.625824,-158.071027,Facility,Privately Owned Facility,NPDES
SITE AND ROADWAY IMPROVEMENTS AT KUHIO PARK TERRACES,HIF011006,21.336786,-157.876221,Permitted Feature,State Government,NPDES
OPAEULA 15 RESERVOIR DAM DECOMMISSIONING,HIF011007,21.578189,-158.060586,Facility,Privately Owned Facility,NPDES
"HONOLULU RAIL TRANSIT PROJECT, FARRINGTON HIGHWAY STATION GROUP",HIF011008,21.378824,-158.020704,Facility,Municipality,NPDES
HOAKALEI AREA 6A - PHASE 1 AND PHASE 2,HIF011011,21.30472,-158.03528,Permitted Feature,Privately Owned Facility,NPDES
HOAKALEI AREA 6A - PHASE 1 AND PHASE 2,HIF011011,21.30472,-158.03528,Facility,Privately Owned Facility,NPDES
HOOPILI STOCKPILING PLAN,HIF011013,21.35562,-158.01948,Facility,Privately Owned Facility,NPDES
KAMALANI BORROW SITE,HIF011016,20.789221,-156.450351,Permitted Feature,Privately Owned Facility,NPDES
KAMALANI BORROW SITE,HIF011016,20.789221,-156.450351,Facility,Privately Owned Facility,NPDES
WAREHOUSE & SERVICE FACILITY FOR AMERICAN TIRE WAREHOUSE,HIF011018,21.31875,-158.088417,Facility,Privately Owned Facility,NPDES
HOKUPAA,HIF011019,21.296564,-157.658213,Facility,Privately Owned Facility,NPDES
KUIHELANI HIGHWAY RESURFACING,HIF011020,20.839963,-156.489555,Facility,State Government,NPDES
EE WAIANAE SOLAR PROJECT LLC,HIF011021,21.45306,-158.20014,Permitted Feature,Privately Owned Facility,NPDES
EE WAIANAE SOLAR PROJECT LLC,HIF011021,21.45167,-158.19833,Permitted Feature,Privately Owned Facility,NPDES
EE WAIANAE SOLAR PROJECT LLC,HIF011021,21.44917,-158.18972,Permitted Feature,Privately Owned Facility,NPDES
EE WAIANAE SOLAR PROJECT LLC,HIF011021,21.45008,-158.18611,Permitted Feature,Privately Owned Facility,NPDES
EE WAIANAE SOLAR PROJECT LLC,HIF011021,21.45333,-158.1835,Permitted Feature,Privately Owned Facility,NPDES
EE WAIANAE SOLAR PROJECT LLC,HIF011021,21.44917,-158.18972,Facility,Privately Owned Facility,NPDES
EVERSHINE VII - COMPOUND RENOVATION PROJECTS,HIF011022,21.267352,-157.709699,Permitted Feature,Privately Owned Facility,NPDES
EVERSHINE VII - COMPOUND RENOVATION PROJECTS,HIF011022,21.268239,-157.709056,Permitted Feature,Privately Owned Facility,NPDES
EVERSHINE VII - COMPOUND RENOVATION PROJECTS,HIF011022,21.267066,-157.709749,Permitted Feature,Privately Owned Facility,NPDES
EVERSHINE VII - COMPOUND RENOVATION PROJECTS,HIF011022,21.268641,-157.708776,Permitted Feature,Privately Owned Facility,NPDES
WAIAKEA FAIRWAYS SUBDIVISION-PHASE 1,HIF011023,19.67668,-155.0721,Facility,Privately Owned Facility,NPDES
"INTERSTATE ROUTE H-1, ADDITION AND MODIFICATION OF FREEWAY ACCESS (KAPOLEI INTER",HIF011028,21.295532,-158.086352,Facility,State Government,NPDES
"HI1432M, REPAIR BAUGH ROAD, CAMP H.M. SMITH, MCB HAWAII, WON 1301286",HIF011029,21.39133,-157.905013,Permitted Feature,Federal Facility (U.S. Government),NPDES
"HI1432M, REPAIR BAUGH ROAD, CAMP H.M. SMITH, MCB HAWAII, WON 1301286",HIF011029,21.382794,-157.908597,Permitted Feature,Federal Facility (U.S. Government),NPDES
"HI1432M, REPAIR BAUGH ROAD, CAMP H.M. SMITH, MCB HAWAII, WON 1301286",HIF011029,21.39133,-157.905013,Facility,Federal Facility (U.S. Government),NPDES
EWA BY GENTRY AREA 52 - DETACHED CONDOMINIUM DEVELOPMENT INCREMENT 2,HIF011031,21.322525,-158.031347,Facility,Privately Owned Facility,NPDES
EWA BY GENTRY AREA 52 - DETACHED CONDOMINIUM DEVELOPMENT INCREMENT 1,HIF011032,21.322525,-158.031347,Permitted Feature,Privately Owned Facility,NPDES
EWA BY GENTRY AREA 52 - DETACHED CONDOMINIUM DEVELOPMENT INCREMENT 1,HIF011032,21.3213,-158.030789,Permitted Feature,Privately Owned Facility,NPDES
EWA BY GENTRY AREA 52 - DETACHED CONDOMINIUM DEVELOPMENT INCREMENT 1,HIF011032,21.322525,-158.031347,Facility,Privately Owned Facility,NPDES
MANA DRAG RACE STRIP ELECTRICAL AND LIGHTING UPGRADES,HIF011033,21.977451,-159.751823,Permitted Feature,State Government,NPDES
MANA DRAG RACE STRIP ELECTRICAL AND LIGHTING UPGRADES,HIF011033,21.974908,-159.741176,Permitted Feature,State Government,NPDES
MANA DRAG RACE STRIP ELECTRICAL AND LIGHTING UPGRADES,HIF011033,21.977451,-159.751823,Facility,State Government,NPDES
