ahupuaa,island,total_pop,area_km2,pop_density_km2
"Ahalanui, Laepaoʻo",Hawaiʻi,12.86118679376642,5.419190727094686,2.3732670506434648
Aki,Maui,125.37305960476493,1.4840035386686403,84.4829923500332
"Alaeakila, Kaapahu",Hawaiʻi,217.7816909420376,20.15833896418446,10.803553374559915
Alakahi,Hawaiʻi,37.27632178538583,4.231318898052108,8.809622409349961
Aleamai,Hawaiʻi,222.6062782853205,2.87166031264285,77.51831834192507
Anahola,Kauaʻi,2231.439350588816,25.52479785168243,87.42241029900003
"Anapuka, Hoʻopūloa",Hawaiʻi,391.20223595889263,53.036496492495694,7.376094987990866
"Apuakohau, Kukuiwaluhia",Hawaiʻi,37.092601020001446,4.760620576127797,7.7915474310225115
"Au 1-2, Āhualoa",Hawaiʻi,19.479434426289583,4.122716044368569,4.724903247435037
Aukuʻu,Oʻahu,23.56085729030341,3.9146258183510936,6.018674168001998
Auwahi,Maui,174.17371600594385,21.334524042618632,8.163937271720147
Awakeʻe,Hawaiʻi,62.241238878357166,7.415667419539512,8.39320796862572
Awalua,Hawaiʻi,23.989191224706442,2.214543241586335,10.832568438592492
Aʻapueo,Maui,1973.8712620455883,9.611343662887844,205.3689194016932
East Hanawana,Maui,13.123125439001644,0.8666155834178031,15.14296037378648
East Honomāʻele,Maui,4.861847506444152,3.564954561005819,1.3637894742401506
East Kaupakulua,Maui,277.5947019972478,4.531307919791818,61.26149599870965
East Makaīwa,Maui,20.041857729082338,13.630856931317593,1.4703299895280348
East Waiakalua,Kauaʻi,135.68395431889556,2.119564236179659,64.01502346701923
East ʻŌhiʻa,Molokaʻi,14.10297679914066,1.357208177135584,10.391166982876042
Grant 3584,Maui,52.88408504692347,0.6774881326504031,78.05905741851964
Haina,Hawaiʻi,172.22549398317767,1.6105899977630376,106.93316997024888
Hakalau,Hawaiʻi,354.5285422677546,53.86947651011809,6.581250927900977
Hakipuʻu,Oʻahu,205.1835037466637,4.7731984272335275,42.986585802925624
Halakaʻa,Maui,14.053055081881322,0.4542405494058293,30.93747376860886
Halaʻula,Hawaiʻi,19.137321030522212,2.454704683626236,7.796180598902603
Halehaku,Maui,271.95891075339836,15.208525909548424,17.882003316485353
Halelua,Hawaiʻi,23.646836413785298,3.033130917607892,7.796180598902273
"Halelua, Wailoa, Kumu",Hawaiʻi,55.929000915721375,29.694653720956442,1.8834703863291908
Haleohiu,Hawaiʻi,24.016587813921838,2.864087304596469,8.385424485970974
"Halepuaʻa, Kanekiki",Hawaiʻi,322.3566893088763,6.713857779444862,48.01363089575759
Haleʻaha,Oʻahu,11.279605961300208,0.29336147624525427,38.44951322739561
Hamanamana,Hawaiʻi,29.449987548344893,3.5180786737730427,8.371042912681823
Hanakaʻoe,Oʻahu,29.162372957216263,2.928876228467713,9.956847159933764
Hanakaʻōʻō,Maui,1299.1225941228743,14.241074863268627,91.22363351053252
Hanakoa,Kauaʻi,33.61996598619699,6.857641992612771,4.9025548464637385
Hanakāpīʻai,Kauaʻi,56.22172455091548,11.331793014456395,4.961414709851416
Hanalei,Kauaʻi,2874.18925836503,68.13451872834247,42.18403992585083
Hanamāʻulu,Kauaʻi,6578.758224686835,73.87331066418923,89.05460125636347
"Hanapai, Niupuka",Hawaiʻi,19.65405938504806,4.159674464385226,4.7249032474354475
Hanapēpē,Kauaʻi,2718.235030720344,67.05900354688315,40.534974976476306
Hanehoi,Maui,47.65653651836168,3.1013283234708546,15.366491885975757
Haneoʻo,Maui,4.2890895720011395,3.0730910578009354,1.3956923147830045
Hauola,Hawaiʻi,103.3274945360656,3.0743040722838377,33.61004380393177
Hauʻula,Oʻahu,2093.084387753844,6.314345892888699,331.4807936180854
Haʻikū,Hawaiʻi,0.5326734469808847,0.8597338677545487,0.619579461691
Haʻikū,Kauaʻi,1439.9444092872282,50.14560978008135,28.7152637210366
Haʻikū,Maui,3706.683619460646,21.2961189715876,174.05441923037478
Haʻikū Uka,Maui,198.13298101714295,31.535015218210482,6.2829518123310555
Heʻeia,Oʻahu,13861.550652503862,17.051961574607162,812.9006502774271
Hionamoa,Hawaiʻi,13.795695940102256,7.32595846658109,1.883125054971884
"Honalo, Māʻihi 1-2",Hawaiʻi,3387.437418191904,81.13249581278146,41.75191930504193
Honohina,Hawaiʻi,29.476220833694285,28.080330385361965,1.0497106134142917
Honoipu,Hawaiʻi,22.843198714757275,2.123565515367114,10.757002103044712
Honokahua,Maui,878.0900955800777,13.809879484504721,63.58419684728839
Honokaia,Hawaiʻi,92.69221390563177,19.617801476878974,4.7249032474345505
Honokalani,Maui,51.01848345438194,1.1957070249939934,42.66804692783187
Honokeana,Maui,1179.0288957121431,2.245623464904964,525.0341003904857
Honokua,Hawaiʻi,76.8314429302153,28.8265432711758,2.6653019825322066
Honokāne,Hawaiʻi,167.95658773266862,19.02935452817495,8.826184171617136
Honokōhau,Maui,905.928039783168,35.682493988098024,25.38858522852529
Honokōhau 1-3,Hawaiʻi,1142.8195476548647,15.01231368383159,76.12547750622161
Honokōwai,Maui,991.6348500417333,17.486556055426217,56.70841341763355
Honolua,Maui,410.54503918514615,16.7167826564402,24.558854871932084
Honolulu,Hawaiʻi,65.8276950073078,1.4893644069681693,44.198514949951175
Honolulu,Oʻahu,99198.00987564691,33.630112866056244,2949.6781729736645
Honomainoa,Hawaiʻi,0.25685863321581803,0.4184908380049607,0.6137736119632166
Honomakaʻu,Hawaiʻi,108.62729698238782,1.4640886595863254,74.1944801437641
Honomanü,Maui,21.004490309550192,15.037747638047788,1.396784333340296
Honomuni,Molokaʻi,39.2158389537571,3.1362156856272163,12.504190682253496
"Honomū, Kuhua",Hawaiʻi,122.08593077580446,16.65649440095838,7.329629382805777
Honopou,Maui,354.1711281448513,23.00180184324564,15.39753844322643
Honopue,Hawaiʻi,46.25655632524682,9.712029740777457,4.762810407286082
Honopueo,Hawaiʻi,429.6873787306301,3.2972626168324575,130.31639534475806
Honopū,Kauaʻi,42.432211182857145,8.909468851984197,4.762597174735867
Honoulimaloʻo,Molokaʻi,46.46307808451614,3.1526959617916437,14.737570208993978
Honouliuli,Oʻahu,132519.88727734346,177.78644130767998,745.388041419888
Honouliwai,Molokaʻi,57.25836041189045,4.033068383360994,14.19722032190629
Honuaʻula,Hawaiʻi,454.13525921272,28.67875273205675,15.835251395193811
Honuʻapo,Hawaiʻi,2.2263098202988467,8.786291080650836,0.2533844826973266
Hoʻokena,Hawaiʻi,49.97547451851573,17.566990675872923,2.84485120078954
Hoʻolehua,Molokaʻi,114.16671283449786,16.09554483966621,7.093062954485575
Hulunanai,Hawaiʻi,3.7709002437376076,1.7937904299576994,2.1021966561760124
Humuʻula,Hawaiʻi,306.8529250605988,457.767442394527,0.6703249218762428
Hāhākea,Maui,130.39063047871926,2.0110767960996436,64.83622640945569
Hālawa,Molokaʻi,291.44952844493724,34.50820968168423,8.445802640396863
Hālawa,Oʻahu,23056.61614553766,35.165398142223076,655.6620247064285
"Hālawa, Napapaʻa",Hawaiʻi,53.888545084638075,6.9121724928016475,7.796180598901103
Hāliʻimaile,Maui,1519.976874307531,16.720241827504907,90.90639298094116
Hāmoa,Maui,0.862121127835722,0.621915971585541,1.3862341011082109
Hāmākualoa,Maui,2947.9295784764286,11.186016980275035,263.53701980559185
Hāmākuapoko,Maui,2204.301131775941,24.884355826936066,88.5818040501533
Hāwī,Hawaiʻi,215.42516845997085,1.2858666234778464,167.53305865993832
Hāʻena,Hawaiʻi,10.996921521690425,1.0131194465001636,10.854516276120703
