ahupuaa,island,total_pop,area_km2,pop_density_km2
Hāʻena,Kauaʻi,36.47035129608531,7.475958199767631,4.878351419516884
Hīleaiki,Hawaiʻi,2.1364591452275032,8.433667889503312,0.2533250269300475
Hīleanui,Hawaiʻi,4.432428902514977,17.44073563948074,0.25414231338277105
Hōlualoa 1-2,Hawaiʻi,3816.667031223038,30.892632576531412,123.54618926593173
Hōlualoa 3,Hawaiʻi,823.3575492262488,1.3511983225539923,609.353590426285
Hōlualoa 4,Hawaiʻi,1409.2063876395227,3.0506294606683495,461.9395458571313
Hōnaunau,Hawaiʻi,416.2570679025941,28.531871399893493,14.589196133280902
Hōʻaeʻae,Oʻahu,21091.518110197703,13.299364730463683,1585.904179459431
"Hōʻea, Manowaikohau",Hawaiʻi,18.556984698121283,17.64337150942249,1.051782233810067
Iliʻililoa,Hawaiʻi,5.247839707414703,0.3076992755663265,17.055092826448654
Kahakuloa,Maui,1655.7991720582415,41.88927159155532,39.52800106440721
Kahaliʻi,Hawaiʻi,4.87751392389188,0.5536543113653644,8.809673877303448
Kahaluʻu,Hawaiʻi,1406.3601888555909,20.625303064000207,68.18615874354246
Kahaluʻu,Oʻahu,8860.758647614932,9.85163290219521,899.4203027642774
Kahana,Maui,2269.8464487974557,12.379052423351277,183.3618900034482
Kahana,Oʻahu,1032.6783219704732,21.583226474193033,47.846336746975346
Kahanahāiki,Oʻahu,78.90729284101954,6.321539004576076,12.482291540699128
Kahananui,Molokaʻi,15.376917381269408,1.2635040254369303,12.170058085847364
Kahanui,Molokaʻi,277.6301411356887,19.671119264427972,14.113591474062066
Kahaualeʻa,Hawaiʻi,240.64222064646026,110.43910281587145,2.178958489437104
Kahauiki,Oʻahu,2343.4132524734587,5.3177564971938,440.6770512546196
Kahauloa 2,Hawaiʻi,470.79420770483046,19.82244479092088,23.750562186984354
Kahikinui,Maui,244.0969301903425,112.03504244313788,2.178755190048963
"Kahilipaliiki, Kah",Hawaiʻi,46.370055845688135,6.186312798718061,7.495588625149544
Kahilipalinui,Hawaiʻi,49.44615597215283,10.144726357601979,4.874074886711973
"Kahoahuna, Paʻana",Hawaiʻi,3.384812687074542,5.455217240831535,0.6204725747197919
Kahua,Hawaiʻi,16.162235439086004,1.83466465907882,8.809367618821968
Kahua,Maui,26.75184170886306,0.32500340463537514,82.31249681484489
Kahue,Hawaiʻi,35.81821948109427,18.73919782740097,1.9114062304588022
Kahuku,Hawaiʻi,3881.9257318867762,888.5554939070049,4.36880505326441
Kahuku,Oʻahu,1107.4472616035173,17.23460543629198,64.25718683826071
Kahuwai,Hawaiʻi,593.0313414147645,12.483364028169477,47.505731634241606
Kahuā 1,Hawaiʻi,151.56794999617804,16.0898093795526,9.420120923793853
Kahuā 2,Hawaiʻi,213.2612225743201,21.84704515012644,9.761559108284528
Kaiamiki,Molokaʻi,1.344010416838197,0.2022170146623496,6.646376513283755
Kaiaʻakea,Hawaiʻi,0.3975788344945794,0.6472054481444663,0.6143008153507287
Kaiholena,Hawaiʻi,114.25739931435982,11.297767668354467,10.113272167421153
Kaihoʻonā,Hawaiʻi,36.62096191187817,3.391550072756283,10.79770639568256
Kaihuiki,Hawaiʻi,0.33645440769206225,0.5457197786454391,0.6165332847696928
Kailua,Oʻahu,40293.99574899852,45.82391029671422,879.3225084479047
Kaimū,Hawaiʻi,61.796089657145096,19.751310049947097,3.1287083996390717
Kainalu,Molokaʻi,56.53868050846404,4.827494718493313,11.711805772023729
Kainehe,Hawaiʻi,2.1611355727546426,2.0545938695785777,1.0518553592286917
Kaipapaʻu,Oʻahu,298.6505403108264,6.555930579328541,45.554256058247375
"Kaipuhaʻa, Lamaloloa",Hawaiʻi,171.41786773295487,16.925811759917355,10.127600977986528
Kaiwiki,Hawaiʻi,9.099905138386658,8.659496081958283,1.0508585086545568
"Kaiwiki, Maumau",Hawaiʻi,23.201737463175963,9.816029255705073,2.3636581410646387
Kaiwikinui,Hawaiʻi,152.6594057176161,22.221963922940937,6.8697531076457885
Kalakalaula,Hawaiʻi,2.7981930984330927,0.5922223063406872,4.724903247435902
"Kalala 1-2, Kokiʻo",Hawaiʻi,154.60995589570848,15.127420532445393,10.220510202919263
Kalalau,Hawaiʻi,306.1507648133517,5.664650223158716,54.045837386696796
Kalalau,Kauaʻi,54.67861250990594,10.975344032617476,4.981949754596057
Kalamaʻula,Molokaʻi,249.28109678626146,28.291624836814172,8.811126905015618
Kalaoa,Hawaiʻi,196.54847810361682,2.316486047586735,84.84768484074263
Kalaoa 1-5,Hawaiʻi,4151.313686709099,14.188914011210308,292.57444815221584
Kalapakī,Kauaʻi,3792.283013026236,12.127060558451472,312.7124660380586
"Kalapana, Kupahua",Hawaiʻi,55.944954751622504,26.61194536337797,2.102249722360063
Kalauao,Oʻahu,11796.714229306974,10.954107586185028,1076.9215234095943
Kalaupapa,Molokaʻi,23.248798293489354,5.0321362441289725,4.620065349107724
Kalawao,Molokaʻi,22.637455395871985,7.973102378704887,2.8392279843707597
Kalialinui,Maui,1767.4962119537163,81.03699218487648,21.810979952481194
Kalihi,Maui,46.548966834365174,5.110875989207613,9.107825533755927
Kalihi,Oʻahu,38622.10211410505,16.097902328160334,2399.200922379977
Kalihikai,Kauaʻi,249.1833509780349,9.808776094887165,25.404122651746736
Kalihiwai,Kauaʻi,876.5882662584279,34.60351265141159,25.3323492065384
Kaloko,Hawaiʻi,1466.8652743255068,17.450265294316143,84.0597692691406
Kalopā,Hawaiʻi,165.93770397129074,33.70689943943949,4.922959593759956
Kaloʻi,Maui,62.336771955942204,7.677707487460852,8.119190794615442
"Kalua, Pakiloa, ʻŌuhi, Kaao",Hawaiʻi,1409.7976933383115,6.260780443809279,225.17922581558236
Kaluako‘i,Molokaʻi,1223.0943308370445,206.17287434463015,5.932372698032865
Kaluanui,Oʻahu,278.897505473917,6.639236553089963,42.00746625666102
Kalua‘aha,Molokaʻi,76.34490468070618,5.867419619791489,13.01166605217495
Kalulu,Lānaʻi,175.67503704721724,25.122152364680172,6.992833834341477
Kalāheo,Kauaʻi,3901.547778263152,21.713035050460352,179.68689173098502
Kalāhiki,Hawaiʻi,45.39174602231748,10.366722330799435,4.378601507195676
Kamalomaloʻo,Kauaʻi,324.3142130736303,9.576269546452256,33.86644574909442
Kamalō,Molokaʻi,181.24480198022965,15.881817607969122,11.412094412246951
Kamananui,Oʻahu,12588.500199851567,89.29144921565528,140.98214678370852
Kamano,Hawaiʻi,18.327957790896505,1.7004691007866997,10.778177493738237
Kamanoni,Molokaʻi,4.294137895927513,0.2551508709055353,16.82979909371869
Kamao,Lānaʻi,75.69687185951697,10.857987567316751,6.971537901495622
Kamaui,Hawaiʻi,58.830008199332056,1.4963276230937244,39.3162615535349
Kamaʻeʻe,Hawaiʻi,10.12348794851027,13.366044483228912,0.7574034308514198
Kamaʻole,Maui,7460.916981786806,32.765719266130766,227.70496570478156
Kamehameiki,Maui,118.3091454316363,1.8021382710494092,65.64931633283794
Kamehamenui,Maui,536.7823677772574,21.534502647107754,24.92662015806301
Kamiloloa,Molokaʻi,140.36713842353208,9.350130734500706,15.012318266908986
Kamiloloa (Government),Molokaʻi,288.7074566180937,5.993442377752579,48.17055682219693
Kamoamoa,Hawaiʻi,89.24846595509352,42.586984495863106,2.095674699948833
Kamoauau,Hawaiʻi,24.325750724923665,1.00595069207673,24.1818519700051
Kamoku,Hawaiʻi,106.32105122431817,27.39723921465603,3.880721352662505
Kamoku,Lānaʻi,890.7946447951288,34.00250996825641,26.19790849636525
"Kamāʻoa, Puʻuʻeo, Ke",Hawaiʻi,504.9166855983203,59.4284310941589,8.496214291747432
Kanahena,Maui,176.88980405247628,5.27693095173743,33.521341414223976
Kanahonua,Hawaiʻi,8.164189145138716,1.7411654347966388,4.688922133405583
Kanaio,Maui,296.96843523396547,36.37712407418055,8.16360398992468
Kaohai,Lānaʻi,273.310405932116,39.17521232699248,6.976615816420217
Kapaeloa,Oʻahu,58.213571459372424,7.799589983034842,7.463670729614605
Kapaka,Oʻahu,38.79918066785337,0.9286245806255787,41.78134143478719
Kapano,Oʻahu,12.478144245527997,0.31461880986500157,39.66115138151527
Kapaʻa,Hawaiʻi,22.211514077988944,2.0521853663752676,10.823346877880082
Kapaʻa,Kauaʻi,9203.421049747976,31.59737175707834,291.27172729757996
Kapaʻanui,Hawaiʻi,29.769538578460455,2.758357237197278,10.792488433698603
Kapaʻau,Hawaiʻi,346.0063073952585,4.885007042231012,70.83025764426233
Kapa‘akea,Molokaʻi,199.49966213982327,8.826964214574012,22.601163581294873
Kapoaula,Hawaiʻi,31.38977308315461,6.6434742553090524,4.724903247434104
Kapoho,Hawaiʻi,191.39423095837918,17.014550808893407,11.248855941488536
Kapuaoko‘olau,Molokaʻi,19.592897539630034,2.9513020583032072,6.638730008847208
Kapulei,Molokaʻi,100.47928299784942,8.028758602742084,12.514921418054898
Kapulena,Hawaiʻi,34.237569979748976,7.246194934963256,4.7249032474341774
"Kapulena, Haukoʻi, K",Hawaiʻi,16.970604954092263,3.5939832105273606,4.721948868426153
Kapunakea,Maui,14.944793096350622,0.26980084209251404,55.39194385177675
Kapunapuna,Hawaiʻi,21.696610283049694,2.002574042400077,10.834361089114285
Kapuʻa,Hawaiʻi,802.6374529109445,63.84706475890628,12.57125062744535
Kapālama,Oʻahu,16601.0232248542,5.4926090456041505,3022.4294296242233
Kapāpala,Hawaiʻi,1115.737640322531,750.0947289098634,1.4874623128522289
Kau,Hawaiʻi,51.78410909153581,6.2602328318676514,8.271914237427294
Kauaea,Hawaiʻi,116.13266430050425,6.681815554002995,17.38040557419017
Kauaʻula,Maui,294.66334746048335,5.392656789899172,54.64159113786152
Kaueleau,Hawaiʻi,159.253647139765,9.26033921419236,17.197388071453524
Kauhakō,Hawaiʻi,28.880469685421946,2.8357769674841315,10.184323385292307
Kauhiula,Hawaiʻi,149.25683229768578,0.5260802112735669,283.71497178416155
"Kaukulau, Ki (b)",Hawaiʻi,4.439150565859625,1.8750318979947809,2.36750669180988
"Kaulana, Awalua, ʻŌhiki",Hawaiʻi,173.6870048827995,21.15761200417568,8.209196994846135
Kaulanamauna,Hawaiʻi,169.8621813927478,12.413403685945251,13.683771646375263
Kauleolī 1-2,Hawaiʻi,34.36090695326276,2.052415948658438,16.74168775375322
"Kaumalumalu, Pāhoehoe",Hawaiʻi,3657.5293578243504,19.40332771200542,188.5001074099948
Kaunakakai,Molokaʻi,1615.2451267721356,21.49005073750119,75.1624622250637
Kaunala,Oʻahu,647.6122758509239,5.194826832900915,124.66484383066177
Kaunolū,Lānaʻi,228.7354253956294,32.704571728948174,6.993989320250482
"Kaunāmano, Napauku",Hawaiʻi,86.1717588450289,18.573508841615762,4.639498092678786
"Kaupakuea, Makea",Hawaiʻi,63.21498142531654,7.213976075540205,8.762848776232294
Kaupalaoa,Hawaiʻi,39.64444906439334,4.048124445570946,9.793288125756199
Kawaihae 1,Hawaiʻi,898.4516427477598,52.64434923766944,17.066440287666744
Kawaihae 2,Hawaiʻi,936.0510490717835,42.69997228559074,21.92158446406433
Kawaihāpai,Oʻahu,40.36130490446946,7.273545689557178,5.549054976366926
Kawailoa,Oʻahu,560.2978770495611,48.022504734977176,11.667402192819575
Kawainui,Hawaiʻi,33.666662689107014,3.462984701852046,9.721862955704562
Kawaipapa,Maui,342.3770412245924,61.0397931110861,5.609079319805388
Kawela,Hawaiʻi,111.41036019026963,17.727142858509236,6.284733026607914
Kawela,Maui,12.942015682733398,8.48801021204342,1.524740823752816
Kawela,Molokaʻi,218.05943158269093,32.84134878859597,6.639783066961343
Kawela,Oʻahu,20.89953995189811,2.805885173844382,7.448465869778755
Kaūmana,Hawaiʻi,1015.1834190044802,11.204464362372176,90.6052610969748
Kaʻakaʻaniu,Kauaʻi,8.718764244322116,0.5553463304251866,15.69968822454777
Kaʻakepa,Hawaiʻi,9.927066683623604,1.1268370227867812,8.809673877303899
Kaʻala,Hawaiʻi,10.238953465090118,9.73859613147354,1.0513787949373425
Kaʻalaea,Oʻahu,911.1674582813511,5.389621098450819,169.05965032370366
"Kaʻalaʻala, Kanaio",Hawaiʻi,119.09645082044302,63.330520011651664,1.880553811946143
"Kaʻalāiki, Hiʻonaʻā",Hawaiʻi,16.67141369432788,65.6941994440568,0.2537729941975281
Kaʻamola,Molokaʻi,44.781572417121744,2.738346535247445,16.353508162937878
Kaʻapoko,Hawaiʻi,90.9834809713954,0.5603574040306005,162.36687570639629
Kaʻapuna,Hawaiʻi,48.40465668356008,9.475223554505147,5.108550358217702
Kaʻauhuhu,Hawaiʻi,265.16505655117834,7.783431843499089,34.0678844348911
Kaʻawaloa,Hawaiʻi,291.28904174080276,9.179124027792588,31.733860536020284
Kaʻaʻawa,Oʻahu,422.34476782022693,8.840235613968476,47.77528408325215
Kaʻena,Oʻahu,78.82012016821353,13.272272881208837,5.938705515903664
Kaʻieʻie,Hawaiʻi,119.11527644538384,2.177736413390411,54.69682910795393
Kaʻohe,Hawaiʻi,81.82420408029223,77.79035716498494,1.0518553592285473
Kaʻohe 1-3,Hawaiʻi,33.942595574827294,8.516499005936037,3.9855104252544566
Kaʻohe 4,Hawaiʻi,11.878643524606591,3.8598178310665787,3.0775140290297536
Kaʻohe 5,Hawaiʻi,4.733052811969186,0.5932111459972114,7.978698384051326
Kaʻohe Mauka,Hawaiʻi,1208.5198222965553,904.3801984035845,1.336296199794997
Kaʻonoʻulu,Maui,2482.2706005103105,23.32658559306305,106.41379942242801
Kaʻā,Lānaʻi,563.2402555358201,80.76808508935946,6.973549699892816
Kaʻāpahu,Maui,10.25429571834968,7.342211226352811,1.3966222711687668
Kaʻūpūlehu,Hawaiʻi,585.4825738152416,74.12480774128481,7.898604956369407
Ka‘ili‘ula,Molokaʻi,6.162567908167798,0.3661700222239792,16.829799093707003
Keaaula,Maui,106.60662103638538,0.7753444818598134,137.4958144806407
Keahialaka,Hawaiʻi,1758.1284844114218,22.975593185528478,76.52157096508853
Keahuolū,Hawaiʻi,2848.130824938013,16.46837045797689,172.9455159030896
Kealahewa,Hawaiʻi,81.10137605599535,2.9873651946670114,27.148129127558963
Kealakehe,Hawaiʻi,3004.0583712337934,14.299920849803346,210.07517473602698
"Kealakekua, Kīloa 1",Hawaiʻi,1408.8254377756657,56.12301294322651,25.102455550645857
Kealakomo,Hawaiʻi,37.521337938242084,18.94234767859516,1.980817719898636
Kealiʻiiki,Maui,90.31435491725593,0.4130703889963925,218.64156163961846
Keana,Oʻahu,1056.6894399990886,5.893131015200604,179.3086624535393
Keauhou,Hawaiʻi,831.6583369851144,258.18100730066345,3.221221985614963
Keauhou,Maui,53.815947542897824,3.747218987548273,14.361569932721885
Keauhou 1,Hawaiʻi,656.860000205864,22.022504320382513,29.82676223602416
Keauhou 2,Hawaiʻi,2485.787230592652,505.0257862127951,4.922099620365233
"Keauohana, Kehena",Hawaiʻi,180.58095603719445,11.04707670310275,16.34649246044208
Keawanui,Molokaʻi,25.597678302203697,1.8486759844344482,13.846492580491116
Keawaʻula,Oʻahu,64.52601759187408,5.3809389190651515,11.99159079157219
Keaīwa,Hawaiʻi,13.48844619532329,7.152643615445163,1.8857987228941229
Keaʻau,Hawaiʻi,21609.40792583916,264.90143597213654,81.57527665539772
Keaʻau,Oʻahu,97.06953173805681,7.6537418357334515,12.682624240716203
Keaʻā,Hawaiʻi,16.541124595591643,3.500838795921661,4.724903247433558
"Kehena 1, Kipi",Hawaiʻi,56.46654029799924,5.683913327753508,9.934447807689724
Kehena 2,Hawaiʻi,135.0080011659821,15.56082117615692,8.676148876567531
Kemau,Hawaiʻi,54.6094313626562,1.5742332278690114,34.68954307144134
Keonekūʻino,Molokaʻi,2.789746178738796,0.4330468917223811,6.44213417083537
Keonepokoiki,Hawaiʻi,816.8490643612262,18.860310003593938,43.31047921299125
Keonepokonui,Hawaiʻi,511.5346452948177,12.554995478789598,40.74351489484835
"Keoniki, Kauniho, Wa",Hawaiʻi,314.00725199279236,7.22505457889379,43.46088303749108
Keālia,Kauaʻi,441.98304285312224,26.95231772472088,16.398702603885226
Keālia,Oʻahu,17.515951915879192,3.394723601097692,5.159757899057045
Keālia 1,Hawaiʻi,343.0958032190091,25.683057223588435,13.35883809439536
Keālia 2,Hawaiʻi,56.64380321672768,7.546548516208873,7.505921825728033
Keāliaaupuni,Lānaʻi,133.35566110799124,19.13331482766147,6.969814813019013
Keāliakapu,Lānaʻi,51.412476967531745,7.42941440231815,6.920125084352525
Keōpukaloa,Molokaʻi,96.72426312318342,7.622313906572535,12.689619492025964
Keōpukaʻuʻuku,Molokaʻi,27.90662652267999,1.6670754991198629,16.739869632427187
Keʻanae,Maui,67.13097178781216,47.633088604560264,1.4093348500895913
Keʻei 1,Hawaiʻi,544.8081336143994,4.818860072275452,113.05747115357565
Keʻei 2,Hawaiʻi,743.0684166537427,27.4373964110592,27.082322444932636
"Keʻekeʻe 1-2, Kanakau",Hawaiʻi,1621.7684122014648,19.365803078108264,83.74392766777459
Kikahi,Oʻahu,23.42274740877275,3.905367745023845,5.997577933247804
"Kiolakaʻa, Puʻumakaʻā",Hawaiʻi,154.90424528179275,52.726887568767744,2.937860594933898
Kiʻilae,Hawaiʻi,302.05029453053294,21.619625866374864,13.97111570743292
Kiʻiokalani,Hawaiʻi,26.67632052582658,2.474235521347314,10.781641559854545
Kohanaiki,Hawaiʻi,1118.77500458974,6.867281366947755,162.9138147701953
Koholālele,Hawaiʻi,31.621164175713346,30.062274150414005,1.0518553592286322
Kokoiki,Hawaiʻi,17.91954680509786,1.672914116102499,10.711576065151652
Kolo,Hawaiʻi,34.521328815376975,3.748929459309295,9.208316451421629
"Koloaha, Kulihaʻi",Hawaiʻi,19.78885055056712,3.7582937084861805,5.265381602796008
Kou,Hawaiʻi,21.89350100271958,2.0340130003621764,10.763697674902385
Koʻokā,Maui,0.24509945305366965,0.024089726640863344,10.174438950996981
Koʻolau,Maui,109.2874883456515,78.57252080594984,1.3909123345496102
Kualapa,Maui,82.49499431015876,2.858785819749293,28.856654367130353
Kualoa 1,Oʻahu,63.18473819495455,1.4810236883865298,42.6628815530897
Kualoa 2,Oʻahu,46.29290222112333,1.096035228442449,42.236691868845426
Kuholilea,Maui,55.017476926043386,0.7048186174098858,78.05905741852457
Kuhua,Maui,73.86778069141272,0.9463063369489214,78.05905741852796
Kuiaha,Maui,99.13134518103242,1.2684616438927483,78.15084173677563
Kuikuiloloa,Oʻahu,93.11788717331167,12.47662328540203,7.463388534160681
Kuilei 1-2,Hawaiʻi,7.503654874698794,1.5881076250134707,4.724903247432709
Kukuihaele,Hawaiʻi,12.962756275579382,2.747878155373551,4.717369381983097
"Kukuihala, Kamāʻili",Hawaiʻi,132.0718410460603,11.234290014890913,11.756135979309837
Kukuikea,Hawaiʻi,7.426476149452039,0.5373357571528232,13.820923045960408
Kukuiopaʻe 1-2,Hawaiʻi,49.66530273083606,14.508963360939056,3.4230772726702647
Kukuipahu,Hawaiʻi,113.94926576930497,10.545303661681855,10.805688430135863
Kukuiʻula,Maui,5.8355999455405945,4.198446982103592,1.3899425121754718
Kukuiʻulaiki,Maui,1.181291479061685,0.8456069632536033,1.396974635256649
Kula,Hawaiʻi,628.9091447919541,13.466955395069533,46.70017285586375
"Kulanakiʻi, Kahīnano",Hawaiʻi,4.551556599936854,7.361825815678427,0.6182646416658537
Kulaʻikahonu,Hawaiʻi,7.899936978306909,0.9291854264761941,8.502002671594104
Kulaʻimano,Hawaiʻi,333.10716721424825,1.4315844086007052,232.68426591753826
Kuliʻouʻou,Oʻahu,2041.6659890816413,4.383608639021687,465.75006055679523
Kumimi,Molokaʻi,9.088087391894373,0.5457282637548707,16.65313672662654
Kuʻia,Maui,913.692878949888,8.622489255676262,105.96625311517737
"Kāhei, Hualua",Hawaiʻi,478.37275022493145,6.461781751830548,74.03109058726936
Kāhili,Kauaʻi,475.7218549276827,7.545786673024957,63.04469971677257
Kākiʻo,Maui,7.586376033991328,5.432016638960442,1.39660397569091
Kāneʻohe,Oʻahu,38612.00480710925,32.93480283986697,1172.3769835467222
Kāwala,Hawaiʻi,54.49026505974542,8.07767566063024,6.7457852170675
Kēōkea,Hawaiʻi,261.9298492087268,18.272969086486274,14.33427966571871
Kēōkea,Maui,2997.8019284863503,21.168596724419903,141.61552452024904
