lat,lon,hs_mean_m,hs_max_m
18.05,-157,2.077142820408163,2.69
18.05,-156.95,2.075918326530612,2.69
18.05,-156.9,2.0744897551020407,2.69
18.05,-156.85,2.072857097959184,2.7
18.05,-156.8,2.070816281632653,2.7
18.05,-156.75,2.0712244408163265,2.69
18.05,-156.7,2.063265263265306,2.7
18.05,-156.65,2.0606122061224488,2.71
18.05,-156.6,2.0563264857142856,2.71
18.05,-156.55,2.053877504081633,2.71
18.05,-156.5,2.051428526530612,2.71
18.05,-156.45,2.0479591346938775,2.7
18.05,-156.4,2.0436734224489794,2.69
18.05,-156.35,2.0404081163265304,2.6699998
18.05,-156.3,2.036530569387755,2.6699998
18.05,-156.25,2.034081595918367,2.6799998
18.05,-156.2,2.0206122224489795,2.6699998
18.05,-156.15,2.0144897673469386,2.6599998
18.05,-156.1,2.0081632408163266,2.6599998
18.05,-156.05,2.002857118367347,2.6599998
18.05,-156,1.997142836734694,2.6499999
18.05,-155.95,1.9959183448979592,2.6499999
18.05,-155.9,1.9946938591836734,2.6399999
18.05,-155.85,1.9944897775510204,2.6399999
18.05,-155.8,1.9926530428571427,2.6299999
18.05,-155.75,1.9977550795918366,2.6399999
18.05,-155.7,1.9859183367346938,2.61
18.05,-155.65,1.982653030612245,2.6
18.05,-155.6,1.9791836387755102,2.59
18.05,-155.55,1.9746938530612246,2.59
18.05,-155.5,1.9720407836734695,2.58
18.05,-155.45,1.9742856897959185,2.57
18.05,-155.4,1.9771428326530611,2.57
18.05,-155.35,1.9802040551020408,2.57
18.05,-155.3,1.9834693612244898,2.57
18.05,-155.25,1.994081606122449,2.58
18.05,-155.2,1.9893877285714285,2.56
18.05,-155.15,1.9885713979591837,2.55
18.05,-155.1,1.988367318367347,2.54
18.05,-155.05,1.9904081408163266,2.54
18.05,-155,1.9902040591836734,2.53
18.05,-154.95,1.9951020040816327,2.54
18.05,-154.9,2.0002040448979592,2.55
18.05,-154.85,2.0059183285714286,2.57
18.05,-154.8,2.0118366897959183,2.58
18.05,-154.75,2.0253060857142855,2.61
18.05,-154.7,2.025714257142857,2.62
18.05,-154.65,2.03040813877551,2.6299999
18.05,-154.6,2.0332652836734693,2.6399999
18.05,-154.55,2.0357142591836737,2.6599998
18.05,-154.5,2.039795887755102,2.6799998
18.05,-154.45,2.042040787755102,2.7
18.05,-154.4,2.0453061,2.72
18.05,-154.35,2.046734667346939,2.74
18.05,-154.3,2.048979567346939,2.76
18.05,-154.25,2.057142830612245,2.79
18.05,-154.2,2.0567346673469387,2.81
18.05,-154.15,2.057755069387755,2.83
18.05,-154.1,2.0595918040816326,2.85
18.05,-154.05,2.0612244551020407,2.86
18.1,-160.95,2.1904081265306123,2.9399998
18.1,-160.9,2.1995918081632655,3.07
18.1,-160.85,2.194897932653061,3.07
18.1,-160.8,2.187550993877551,3.06
18.1,-160.75,2.181836706122449,3.05
18.1,-160.7,2.174081606122449,3.04
18.1,-160.65,2.1691836469387753,3.03
18.1,-160.6,2.165306095918367,3.02
18.1,-160.55,2.162244875510204,3.03
18.1,-160.5,2.1612244591836736,3.04
18.1,-160.45,2.1614285387755103,3.06
18.1,-160.4,2.1628571081632653,3.07
18.1,-160.35,2.164897926530612,3.09
18.1,-160.3,2.1679591551020407,3.11
18.1,-160.25,2.170816302040816,3.11
18.1,-160.2,2.171632630612245,3.12
18.1,-160.15,2.170612224489796,3.11
18.1,-160.1,2.1675509897959184,3.1
18.1,-160.05,2.164897930612245,3.08
18.1,-160,2.159999975510204,3.07
18.1,-159.95,2.1553060959183674,3.06
18.1,-159.9,2.1508163040816326,3.04
18.1,-159.85,2.1475509979591836,3.03
18.1,-159.8,2.1453060979591836,3.03
18.1,-159.75,2.144489769387755,3.03
18.1,-159.7,2.1434693591836735,3.03
18.1,-159.65,2.142040785714286,3.03
18.1,-159.6,2.1410203775510204,3.03
18.1,-159.55,2.1399999714285713,3.03
18.1,-159.5,2.1365305857142856,3.03
18.1,-159.45,2.1322448714285716,3.02
18.1,-159.4,2.1283673224489794,3.01
18.1,-159.35,2.122244875510204,2.99
18.1,-159.3,2.116938744897959,2.96
18.1,-159.25,2.110816293877551,2.9299998
18.1,-159.2,2.1038775163265306,2.9099998
18.1,-159.15,2.096326504081633,2.8799999
18.1,-159.1,2.0906122224489794,2.86
18.1,-159.05,2.086530593877551,2.85
18.1,-159,2.0830612040816328,2.85
18.1,-158.95,2.0808163040816328,2.84
18.1,-158.9,2.0791836428571426,2.84
18.1,-158.85,2.0767346653061223,2.83
18.1,-158.8,2.0742856897959183,2.82
18.1,-158.75,2.0722448714285715,2.81
18.1,-158.7,2.0706122224489794,2.8
18.1,-158.65,2.0677550795918367,2.79
18.1,-158.6,2.0669387571428572,2.77
18.1,-158.55,2.064081614285714,2.76
18.1,-158.5,2.062653032653061,2.74
18.1,-158.45,2.060408130612245,2.74
18.1,-158.4,2.0577550693877553,2.74
18.1,-158.35,2.0546938510204082,2.73
18.1,-158.3,2.0524489551020406,2.73
18.1,-158.25,2.0485714,2.72
18.1,-158.2,2.0463264979591838,2.72
18.1,-158.15,2.044285675510204,2.72
18.1,-158.1,2.043469344897959,2.71
18.1,-158.05,2.044489755102041,2.71
18.1,-158,2.0463264918367345,2.71
18.1,-157.95,2.048979555102041,2.71
18.1,-157.9,2.0524489428571426,2.71
18.1,-157.85,2.0557142489795917,2.71
18.1,-157.8,2.0591836387755102,2.71
18.1,-157.75,2.058367312244898,2.7
18.1,-157.7,2.058163236734694,2.7
18.1,-157.65,2.055714255102041,2.69
18.1,-157.6,2.052653026530612,2.6799998
18.1,-157.55,2.0481632285714286,2.6699998
18.1,-157.5,2.0432652653061223,2.6599998
18.1,-157.45,2.038163226530612,2.6499999
18.1,-157.4,2.036122412244898,2.6399999
18.1,-157.35,2.0359183204081632,2.6299999
18.1,-157.3,2.0399999571428573,2.6299999
18.1,-157.25,2.042857106122449,2.62
18.1,-157.2,2.0469387448979592,2.62
18.1,-157.15,2.0508162959183673,2.6299999
18.1,-157.1,2.052040787755102,2.6399999
18.1,-157.05,2.0518367020408164,2.6499999
18.1,-157,2.048979551020408,2.6499999
18.1,-156.95,2.0440815918367345,2.6499999
18.1,-156.9,2.0402040489795916,2.6499999
18.1,-156.85,2.0365305836734695,2.6499999
18.1,-156.8,2.0340816040816327,2.6599998
18.1,-156.75,2.0328571163265305,2.6699998
18.1,-156.7,2.032653042857143,2.69
18.1,-156.65,2.031020387755102,2.71
18.1,-156.6,2.0281632408163266,2.72
18.1,-156.55,2.0228571163265308,2.72
18.1,-156.5,2.0159183285714284,2.72
18.1,-156.45,2.0095917918367348,2.72
18.1,-156.4,2.0038775081632654,2.72
18.1,-156.35,2.0012244510204082,2.71
18.1,-156.3,1.997346906122449,2.71
18.1,-156.25,1.9940815897959183,2.7
18.1,-156.2,1.992040769387755,2.71
18.1,-156.15,1.990612206122449,2.71
18.1,-156.1,1.9908163,2.72
18.1,-156.05,1.9912244653061224,2.72
18.1,-156,1.9920407897959185,2.74
18.1,-155.95,1.9916326285714285,2.75
18.1,-155.9,1.991020387755102,2.76
18.1,-155.85,1.9902040673469388,2.76
18.1,-155.8,1.9885714081632653,2.76
18.1,-155.75,1.9873469204081633,2.76
18.1,-155.7,1.9851020102040815,2.75
18.1,-155.65,1.9851020163265305,2.74
18.1,-155.6,1.9836734387755102,2.73
18.1,-155.55,1.9844897612244898,2.72
18.1,-155.5,1.9859183224489796,2.71
18.1,-155.45,1.9885713877551021,2.7
18.1,-155.4,1.9912244428571428,2.69
18.1,-155.35,1.9928570897959184,2.6699998
18.1,-155.3,1.997346881632653,2.6499999
18.1,-155.25,2.0008162979591835,2.6299999
18.1,-155.2,2.0040816163265305,2.62
18.1,-155.15,2.0093877387755104,2.6
18.1,-155.1,2.014285693877551,2.59
18.1,-155.05,2.0210203897959182,2.58
18.1,-155,2.0297959020408163,2.6
18.1,-154.95,2.039387726530612,2.62
18.1,-154.9,2.0491836469387756,2.6399999
18.1,-154.85,2.05816323877551,2.6599998
18.1,-154.8,2.0636734469387754,2.69
18.1,-154.75,2.06795916122449,2.71
18.1,-154.7,2.0714285489795916,2.72
18.1,-154.65,2.073265287755102,2.73
18.1,-154.6,2.075714267346939,2.75
18.1,-154.55,2.0767346755102043,2.78
18.1,-154.5,2.0765305979591835,2.8
18.1,-154.45,2.076326508163265,2.81
18.1,-154.4,2.076326512244898,2.82
18.1,-154.35,2.0753061,2.84
18.1,-154.3,2.074897930612245,2.84
18.1,-154.25,2.074693848979592,2.85
18.1,-154.2,2.0736734326530613,2.85
18.1,-154.15,2.0724489469387755,2.85
18.1,-154.1,2.067346916326531,2.86
18.1,-154.05,2.0577550714285713,2.86
18.15,-160.95,2.1904081265306123,2.9399998
18.15,-160.9,2.2014285306122447,3.08
18.15,-160.85,2.1981632285714285,3.09
18.15,-160.8,2.192040783673469,3.09
18.15,-160.75,2.1851020224489797,3.08
18.15,-160.7,2.178979569387755,3.06
18.15,-160.65,2.173469369387755,3.05
18.15,-160.6,2.167755083673469,3.04
18.15,-160.55,2.1628571163265304,3.04
18.15,-160.5,2.161836706122449,3.05
18.15,-160.45,2.161428544897959,3.06
18.15,-160.4,2.163061187755102,3.08
18.15,-160.35,2.1651020081632653,3.1
18.15,-160.3,2.167755081632653,3.11
18.15,-160.25,2.1699999795918368,3.12
18.15,-160.2,2.1704081346938775,3.1299999
18.15,-160.15,2.1689795673469385,3.12
18.15,-160.1,2.167142830612245,3.11
18.15,-160.05,2.1634693591836736,3.09
18.15,-160,2.1591836469387755,3.08
18.15,-159.95,2.155714255102041,3.06
18.15,-159.9,2.151020381632653,3.05
18.15,-159.85,2.1491836489795917,3.04
18.15,-159.8,2.146734663265306,3.03
18.15,-159.75,2.146530581632653,3.03
18.15,-159.7,2.1446938448979593,3.03
18.15,-159.65,2.144693851020408,3.03
18.15,-159.6,2.1420407918367346,3.03
18.15,-159.55,2.141224463265306,3.03
18.15,-159.5,2.1385714020408164,3.03
18.15,-159.45,2.1351020102040814,3.03
18.15,-159.4,2.1304081387755103,3.02
18.15,-159.35,2.125102018367347,3
18.15,-159.3,2.117959151020408,2.98
18.15,-159.25,2.1110203673469385,2.95
18.15,-159.2,2.102040781632653,2.9199998
18.15,-159.15,2.0946938469387755,2.8999999
18.15,-159.1,2.0908163,2.8799999
18.15,-159.05,2.0857142653061223,2.86
18.15,-159,2.0826530408163264,2.85
18.15,-158.95,2.0797958959183673,2.84
18.15,-158.9,2.076938748979592,2.84
18.15,-158.85,2.0738775224489796,2.83
18.15,-158.8,2.0716326265306124,2.83
18.15,-158.75,2.0691836367346936,2.82
18.15,-158.7,2.0671428224489796,2.81
18.15,-158.65,2.0657142551020407,2.79
18.15,-158.6,2.062448951020408,2.78
18.15,-158.55,2.0597958979591837,2.76
18.15,-158.5,2.0569387510204082,2.75
18.15,-158.45,2.0548979326530614,2.74
18.15,-158.4,2.0524489469387754,2.73
18.15,-158.35,2.050408130612245,2.73
18.15,-158.3,2.0479591551020406,2.73
18.15,-158.25,2.0451020142857144,2.73
18.15,-158.2,2.0426530346938776,2.72
18.15,-158.15,2.0395917979591838,2.72
18.15,-158.1,2.0383673,2.71
18.15,-158.05,2.03795913877551,2.71
18.15,-158,2.0379591469387757,2.71
18.15,-157.95,2.0395918,2.7
18.15,-157.9,2.041020373469388,2.7
18.15,-157.85,2.0446938408163264,2.7
18.15,-157.8,2.048367306122449,2.71
18.15,-157.75,2.050612206122449,2.7
18.15,-157.7,2.0514285346938776,2.69
18.15,-157.65,2.050204042857143,2.6799998
18.15,-157.6,2.0483673040816326,2.6699998
18.15,-157.55,2.044897918367347,2.6599998
18.15,-157.5,2.039999963265306,2.6499999
18.15,-157.45,2.0357142469387757,2.6399999
18.15,-157.4,2.032653018367347,2.6399999
18.15,-157.35,2.0316326142857144,2.6299999
18.15,-157.3,2.034897926530612,2.62
18.15,-157.25,2.03816323877551,2.62
18.15,-157.2,2.0426530387755104,2.62
18.15,-157.15,2.0473469142857144,2.6299999
18.15,-157.1,2.0491836448979592,2.6399999
18.15,-157.05,2.0479591510204083,2.6499999
18.15,-157,2.0446938408163264,2.6499999
18.15,-156.95,2.03877546122449,2.6599998
18.15,-156.9,2.0338775102040816,2.6599998
18.15,-156.85,2.0297958836734695,2.6699998
18.15,-156.8,2.0265305836734693,2.6799998
18.15,-156.75,2.026530581632653,2.69
18.15,-156.7,2.026530581632653,2.71
18.15,-156.65,2.025510185714286,2.71
18.15,-156.6,2.023469357142857,2.72
18.15,-156.55,2.018163230612245,2.73
18.15,-156.5,2.0102040387755102,2.73
18.15,-156.45,2.0028571,2.72
18.15,-156.4,1.9975509836734693,2.72
18.15,-156.35,1.9924489387755102,2.71
18.15,-156.3,1.9895918081632653,2.71
18.15,-156.25,1.9877550673469389,2.71
18.15,-156.2,1.9863264918367347,2.71
18.15,-156.15,1.9873468979591837,2.72
18.15,-156.1,1.9865305795918367,2.72
18.15,-156.05,1.9869387448979592,2.73
18.15,-156,1.9871428265306121,2.74
18.15,-155.95,1.9869387530612246,2.74
18.15,-155.9,1.9853061040816327,2.75
18.15,-155.85,1.9838775326530613,2.75
18.15,-155.8,1.9818367163265307,2.75
18.15,-155.75,1.9814285367346938,2.75
18.15,-155.7,1.9793877285714285,2.74
18.15,-155.65,1.9787754836734694,2.74
18.15,-155.6,1.9777550673469388,2.73
18.15,-155.55,1.9781632285714286,2.72
18.15,-155.5,1.9795918,2.71
18.15,-155.45,1.982244863265306,2.69
18.15,-155.4,1.9853060897959183,2.6799998
18.15,-155.35,1.987142806122449,2.6599998
18.15,-155.3,1.9895917959183673,2.6399999
18.15,-155.25,1.9920407714285715,2.62
18.15,-155.2,1.9961224163265305,2.61
18.15,-155.15,1.9999999714285714,2.59
18.15,-155.1,2.0055101877551023,2.59
18.15,-155.05,2.013061206122449,2.61
18.15,-155,2.020816312244898,2.6299999
18.15,-154.95,2.031428555102041,2.6499999
18.15,-154.9,2.041632626530612,2.6699998
18.15,-154.85,2.04918363877551,2.6799998
18.15,-154.8,2.055510175510204,2.7
18.15,-154.75,2.060612220408163,2.71
18.15,-154.7,2.0634693673469386,2.73
18.15,-154.65,2.0665305979591837,2.74
18.15,-154.6,2.0691836612244896,2.74
18.15,-154.55,2.070408155102041,2.77
18.15,-154.5,2.071020393877551,2.79
18.15,-154.45,2.0697959040816327,2.8
18.15,-154.4,2.07020406122449,2.82
18.15,-154.35,2.0697958897959183,2.83
18.15,-154.3,2.069387724489796,2.83
18.15,-154.25,2.0685713979591838,2.84
18.15,-154.2,2.068163230612245,2.84
18.15,-154.15,2.0667346591836733,2.85
18.15,-154.1,2.06346936122449,2.86
18.15,-154.05,2.05591833877551,2.86
18.2,-160.95,2.1895918020408165,2.9299998
18.2,-160.9,2.203469351020408,3.08
18.2,-160.85,2.2006122081632653,3.1
18.2,-160.8,2.1953060897959182,3.09
18.2,-160.75,2.1887754836734694,3.08
18.2,-160.7,2.182448957142857,3.07
18.2,-160.65,2.176530591836735,3.06
18.2,-160.6,2.170816306122449,3.05
18.2,-160.55,2.166326510204082,3.04
18.2,-160.5,2.165102018367347,3.05
18.2,-160.45,2.1640816040816326,3.06
18.2,-160.4,2.1651020102040817,3.07
18.2,-160.35,2.1669387448979593,3.09
18.2,-160.3,2.1691836571428573,3.11
18.2,-160.25,2.170408144897959,3.12
18.2,-160.2,2.1697958979591836,3.12
18.2,-160.15,2.1697958938775512,3.12
18.2,-160.1,2.167959157142857,3.11
18.2,-160.05,2.164897930612245,3.1
18.2,-160,2.1602040530612245,3.08
18.2,-159.95,2.1569387510204083,3.06
18.2,-159.9,2.153469355102041,3.05
18.2,-159.85,2.1499999612244896,3.04
18.2,-159.8,2.1485713918367346,3.03
18.2,-159.75,2.147142818367347,3.03
18.2,-159.7,2.14693873877551,3.03
18.2,-159.65,2.145306091836735,3.03
18.2,-159.6,2.145306091836735,3.03
18.2,-159.55,2.1448979326530613,3.03
18.2,-159.5,2.141632630612245,3.03
18.2,-159.45,2.137959163265306,3.03
18.2,-159.4,2.133061202040816,3.02
18.2,-159.35,2.127550991836735,3.01
18.2,-159.3,2.1204081346938777,2.99
18.2,-159.25,2.111632618367347,2.96
18.2,-159.2,2.1026530224489797,2.9299998
18.2,-159.15,2.0957142489795917,2.9099998
18.2,-159.1,2.0902040551020407,2.8899999
18.2,-159.05,2.0859183469387754,2.8799999
18.2,-159,2.0820407979591837,2.86
18.2,-158.95,2.079591818367347,2.85
18.2,-158.9,2.0773469204081634,2.84
18.2,-158.85,2.0746938510204083,2.84
18.2,-158.8,2.072040781632653,2.83
18.2,-158.75,2.069183642857143,2.82
18.2,-158.7,2.0665305836734693,2.81
18.2,-158.65,2.0640816040816325,2.79
18.2,-158.6,2.0616326224489794,2.78
18.2,-158.55,2.057346910204082,2.76
18.2,-158.5,2.054897936734694,2.74
18.2,-158.45,2.0526530408163266,2.73
18.2,-158.4,2.049999975510204,2.72
18.2,-158.35,2.04816323877551,2.72
18.2,-158.3,2.0479591591836734,2.72
18.2,-158.25,2.045306093877551,2.72
18.2,-158.2,2.0424489530612244,2.72
18.2,-158.15,2.0397958897959185,2.72
18.2,-158.1,2.037142818367347,2.71
18.2,-158.05,2.035102,2.7
18.2,-158,2.0334693530612244,2.7
18.2,-157.95,2.0348979224489794,2.7
18.2,-157.9,2.03673466122449,2.69
18.2,-157.85,2.040612212244898,2.7
18.2,-157.8,2.0424489469387757,2.7
18.2,-157.75,2.0461224081632654,2.7
18.2,-157.7,2.0475509775510203,2.69
18.2,-157.65,2.0477550530612243,2.6699998
18.2,-157.6,2.0459183265306122,2.6699998
18.2,-157.55,2.0434693469387755,2.6599998
18.2,-157.5,2.0406122102040816,2.6499999
18.2,-157.45,2.036122408163265,2.6399999
18.2,-157.4,2.033673430612245,2.6299999
18.2,-157.35,2.032857114285714,2.6299999
18.2,-157.3,2.033877520408163,2.6299999
18.2,-157.25,2.0365305795918367,2.62
18.2,-157.2,2.0414285346938774,2.62
18.2,-157.15,2.0451020224489795,2.6299999
18.2,-157.1,2.0463265040816325,2.6399999
18.2,-157.05,2.046326502040816,2.6499999
18.2,-157,2.042040767346939,2.6599998
18.2,-156.95,2.0375509673469385,2.6599998
18.2,-156.9,2.0304081163265306,2.6699998
18.2,-156.85,2.0240815979591837,2.6699998
18.2,-156.8,2.0216326244897957,2.6799998
18.2,-156.75,2.0206122265306123,2.7
18.2,-156.7,2.0202040612244896,2.71
18.2,-156.65,2.0202040612244896,2.72
18.2,-156.6,2.017755075510204,2.72
18.2,-156.55,2.0132652693877553,2.72
18.2,-156.5,2.007550987755102,2.72
18.2,-156.45,1.9991836367346938,2.71
18.2,-156.4,1.9926530265306122,2.71
18.2,-156.35,1.9887754734693877,2.7
18.2,-156.3,1.9863264979591837,2.7
18.2,-156.25,1.9840816040816327,2.69
18.2,-156.2,1.9834693428571428,2.7
18.2,-156.15,1.982040769387755,2.71
18.2,-156.1,1.982653018367347,2.72
18.2,-156.05,1.9824489387755102,2.72
18.2,-156,1.9820407836734695,2.73
18.2,-155.95,1.9812244632653062,2.74
18.2,-155.9,1.979999969387755,2.74
18.2,-155.85,1.9783673204081633,2.74
18.2,-155.8,1.976734657142857,2.73
18.2,-155.75,1.975306081632653,2.73
18.2,-155.7,1.9730611959183673,2.72
18.2,-155.65,1.9716326265306123,2.71
18.2,-155.6,1.9716326163265305,2.71
18.2,-155.55,1.9724489489795918,2.7
18.2,-155.5,1.9734693591836734,2.69
18.2,-155.45,1.9757142489795918,2.6799998
18.2,-155.4,1.9775509836734693,2.6599998
18.2,-155.35,1.9789795530612244,2.6399999
18.2,-155.3,1.9814285285714286,2.6299999
18.2,-155.25,1.983877512244898,2.61
18.2,-155.2,1.9875509836734693,2.59
18.2,-155.15,1.9914285387755102,2.58
18.2,-155.1,1.9961224285714285,2.61
18.2,-155.05,2.002040791836735,2.6399999
18.2,-155,2.011428557142857,2.6599998
18.2,-154.95,2.0226530428571428,2.6799998
18.2,-154.9,2.032040793877551,2.69
18.2,-154.85,2.0402040591836736,2.7
18.2,-154.8,2.045510169387755,2.71
18.2,-154.75,2.0510203897959185,2.71
18.2,-154.7,2.0557142591836732,2.72
18.2,-154.65,2.058775487755102,2.73
18.2,-154.6,2.0610203918367347,2.73
18.2,-154.55,2.0628571306122447,2.76
18.2,-154.5,2.063469369387755,2.78
18.2,-154.45,2.0634693714285715,2.79
18.2,-154.4,2.0634693714285715,2.81
18.2,-154.35,2.064285687755102,2.82
18.2,-154.3,2.063673442857143,2.83
18.2,-154.25,2.06346936122449,2.83
18.2,-154.2,2.063265273469388,2.84
18.2,-154.15,2.0624489489795916,2.84
18.2,-154.1,2.058979573469388,2.85
18.2,-154.05,2.0530612,2.85
18.25,-160.95,2.188979563265306,2.9299998
18.25,-160.9,2.2038775020408163,3.08
18.25,-160.85,2.201632612244898,3.09
18.25,-160.8,2.1979591469387754,3.09
18.25,-160.75,2.1924489530612243,3.08
18.25,-160.7,2.1861224224489795,3.07
18.25,-160.65,2.180204057142857,3.06
18.25,-160.6,2.1734693653061226,3.05
18.25,-160.55,2.169387730612245,3.05
18.25,-160.5,2.1671428326530613,3.05
18.25,-160.45,2.1661224285714287,3.06
18.25,-160.4,2.1671428285714285,3.07
18.25,-160.35,2.168163236734694,3.09
18.25,-160.3,2.170204057142857,3.1
18.25,-160.25,2.171224469387755,3.11
18.25,-160.2,2.171020387755102,3.12
18.25,-160.15,2.170816306122449,3.12
18.25,-160.1,2.1683673265306123,3.11
18.25,-160.05,2.1669387489795917,3.1
18.25,-160,2.1626530367346937,3.08
18.25,-159.95,2.157959167346939,3.06
18.25,-159.9,2.155102024489796,3.04
18.25,-159.85,2.1520407979591836,3.03
18.25,-159.8,2.149795891836735,3.02
18.25,-159.75,2.147959148979592,3.02
18.25,-159.7,2.1475509857142856,3.02
18.25,-159.65,2.146734663265306,3.02
18.25,-159.6,2.147142830612245,3.03
18.25,-159.55,2.145510175510204,3.03
18.25,-159.5,2.1438775265306123,3.03
18.25,-159.45,2.1402040591836733,3.03
18.25,-159.4,2.1361224224489797,3.02
18.25,-159.35,2.129183642857143,3.01
18.25,-159.3,2.121632624489796,2.99
18.25,-159.25,2.112653024489796,2.97
18.25,-159.2,2.1046938408163265,2.9399998
18.25,-159.15,2.0983673102040816,2.9199998
18.25,-159.1,2.0910203775510205,2.8999999
18.25,-159.05,2.087142836734694,2.8899999
18.25,-159,2.0836734530612246,2.8799999
18.25,-158.95,2.0810203918367347,2.87
18.25,-158.9,2.077142836734694,2.85
18.25,-158.85,2.075714263265306,2.84
18.25,-158.8,2.0732652734693877,2.84
18.25,-158.75,2.070408124489796,2.82
18.25,-158.7,2.067142820408163,2.81
18.25,-158.65,2.0626530285714284,2.79
18.25,-158.6,2.059387724489796,2.77
18.25,-158.55,2.0544897653061223,2.76
18.25,-158.5,2.0518367102040815,2.74
18.25,-158.45,2.05020406122449,2.73
18.25,-158.4,2.0491836530612244,2.72
18.25,-158.35,2.048367326530612,2.72
18.25,-158.3,2.046938751020408,2.72
18.25,-158.25,2.0459183408163266,2.72
18.25,-158.2,2.042857112244898,2.72
18.25,-158.15,2.041020373469388,2.71
18.25,-158.1,2.0377550653061225,2.71
18.25,-158.05,2.034285673469388,2.7
18.25,-158,2.032040775510204,2.69
18.25,-157.95,2.0312244489795916,2.69
18.25,-157.9,2.033265275510204,2.69
18.25,-157.85,2.0355101693877553,2.69
18.25,-157.8,2.038367304081633,2.69
18.25,-157.75,2.039795875510204,2.69
18.25,-157.7,2.0422448571428573,2.6799998
18.25,-157.65,2.0442856734693877,2.6699998
18.25,-157.6,2.0432652632653063,2.6599998
18.25,-157.55,2.0414285387755102,2.6499999
18.25,-157.5,2.0387754714285715,2.6399999
18.25,-157.45,2.0359183387755104,2.6399999
18.25,-157.4,2.0328571102040818,2.6299999
18.25,-157.35,2.0312244571428573,2.6299999
18.25,-157.3,2.032448944897959,2.6299999
18.25,-157.25,2.0351020081632654,2.6299999
18.25,-157.2,2.0383673142857144,2.62
18.25,-157.15,2.042040781632653,2.6299999
18.25,-157.1,2.0434693510204083,2.6299999
18.25,-157.05,2.0422448612244897,2.6399999
18.25,-157,2.038775457142857,2.6499999
18.25,-156.95,2.0332652530612245,2.6599998
