lat,lon,hs_mean_m,hs_max_m
19.45,-154.4,2.03448976122449,2.85
19.45,-154.35,2.0393877244897958,2.85
19.45,-154.3,2.043673444897959,2.85
19.45,-154.25,2.0483673163265306,2.86
19.45,-154.2,2.049795887755102,2.86
19.45,-154.15,2.052040787755102,2.86
19.45,-154.1,2.0516326265306124,2.87
19.45,-154.05,2.0287754734693877,2.84
19.5,-160.95,2.2124489469387756,2.9199998
19.5,-160.9,2.233877518367347,2.98
19.5,-160.85,2.2316325959183674,2.98
19.5,-160.8,2.230204026530612,2.97
19.5,-160.75,2.229387697959184,2.97
19.5,-160.7,2.231224442857143,2.97
19.5,-160.65,2.232653024489796,2.97
19.5,-160.6,2.233877518367347,2.97
19.5,-160.55,2.2332652795918366,2.98
19.5,-160.5,2.2312244591836734,2.99
19.5,-160.45,2.2285713959183675,2.99
19.5,-160.4,2.225102012244898,3
19.5,-160.35,2.2228571040816325,3
19.5,-160.3,2.2226530204081634,3.02
19.5,-160.25,2.222857102040816,3.03
19.5,-160.2,2.2234693448979592,3.05
19.5,-160.15,2.2242856755102043,3.07
19.5,-160.1,2.2255101612244896,3.1
19.5,-160.05,2.2242856755102043,3.11
19.5,-160,2.222040773469388,3.1299999
19.5,-159.95,2.2191836306122448,3.1399999
19.5,-159.9,2.2138774959183674,3.1599998
19.5,-159.85,2.2093877102040818,3.1699998
19.5,-159.8,2.204489748979592,3.1699998
19.5,-159.75,2.200204036734694,3.1799998
19.5,-159.7,2.195918326530612,3.1899998
19.5,-159.65,2.1918366897959185,3.1899998
19.5,-159.6,2.188979548979592,3.1899998
19.5,-159.55,2.1861224163265307,3.1899998
19.5,-159.5,2.1824489448979594,3.1799998
19.5,-159.45,2.178367312244898,3.1599998
19.5,-159.4,2.1724489285714284,3.1399999
19.5,-159.35,2.1673468897959185,3.12
19.5,-159.3,2.159999957142857,3.1
19.5,-159.25,2.151428530612245,3.07
19.5,-159.2,2.1436734346938775,3.05
19.5,-159.15,2.135510175510204,3.03
19.5,-159.1,2.128163236734694,3
19.5,-159.05,2.121836702040816,2.97
19.5,-159,2.1140815897959184,2.9399998
19.5,-158.95,2.107755048979592,2.9099998
19.5,-158.9,2.099183632653061,2.8799999
19.5,-158.85,2.0897958714285716,2.85
19.5,-158.8,2.0795917959183674,2.83
19.5,-158.75,2.0716326163265304,2.82
19.5,-158.7,2.066326502040816,2.81
19.5,-158.65,2.061836706122449,2.81
19.5,-158.6,2.0573469081632654,2.8
19.5,-158.55,2.0520407918367347,2.79
19.5,-158.5,2.0473469102040815,2.77
19.5,-158.45,2.038571406122449,2.75
19.5,-158.4,2.031836712244898,2.73
19.5,-158.35,2.025918342857143,2.7
19.5,-158.3,2.022040779591837,2.6799998
19.5,-158.25,2.019795881632653,2.6599998
19.5,-158.2,2.017959151020408,2.6499999
19.5,-158.15,2.0142856836734695,2.6399999
19.5,-158.1,2.0099999795918366,2.6299999
19.5,-158.05,2.0051020142857143,2.62
19.5,-158,1.9993877224489796,2.61
19.5,-157.95,1.9948979285714286,2.61
19.5,-157.9,1.9908162959183673,2.62
19.5,-157.85,1.9838775142857143,2.62
19.5,-157.8,1.975102006122449,2.61
19.5,-157.75,1.9665305734693876,2.6
19.5,-157.7,1.9579591489795918,2.6
19.5,-157.65,1.9528571102040817,2.62
19.5,-157.6,1.9475509857142856,2.6299999
19.5,-157.55,1.9442856836734694,2.6499999
19.5,-157.5,1.9399999734693878,2.6599998
19.5,-157.45,1.9355101795918368,2.6599998
19.5,-157.4,1.932653036734694,2.6699998
19.5,-157.35,1.9318367081632652,2.6699998
19.5,-157.3,1.9314285387755101,2.6699998
19.5,-157.25,1.9306122183673469,2.6699998
19.5,-157.2,1.9302040428571428,2.6699998
19.5,-157.15,1.925102006122449,2.6599998
19.5,-157.1,1.9175509857142856,2.6499999
19.5,-157.05,1.909795881632653,2.69
19.5,-157,1.8987754673469388,2.71
19.5,-156.95,1.8859183265306123,2.72
19.5,-156.9,1.872448942857143,2.73
19.5,-156.85,1.854285675510204,2.74
19.5,-156.8,1.8336734367346939,2.75
19.5,-156.75,1.8089795612244897,2.75
19.5,-156.7,1.7804081285714286,2.74
19.5,-156.65,1.7493877285714285,2.73
19.5,-156.6,1.7159183285714286,2.71
19.5,-156.55,1.676326501020408,2.69
19.5,-156.5,1.6275509969387756,2.6699998
19.5,-156.45,1.5728571095918367,2.6299999
19.5,-156.4,1.5138775206122448,2.59
19.5,-156.35,1.4504081389795918,2.52
19.5,-156.3,1.3799999726530612,2.4099998
19.5,-156.25,1.2963265134693878,2.24
19.5,-156.2,1.201428537755102,2.03
19.5,-156.15,1.0863265128571429,1.8199999
19.5,-156.1,0.9563265146938775,1.56
19.5,-156.05,0.8140816281632652,1.24
19.5,-156,0.7073469306122449,1.17
19.5,-154.8,1.8893877326530613,2.6499999
19.5,-154.75,1.9573469061224489,2.75
19.5,-154.7,1.9785713918367347,2.78
19.5,-154.65,1.9924489591836734,2.8
19.5,-154.6,2.0038775244897957,2.81
19.5,-154.55,2.0130611897959185,2.82
19.5,-154.5,2.0216326204081634,2.83
19.5,-154.45,2.0302040469387754,2.84
19.5,-154.4,2.0357142530612244,2.85
19.5,-154.35,2.0414285387755102,2.85
19.5,-154.3,2.0455101775510203,2.85
19.5,-154.25,2.0487754897959185,2.86
19.5,-154.2,2.0512244612244896,2.86
19.5,-154.15,2.05367343877551,2.86
19.5,-154.1,2.05448976122449,2.87
19.5,-154.05,2.030408136734694,2.85
19.55,-160.95,2.212857106122449,2.9299998
19.55,-160.9,2.234693842857143,2.98
19.55,-160.85,2.2318366897959185,2.97
19.55,-160.8,2.2297958714285713,2.96
19.55,-160.75,2.229795879591837,2.96
19.55,-160.7,2.230612206122449,2.96
19.55,-160.65,2.2322448591836737,2.96
19.55,-160.6,2.2332652775510202,2.97
19.55,-160.55,2.232040791836735,2.99
19.55,-160.5,2.229795893877551,2.99
19.55,-160.45,2.227959155102041,3
19.55,-160.4,2.2253060959183673,3.01
19.55,-160.35,2.2240816040816327,3.01
19.55,-160.3,2.2244897653061226,3.03
19.55,-160.25,2.2253060836734693,3.05
19.55,-160.2,2.2267346510204082,3.06
19.55,-160.15,2.228571387755102,3.09
19.55,-160.1,2.228163224489796,3.11
19.55,-160.05,2.2283672979591835,3.1299999
19.55,-160,2.2263264836734695,3.1399999
19.55,-159.95,2.2236734306122448,3.1499999
19.55,-159.9,2.2177550591836734,3.1599998
19.55,-159.85,2.2144897469387756,3.1699998
19.55,-159.8,2.2095918020408165,3.1799998
19.55,-159.75,2.205102012244898,3.1899998
19.55,-159.7,2.1997958918367346,3.1899998
19.55,-159.65,2.195918330612245,3.1999998
19.55,-159.6,2.191632618367347,3.1999998
19.55,-159.55,2.1875509857142856,3.1899998
19.55,-159.5,2.1844897530612246,3.1799998
19.55,-159.45,2.1804081285714285,3.1699998
19.55,-159.4,2.1759183224489798,3.1499999
19.55,-159.35,2.169999948979592,3.1299999
19.55,-159.3,2.1632652591836736,3.11
19.55,-159.25,2.1557142448979594,3.09
19.55,-159.2,2.1477550673469388,3.07
19.55,-159.15,2.1375509918367346,3.04
19.55,-159.1,2.129591804081633,3.02
19.55,-159.05,2.122857104081633,2.99
19.55,-159,2.1161224,2.97
19.55,-158.95,2.1087754612244898,2.9299998
19.55,-158.9,2.101020357142857,2.8999999
19.55,-158.85,2.090612212244898,2.86
19.55,-158.8,2.0814285346938775,2.84
19.55,-158.75,2.07224486122449,2.82
19.55,-158.7,2.063877526530612,2.81
19.55,-158.65,2.058979569387755,2.81
19.55,-158.6,2.053265279591837,2.8
19.55,-158.55,2.048775487755102,2.79
19.55,-158.5,2.0424489591836736,2.77
19.55,-158.45,2.035714263265306,2.75
19.55,-158.4,2.0277550836734695,2.73
19.55,-158.35,2.022448957142857,2.71
19.55,-158.3,2.018571406122449,2.69
19.55,-158.25,2.0165305836734695,2.6699998
19.55,-158.2,2.0146938408163266,2.6499999
19.55,-158.15,2.0106122102040818,2.6299999
19.55,-158.1,2.0059183367346938,2.61
19.55,-158.05,2.0004081346938776,2.6
19.55,-158,1.9936734428571428,2.59
19.55,-157.95,1.9887754857142856,2.58
19.55,-157.9,1.984489763265306,2.6
19.55,-157.85,1.9779591469387754,2.61
19.55,-157.8,1.9697958897959182,2.61
19.55,-157.75,1.9597958918367346,2.6
19.55,-157.7,1.9526530285714285,2.61
19.55,-157.65,1.9451020081632653,2.61
19.55,-157.6,1.9402040530612246,2.61
19.55,-157.55,1.9357142489795918,2.6299999
19.55,-157.5,1.932040781632653,2.6399999
19.55,-157.45,1.927755075510204,2.6399999
19.55,-157.4,1.9244897612244898,2.6399999
19.55,-157.35,1.9234693612244897,2.6499999
19.55,-157.3,1.923673442857143,2.6499999
19.55,-157.25,1.9234693591836736,2.6499999
19.55,-157.2,1.921836693877551,2.6599998
19.55,-157.15,1.9183673142857143,2.6499999
19.55,-157.1,1.9112244530612246,2.6499999
19.55,-157.05,1.9034693551020407,2.6599998
19.55,-157,1.894285675510204,2.69
19.55,-156.95,1.8828571142857142,2.71
19.55,-156.9,1.8693877224489797,2.71
19.55,-156.85,1.8538775163265306,2.72
19.55,-156.8,1.8346938469387755,2.73
19.55,-156.75,1.812857118367347,2.73
19.55,-156.7,1.7879591469387754,2.73
19.55,-156.65,1.758775481632653,2.73
19.55,-156.6,1.7253061102040816,2.72
19.55,-156.55,1.6881632379591838,2.7
19.55,-156.5,1.6436734412244898,2.69
19.55,-156.45,1.5908163010204082,2.6599998
19.55,-156.4,1.53204078877551,2.6299999
19.55,-156.35,1.469999978979592,2.58
19.55,-156.3,1.401020374489796,2.5
19.55,-156.25,1.322857122244898,2.37
19.55,-156.2,1.2297958924489796,2.1499999
19.55,-156.15,1.1114285495918368,1.91
19.55,-156.1,0.9683673310204082,1.5999999
19.55,-156.05,0.7938775359183673,1.2099999
19.55,-156,0.6679591728571429,1.12
19.55,-154.85,1.7142856918367346,2.54
19.55,-154.8,1.9073469040816327,2.71
19.55,-154.75,1.9587754714285714,2.76
19.55,-154.7,1.9808162959183673,2.78
19.55,-154.65,1.9961224224489795,2.8
19.55,-154.6,2.0071428265306124,2.81
19.55,-154.55,2.0161224142857144,2.83
19.55,-154.5,2.0248979265306124,2.83
19.55,-154.45,2.0314285408163264,2.84
19.55,-154.4,2.0373469,2.85
19.55,-154.35,2.042653024489796,2.85
19.55,-154.3,2.0471428265306124,2.85
19.55,-154.25,2.0514285408163264,2.86
19.55,-154.2,2.054693848979592,2.86
19.55,-154.15,2.05591833877551,2.86
19.55,-154.1,2.0571428204081634,2.87
19.55,-154.05,2.0322448673469387,2.85
19.6,-160.95,2.2138775163265305,2.9299998
19.6,-160.9,2.2355101714285714,2.97
19.6,-160.85,2.232040763265306,2.96
19.6,-160.8,2.229795869387755,2.95
19.6,-160.75,2.230204032653061,2.9399998
19.6,-160.7,2.230612195918367,2.9399998
19.6,-160.65,2.2316326204081633,2.95
19.6,-160.6,2.2322448653061224,2.97
19.6,-160.55,2.2308163040816327,2.98
19.6,-160.5,2.228979569387755,2.99
19.6,-160.45,2.226938751020408,3
19.6,-160.4,2.2263265081632655,3.01
19.6,-160.35,2.225510179591837,3.02
19.6,-160.3,2.2261224224489795,3.03
19.6,-160.25,2.2261224142857143,3.05
19.6,-160.2,2.229387714285714,3.07
19.6,-160.15,2.2308162836734695,3.09
19.6,-160.1,2.2324489469387756,3.11
19.6,-160.05,2.231224457142857,3.1299999
19.6,-160,2.228775473469388,3.1399999
19.6,-159.95,2.2259183224489796,3.1499999
19.6,-159.9,2.2228570979591837,3.1599998
19.6,-159.85,2.2193877040816328,3.1699998
19.6,-159.8,2.2163264897959185,3.1799998
19.6,-159.75,2.212040787755102,3.1799998
19.6,-159.7,2.2048979346938777,3.1899998
19.6,-159.65,2.199591806122449,3.1899998
19.6,-159.6,2.1948979306122447,3.1899998
19.6,-159.55,2.1906122142857143,3.1799998
19.6,-159.5,2.1863264959183675,3.1699998
19.6,-159.45,2.1832652714285716,3.1599998
19.6,-159.4,2.179387720408163,3.1499999
19.6,-159.35,2.173673418367347,3.1299999
19.6,-159.3,2.1671428040816325,3.11
19.6,-159.25,2.1587754653061224,3.09
19.6,-159.2,2.1512244469387753,3.07
19.6,-159.15,2.140612206122449,3.05
19.6,-159.1,2.131836704081633,3.03
19.6,-159.05,2.1238775142857143,3
19.6,-159,2.1167346510204084,2.98
19.6,-158.95,2.109795869387755,2.95
19.6,-158.9,2.1016326081632655,2.9199998
19.6,-158.85,2.0916326142857145,2.8799999
19.6,-158.8,2.0812244469387755,2.85
19.6,-158.75,2.071020369387755,2.83
19.6,-158.7,2.063673436734694,2.82
19.6,-158.65,2.055102014285714,2.81
19.6,-158.6,2.049183655102041,2.8
19.6,-158.55,2.0438775285714286,2.79
19.6,-158.5,2.0383673265306124,2.77
19.6,-158.45,2.0320408040816327,2.75
19.6,-158.4,2.025102024489796,2.73
19.6,-158.35,2.0187754918367347,2.71
19.6,-158.3,2.013877532653061,2.69
19.6,-158.25,2.0114285469387756,2.6799998
19.6,-158.2,2.009591808163265,2.6599998
19.6,-158.15,2.0063265,2.6399999
19.6,-158.1,2.001428532653061,2.61
19.6,-158.05,1.9961224224489795,2.59
19.6,-158,1.9885714081632653,2.58
19.6,-157.95,1.9824489551020408,2.57
19.6,-157.9,1.9767346714285714,2.57
19.6,-157.85,1.9706122163265305,2.59
19.6,-157.8,1.9632652857142856,2.6
19.6,-157.75,1.9536734387755101,2.6
19.6,-157.7,1.9453060918367346,2.61
19.6,-157.65,1.9383673204081633,2.61
19.6,-157.6,1.9322448714285714,2.61
19.6,-157.55,1.9279591612244897,2.61
19.6,-157.5,1.923673430612245,2.61
19.6,-157.45,1.918571387755102,2.62
19.6,-157.4,1.9144897612244898,2.62
19.6,-157.35,1.9120407775510204,2.62
19.6,-157.3,1.9126530204081633,2.6299999
19.6,-157.25,1.9118366918367347,2.6299999
19.6,-157.2,1.9120407775510204,2.6399999
19.6,-157.15,1.9087754673469388,2.6399999
19.6,-157.1,1.9034693428571428,2.6499999
19.6,-157.05,1.896530569387755,2.6699998
19.6,-157,1.8879591510204081,2.6799998
19.6,-156.95,1.878367312244898,2.7
19.6,-156.9,1.8673469102040816,2.71
19.6,-156.85,1.8542856897959183,2.72
19.6,-156.8,1.8377550755102041,2.71
19.6,-156.75,1.8193877265306122,2.72
19.6,-156.7,1.7965305755102041,2.72
19.6,-156.65,1.7704081367346938,2.72
19.6,-156.6,1.7406122224489795,2.72
19.6,-156.55,1.7044897606122449,2.71
19.6,-156.5,1.6622448579591838,2.7
19.6,-156.45,1.6138775267346939,2.6799998
19.6,-156.4,1.5575509869387756,2.6599998
19.6,-156.35,1.4955101708163265,2.62
19.6,-156.3,1.4297958991836734,2.57
19.6,-156.25,1.3548979346938776,2.47
19.6,-156.2,1.265102023265306,2.29
19.6,-156.15,1.1487754842857143,2.02
19.6,-156.1,0.9926530489795918,1.67
19.6,-156.05,0.7634693785714286,1.17
19.6,-156,0.5863265236734694,0.98999995
19.6,-154.9,1.6757142591836736,2.51
19.6,-154.85,1.820612212244898,2.6699998
19.6,-154.8,1.9102040510204081,2.73
19.6,-154.75,1.9553060836734693,2.77
19.6,-154.7,1.982040787755102,2.79
19.6,-154.65,1.9991836469387756,2.81
19.6,-154.6,2.0108162918367345,2.82
19.6,-154.55,2.019387714285714,2.83
19.6,-154.5,2.027755069387755,2.84
19.6,-154.45,2.034693842857143,2.84
19.6,-154.4,2.0397958775510205,2.85
19.6,-154.35,2.044693836734694,2.85
19.6,-154.3,2.0495918,2.86
19.6,-154.25,2.053469351020408,2.86
19.6,-154.2,2.0565305836734695,2.86
19.6,-154.15,2.060408130612245,2.87
19.6,-154.1,2.0606122183673468,2.87
19.6,-154.05,2.0348979326530614,2.85
19.65,-160.95,2.2144897612244896,2.9299998
19.65,-160.9,2.2363264918367345,2.97
19.65,-160.85,2.232653008163265,2.95
19.65,-160.8,2.230204024489796,2.9399998
19.65,-160.75,2.229795863265306,2.9299998
19.65,-160.7,2.229999951020408,2.9299998
19.65,-160.65,2.231224444897959,2.9299998
19.65,-160.6,2.231020373469388,2.95
19.65,-160.55,2.2318367040816325,2.97
19.65,-160.5,2.229999975510204,2.98
19.65,-160.45,2.2287754877551023,2.99
19.65,-160.4,2.2271428326530613,3
19.65,-160.35,2.225714263265306,3.01
19.65,-160.3,2.227550991836735,3.03
19.65,-160.25,2.228979563265306,3.04
19.65,-160.2,2.231020369387755,3.06
19.65,-160.15,2.2332652653061222,3.08
19.65,-160.1,2.2346938408163264,3.1
19.65,-160.05,2.2338775224489797,3.12
19.65,-160,2.2314285408163266,3.1299999
19.65,-159.95,2.228571393877551,3.1399999
19.65,-159.9,2.2265305714285715,3.1499999
19.65,-159.85,2.2251019836734693,3.1599998
19.65,-159.8,2.2212244408163264,3.1599998
19.65,-159.75,2.2173469,3.1699998
19.65,-159.7,2.211428542857143,3.1799998
19.65,-159.65,2.2046938469387753,3.1799998
19.65,-159.6,2.198367314285714,3.1799998
19.65,-159.55,2.193877518367347,3.1699998
19.65,-159.5,2.1885713959183675,3.1599998
19.65,-159.45,2.185714248979592,3.1599998
19.65,-159.4,2.181632618367347,3.1399999
19.65,-159.35,2.1769387387755104,3.1299999
19.65,-159.3,2.1706122,3.11
19.65,-159.25,2.1618366918367347,3.08
19.65,-159.2,2.152653020408163,3.06
19.65,-159.15,2.1424489489795917,3.04
19.65,-159.1,2.1328571081632655,3.02
19.65,-159.05,2.1255101673469388,3.01
19.65,-159,2.1179591448979593,2.99
19.65,-158.95,2.108979555102041,2.96
19.65,-158.9,2.1010203653061224,2.9299998
19.65,-158.85,2.091836704081633,2.8999999
19.65,-158.8,2.080408136734694,2.86
19.65,-158.75,2.0695918020408164,2.83
19.65,-158.7,2.0593877224489794,2.82
19.65,-158.65,2.050612218367347,2.81
19.65,-158.6,2.044081614285714,2.8
19.65,-158.55,2.0395918204081633,2.79
19.65,-158.5,2.034489787755102,2.77
19.65,-158.45,2.028571414285714,2.75
19.65,-158.4,2.021020393877551,2.73
19.65,-158.35,2.0138775285714288,2.71
19.65,-158.3,2.008775491836735,2.7
19.65,-158.25,2.004285687755102,2.6799998
19.65,-158.2,2.0028571142857143,2.6699998
19.65,-158.15,2.0008162918367347,2.6499999
19.65,-158.1,1.9955101714285715,2.62
19.65,-158.05,1.9893877265306121,2.6
19.65,-158,1.9816326285714285,2.57
19.65,-157.95,1.9755101836734694,2.56
19.65,-157.9,1.9695918244897959,2.56
19.65,-157.85,1.9638775285714285,2.57
19.65,-157.8,1.9569387448979592,2.59
19.65,-157.75,1.9483673204081633,2.6
19.65,-157.7,1.9395918122448979,2.6
19.65,-157.65,1.932040787755102,2.6
19.65,-157.6,1.9242856918367346,2.6
19.65,-157.55,1.9197959,2.61
19.65,-157.5,1.9134693489795918,2.61
19.65,-157.45,1.907346893877551,2.61
19.65,-157.4,1.9028571102040817,2.62
19.65,-157.35,1.899183636734694,2.62
19.65,-157.3,1.896326493877551,2.6299999
19.65,-157.25,1.8977550693877552,2.6299999
19.65,-157.2,1.8973469081632652,2.6299999
19.65,-157.15,1.8971428326530613,2.6399999
19.65,-157.1,1.8930611979591836,2.6499999
19.65,-157.05,1.8877550693877552,2.6599998
19.65,-157,1.8810203714285714,2.6699998
19.65,-156.95,1.8736734326530613,2.69
19.65,-156.9,1.8661224204081632,2.7
19.65,-156.85,1.854081612244898,2.7
19.65,-156.8,1.8412244612244897,2.7
19.65,-156.75,1.8261224306122448,2.69
19.65,-156.7,1.8091836367346938,2.71
19.65,-156.65,1.7865305959183673,2.72
19.65,-156.6,1.758367324489796,2.72
19.65,-156.55,1.7246938585714287,2.72
19.65,-156.5,1.6869387463265306,2.71
19.65,-156.45,1.6408163004081633,2.7
19.65,-156.4,1.5873469002040816,2.6799998
19.65,-156.35,1.5269387448979592,2.6499999
19.65,-156.3,1.4638775242857143,2.61
19.65,-156.25,1.3906122202040816,2.54
19.65,-156.2,1.3057142653061224,2.4099998
19.65,-156.15,1.194285685510204,2.1599998
19.65,-156.1,1.02693875877551,1.77
19.65,-156.05,0.7065306014285714,1.12
19.65,-154.95,1.6361224122448979,2.45
19.65,-154.9,1.7875509959183673,2.6499999
19.65,-154.85,1.8510203857142857,2.72
19.65,-154.8,1.911020375510204,2.75
19.65,-154.75,1.9544897632653062,2.78
19.65,-154.7,1.9836734346938776,2.8
19.65,-154.65,2.000612220408163,2.82
19.65,-154.6,2.0132652714285713,2.83
19.65,-154.55,2.0222448591836732,2.84
19.65,-154.5,2.0299999653061223,2.84
19.65,-154.45,2.036326493877551,2.85
19.65,-154.4,2.042040779591837,2.85
19.65,-154.35,2.047550975510204,2.86
19.65,-154.3,2.0526530163265306,2.86
19.65,-154.25,2.055918330612245,2.86
19.65,-154.2,2.0591836408163267,2.86
19.65,-154.15,2.0634693551020407,2.87
19.65,-154.1,2.0640816102040818,2.87
19.65,-154.05,2.037550993877551,2.85
19.7,-160.95,2.2148979285714288,2.9399998
19.7,-160.9,2.2371428183673467,2.97
19.7,-160.85,2.2346938265306124,2.95
19.7,-160.8,2.232244851020408,2.9399998
19.7,-160.75,2.2310203551020407,2.9299998
19.7,-160.7,2.2312244408163266,2.9299998
19.7,-160.65,2.231632602040816,2.9299998
19.7,-160.6,2.2324489346938776,2.9399998
19.7,-160.55,2.2330611897959183,2.96
19.7,-160.5,2.2312244591836734,2.97
19.7,-160.45,2.230204051020408,2.98
19.7,-160.4,2.2285714,2.99
19.7,-160.35,2.2279591530612244,2.99
19.7,-160.3,2.2277550734693876,3.01
19.7,-160.25,2.2308162959183675,3.03
19.7,-160.2,2.233877514285714,3.05
19.7,-160.15,2.2361224102040818,3.07
19.7,-160.1,2.2357142469387754,3.08
19.7,-160.05,2.234897920408163,3.1
19.7,-160,2.2330611897959183,3.11
19.7,-159.95,2.2310203714285715,3.12
19.7,-159.9,2.2299999591836737,3.1299999
19.7,-159.85,2.2285713775510203,3.1399999
19.7,-159.8,2.227142810204082,3.1499999
19.7,-159.75,2.223469342857143,3.1599998
19.7,-159.7,2.2173469,3.1599998
19.7,-159.65,2.209999971428571,3.1599998
19.7,-159.6,2.2036734306122447,3.1599998
19.7,-159.55,2.196530575510204,3.1599998
19.7,-159.5,2.192857108163265,3.1499999
19.7,-159.45,2.1885713918367347,3.1499999
19.7,-159.4,2.183877512244898,3.1299999
19.7,-159.35,2.1789795551020408,3.12
19.7,-159.3,2.1720407734693876,3.1
19.7,-159.25,2.164693830612245,3.08
19.7,-159.2,2.1540815897959185,3.05
19.7,-159.15,2.143673424489796,3.03
19.7,-159.1,2.1351020020408162,3.02
19.7,-159.05,2.1251020020408165,3
19.7,-159,2.117346897959184,2.98
19.7,-158.95,2.109387718367347,2.96
19.7,-158.9,2.099591802040816,2.9399998
19.7,-158.85,2.0893877285714284,2.8999999
19.7,-158.8,2.078775481632653,2.86
19.7,-158.75,2.067346904081633,2.84
19.7,-158.7,2.055510175510204,2.82
19.7,-158.65,2.045918342857143,2.81
19.7,-158.6,2.03938773877551,2.8
19.7,-158.55,2.034081618367347,2.79
19.7,-158.5,2.029999987755102,2.77
19.7,-158.45,2.0238775346938773,2.75
19.7,-158.4,2.016326512244898,2.73
19.7,-158.35,2.009999981632653,2.71
19.7,-158.3,2.0028571224489795,2.7
19.7,-158.25,1.998775487755102,2.6799998
19.7,-158.2,1.996122418367347,2.6699998
19.7,-158.15,1.9930611959183673,2.6499999
19.7,-158.1,1.9883673163265305,2.6299999
19.7,-158.05,1.9816326265306121,2.6
19.7,-158,1.9751020142857143,2.57
19.7,-157.95,1.9679591571428572,2.55
19.7,-157.9,1.9616326285714285,2.55
19.7,-157.85,1.9559183489795917,2.56
19.7,-157.8,1.9502040530612244,2.57
19.7,-157.75,1.9416326163265305,2.58
19.7,-157.7,1.9336734408163265,2.58
19.7,-157.65,1.9248979326530613,2.59
19.7,-157.6,1.9169387551020407,2.59
19.7,-157.55,1.9102040571428571,2.59
19.7,-157.5,1.9030611959183674,2.6
19.7,-157.45,1.8967346530612246,2.6
19.7,-157.4,1.8897958918367346,2.6
19.7,-157.35,1.884693855102041,2.61
19.7,-157.3,1.8812244571428571,2.61
19.7,-157.25,1.880816293877551,2.62
19.7,-157.2,1.882040787755102,2.6299999
19.7,-157.15,1.882448944897959,2.6299999
19.7,-157.1,1.8814285408163265,2.6399999
19.7,-157.05,1.8783673183673468,2.6399999
19.7,-157,1.8740816040816326,2.6499999
19.7,-156.95,1.8693877183673469,2.6699998
19.7,-156.9,1.8630611857142856,2.6699998
19.7,-156.85,1.8548979265306123,2.6799998
19.7,-156.8,1.8451020102040816,2.6799998
19.7,-156.75,1.8332652775510203,2.6799998
19.7,-156.7,1.8197958959183673,2.69
19.7,-156.65,1.8014285530612244,2.71
19.7,-156.6,1.7777550653061225,2.73
19.7,-156.55,1.7491836463265307,2.73
19.7,-156.5,1.713877533877551,2.72
19.7,-156.45,1.6724489534693878,2.71
19.7,-156.4,1.6212244534693878,2.69
19.7,-156.35,1.5644897734693877,2.6699998
19.7,-156.3,1.5006122075510204,2.6399999
19.7,-156.25,1.4310203797959185,2.6
19.7,-156.2,1.3481632518367346,2.5
19.7,-156.15,1.2479591563265306,2.31
19.7,-156.1,1.0797958932653062,1.93
19.7,-156.05,0.6126530508163265,0.98999995
19.7,-154.95,1.7351020020408163,2.56
19.7,-154.9,1.8297958877551022,2.71
19.7,-154.85,1.8699999755102041,2.74
19.7,-154.8,1.9146938448979591,2.77
19.7,-154.75,1.9544897591836734,2.79
19.7,-154.7,1.983061193877551,2.81
19.7,-154.65,2.001020373469388,2.83
19.7,-154.6,2.0146938408163266,2.84
19.7,-154.55,2.0238775122448978,2.85
19.7,-154.5,2.0326530204081634,2.86
19.7,-154.45,2.038571393877551,2.86
19.7,-154.4,2.0453060857142855,2.87
19.7,-154.35,2.0502040387755103,2.87
19.7,-154.3,2.0555101591836733,2.87
19.7,-154.25,2.0589795530612243,2.87
19.7,-154.2,2.0626530265306124,2.87
19.7,-154.15,2.0671428265306124,2.87
19.7,-154.1,2.0667346653061225,2.87
19.7,-154.05,2.0393877285714286,2.85
19.75,-160.95,2.215102008163265,2.9399998
19.75,-160.9,2.2367346530612244,2.97
19.75,-160.85,2.235102,2.95
19.75,-160.8,2.2322448571428573,2.9399998
19.75,-160.75,2.2314285224489794,2.9299998
19.75,-160.7,2.2304081183673468,2.9199998
19.75,-160.65,2.2320407714285713,2.9299998
19.75,-160.6,2.2320407714285713,2.9199998
19.75,-160.55,2.233469344897959,2.9299998
19.75,-160.5,2.232857112244898,2.95
19.75,-160.45,2.2314285469387753,2.95
19.75,-160.4,2.2291836469387754,2.96
19.75,-160.35,2.2285713979591835,2.97
19.75,-160.3,2.2293877224489798,2.98
19.75,-160.25,2.2318366979591837,3
19.75,-160.2,2.2355101673469386,3.02
19.75,-160.15,2.236326491836735,3.04
19.75,-160.1,2.2375509775510203,3.06
19.75,-160.05,2.2365305714285713,3.07
19.75,-160,2.234489751020408,3.08
19.75,-159.95,2.232448936734694,3.1
19.75,-159.9,2.2328571,3.11
19.75,-159.85,2.232653004081633,3.12
19.75,-159.8,2.230408108163265,3.1299999
19.75,-159.75,2.227346887755102,3.1399999
19.75,-159.7,2.2218366836734695,3.1399999
19.75,-159.65,2.2144897489795916,3.1399999
19.75,-159.6,2.207550979591837,3.1399999
19.75,-159.55,2.200816293877551,3.1399999
19.75,-159.5,2.1940816020408165,3.1399999
19.75,-159.45,2.1895918102040817,3.1299999
19.75,-159.4,2.1859183346938775,3.12
19.75,-159.35,2.179795885714286,3.11
19.75,-159.3,2.1736734326530613,3.09
19.75,-159.25,2.1651020020408165,3.07
19.75,-159.2,2.1553060653061222,3.04
