sample_id,hs_at_collection_m,hs_mean_m,hs_max_m
M240,1.02,0.9991836591836735,1.48
M241,0.7,0.6585714195918367,0.9
M242,1.64,1.2316326318367348,2.08
M243,0.68,0.5055102004081633,0.71
M247,2.36,1.6910203857142856,2.62
M248,1.02,0.9991836591836735,1.48
M249,1.02,0.9991836591836735,1.48
M25,2.51,1.7853060979591837,2.75
M252,1.0799999,1.0706122310204083,1.54
M253,0.59,0.5536734630612244,0.74
M254,1.64,1.2316326318367348,2.08
M258,1.09,1.0706122310204083,1.54
M259,0.68,0.5055102004081633,0.71
M26,0.63,0.4987755044897959,0.64
M261,1.26,1.0706122310204083,1.54
M262,1.64,1.2316326318367348,2.08
M263,1.64,1.2316326318367348,2.08
M264,1.64,1.2316326318367348,2.08
M265,0.63,0.5657142806122449,0.76
M266,1.64,1.2316326318367348,2.08
M268,0.63,0.5657142806122449,0.76
M269,1.02,0.9991836591836735,1.48
M27,0.56,0.5010204010204081,0.82
M270,2.36,1.6910203857142856,2.62
M271,1.64,1.2316326318367348,2.08
M273,1.8299999,1.375102016734694,2.32
M274,1.8299999,1.375102016734694,2.32
M275,1.02,0.9991836591836735,1.48
M276,1.64,1.2316326318367348,2.08
M277,0.59,0.5536734630612244,0.74
M278,1.02,0.9991836591836735,1.48
M279,0.7,0.6585714195918367,0.9
M28,0.63,0.4987755044897959,0.64
M282,1.02,0.9991836591836735,1.48
M283,2.36,1.6910203857142856,2.62
M284,0.59,0.5536734630612244,0.74
M286,0.63,0.5657142806122449,0.76
M288,1.09,1.0706122310204083,1.54
M289,1.64,1.2316326318367348,2.08
M29,0.56,0.5010204010204081,0.82
M290,0.63,0.5657142806122449,0.76
M292,2.56,1.9179591530612246,2.8799999
M293,2.56,1.9179591530612246,2.8799999
M294,0.63,0.5657142806122449,0.76
M295,1.02,0.9991836591836735,1.48
M296,1.09,1.0706122310204083,1.54
M297,1.02,0.9991836591836735,1.48
M298,1.02,0.9991836591836735,1.48
M299,0.63,0.5657142806122449,0.76
M30,0.63,0.4987755044897959,0.64
M300,2.03,1.2316326318367348,2.08
M31,0.51,0.4987755044897959,0.64
M32,0.63,0.4987755044897959,0.64
M33,0.5,0.43244897387755105,0.64
M34,0.5,0.43244897387755105,0.64
M35,0.63,0.4987755044897959,0.64
M36,0.56,0.5010204010204081,0.82
M37,0.56,0.5010204010204081,0.82
M38,0.56,0.5010204010204081,0.82
M39,0.56,0.5010204010204081,0.82
M4,0.59999996,0.5010204010204081,0.82
M40,0.56,0.5010204010204081,0.82
M41,0.56,0.5010204010204081,0.82
M42,0.56,0.5010204010204081,0.82
M43,0.56,0.5010204010204081,0.82
M44,0.56,0.5010204010204081,0.82
M45,0.56,0.5010204010204081,0.82
M46,0.5,0.43244897387755105,0.64
M47,0.58,0.48102040285714287,0.66999996
M48,0.56,0.5010204010204081,0.82
M49,0.5,0.43244897387755105,0.64
M5,0.59999996,0.5010204010204081,0.82
M50,0.58,0.48102040285714287,0.66999996
M52,0.59999996,0.5010204010204081,0.82
M53,0.59999996,0.5010204010204081,0.82
M56,0.59999996,0.5010204010204081,0.82
M57,0.59999996,0.5010204010204081,0.82
M58,0.59999996,0.5010204010204081,0.82
M59,0.59999996,0.5010204010204081,0.82
M6,0.63,0.4987755044897959,0.64
M62,0.59999996,0.5010204010204081,0.82
M63,0.59999996,0.5010204010204081,0.82
M64,0.59999996,0.5010204010204081,0.82
M68,2.51,1.7853060979591837,2.75
M69,0.56,0.5010204010204081,0.82
M7,0.63,0.4987755044897959,0.64
M73,2.51,1.7853060979591837,2.75
M74,1.54,1.0020407975510204,1.68
M75,0.78999996,0.652244887755102,0.84
M76,0.59999996,0.5010204010204081,0.82
M77,0.59999996,0.5010204010204081,0.82
M78,1.54,1.0020407975510204,1.68
M79,1.52,1.3714285471428571,2.27
M8,0.59999996,0.5010204010204081,0.82
M81,0.63,0.4987755044897959,0.64
M83,0.63,0.4987755044897959,0.64
M86,0.29,0.48102040285714287,0.66999996
M87,1.31,1.1067346714285715,1.8399999
M88,1.52,1.3714285471428571,2.27
M89,1.52,1.3714285471428571,2.27
M9,0.59999996,0.5010204010204081,0.82
M91,2.75,1.7853060979591837,2.75
M92,1.31,1.1067346714285715,1.8399999
M93,1.52,1.3714285471428571,2.27
M94,1.52,1.3714285471428571,2.27
M95,1.66,1.1067346714285715,1.8399999
M96,1.66,1.1067346714285715,1.8399999
M97,2.75,1.7853060979591837,2.75
M98,1.31,1.1067346714285715,1.8399999
M99,1.52,1.3714285471428571,2.27
MA1,1.49,0.9661224314285715,1.5999999
MK1,0.78,0.7620408020408164,1.01
MK2,2.3899999,2.025102,3.01
MK23,2.56,1.9179591530612246,2.8799999
MK24,2.55,1.8189795489795917,2.73
MK25,2.55,1.8189795489795917,2.73
MK28,2.55,1.8189795489795917,2.73
MK29,2.55,1.8189795489795917,2.73
MK3,0.64,0.5657142806122449,0.76
MK31,2.55,1.8189795489795917,2.73
MK4,0.64,0.5657142806122449,0.76
MK5,0.64,0.5657142806122449,0.76
OA1,2.05,1.3889795702040817,2.4299998
OA10,1.51,0.9999999769387755,1.64
OA100,1,1.0226530485714287,1.31
OA1001,2.28,1.453877531632653,2.28
OA1002,2.28,1.453877531632653,2.28
OA1003,2.28,1.453877531632653,2.28
OA1004,3.21,2.2328571224489795,3.29
OA1005,3.21,2.2328571224489795,3.29
OA1006,3.21,2.2328571224489795,3.29
OA101,1,1.0226530485714287,1.31
OA106,1.66,1.1067346714285715,1.8399999
OA107,2,1.7732652897959185,2.69
OA109,1.54,1.0020407975510204,1.68
OA11,1.51,0.9999999769387755,1.64
OA110,0.59999996,0.5612244828571429,0.89
OA111,1.54,1.0020407975510204,1.68
OA112,2,1.7732652897959185,2.69
OA113,0.5,0.43244897387755105,0.64
OA114,1.15,1.1067346714285715,1.8399999
OA115,0.5,0.43244897387755105,0.64
OA116,1.66,1.1067346714285715,1.8399999
OA117,1.54,1.0020407975510204,1.68
OA118,0.63,0.5536734630612244,0.74
OA12,1.51,0.9999999769387755,1.64
OA121,0.63,0.5536734630612244,0.74
OA123,0.63,0.5657142806122449,0.76
OA127,0.68,0.5055102004081633,0.71
OA128,0.48999998,0.3899999955102041,0.56
OA129,0.68,0.5055102004081633,0.71
OA13,1.51,0.9999999769387755,1.64
OA130,0.48999998,0.3899999955102041,0.56
OA131,0.68,0.5055102004081633,0.71
OA133,0.57,0.5010204010204081,0.82
OA134,0.57,0.5010204010204081,0.82
OA139,0.59999996,0.5010204010204081,0.82
OA14,1.51,0.9999999769387755,1.64
OA140,0.59999996,0.5010204010204081,0.82
OA142,0.59999996,0.5010204010204081,0.82
OA143,0.59999996,0.5010204010204081,0.82
OA144,1.03,0.9999999769387755,1.64
OA145,0.37,0.43959182612244896,0.68
OA146,0.37,0.43959182612244896,0.68
OA147,0.37,0.43959182612244896,0.68
OA148,0.37,0.43959182612244896,0.68
OA149,0.37,0.43959182612244896,0.68
OA15,2.37,1.6757142718367346,2.6399999
OA150,0.37,0.43959182612244896,0.68
OA151,1.0799999,0.9999999769387755,1.64
OA152,1.51,0.9999999769387755,1.64
OA153,1.51,0.9999999769387755,1.64
OA154,1.51,0.9999999769387755,1.64
OA155,1.51,0.9999999769387755,1.64
OA157,1.51,0.9999999769387755,1.64
OA16,2.37,1.6757142718367346,2.6399999
OA160,1.5799999,1.473673430612245,2.1399999
OA162,0.93,1.0038775387755101,1.24
OA164,2.3899999,1.8638775163265306,2.8899999
OA165,2.6299999,1.730816286734694,2.73
OA166,1,1.0226530485714287,1.31
OA167,1,1.0226530485714287,1.31
OA168,2.6299999,1.730816286734694,2.73
OA169,1.9599999,1.8514285408163265,2.82
OA17,1.6999999,1.473673430612245,2.1399999
OA170,1.6999999,1.4830611953061223,2.56
OA171,1.73,1.536122421632653,2.58
OA173,0.94,1.0226530485714287,1.31
OA174,1.62,1.3889795702040817,2.4299998
OA175,2.05,1.3889795702040817,2.4299998
OA176,1.64,1.579795893877551,2.32
OA178,1.62,1.3889795702040817,2.4299998
OA179,1.91,1.6724489573469388,2.74
OA18,1.6999999,1.473673430612245,2.1399999
OA180,1.0699999,1.1165305804081633,1.4699999
OA181,1.8199999,1.536122421632653,2.58
OA182,1.62,1.3889795702040817,2.4299998
OA183,1.6999999,1.4830611953061223,2.56
OA184,1.6999999,1.4830611953061223,2.56
OA185,0.93,1.0038775387755101,1.24
OA189,1.88,1.6724489573469388,2.74
OA19,1.6999999,1.473673430612245,2.1399999
OA190,1.62,1.3889795702040817,2.4299998
OA193,1,1.0226530485714287,1.31
OA195,2.6299999,1.730816286734694,2.73
OA196,2.6299999,1.730816286734694,2.73
OA197,1.7099999,1.473673430612245,2.1399999
OA2,2.18,1.4830611953061223,2.56
OA20,1.6999999,1.473673430612245,2.1399999
OA206,2.6599998,1.730816286734694,2.73
OA207,2.6599998,1.730816286734694,2.73
OA208,0.16,0.43959182612244896,0.68
OA21,0.59999996,0.5010204010204081,0.82
OA210,0.16,0.43959182612244896,0.68
OA211,0.97999996,1.0038775387755101,1.24
OA212,0.97999996,1.0226530485714287,1.31
OA213,0.97999996,1.0226530485714287,1.31
OA214,0.97999996,1.0038775387755101,1.24
OA215,0.76,0.6826530518367347,1.15
OA216,1,1.0226530485714287,1.31
OA217,1,1.0226530485714287,1.31
OA218,0.96999997,1.0038775387755101,1.24
OA219,0.96999997,1.0038775387755101,1.24
OA22,0.59999996,0.5010204010204081,0.82
OA220,0.96999997,1.0038775387755101,1.24
OA221,0.96999997,1.0038775387755101,1.24
OA222,0.38,0.41673468734693875,0.7
OA223,0.65999997,0.8038775365306122,1.06
OA225,0.52,0.6624489685714285,0.93
OA226,1.35,1.0832652771428573,1.65
OA227,0.96,0.7716326453061224,1.3299999
OA228,0.79999995,0.6826530518367347,1.15
OA229,0.79999995,0.6826530518367347,1.15
OA23,0.59,0.43244897387755105,0.64
OA230,0.58,0.48102040285714287,0.66999996
OA231,2.03,1.2316326318367348,2.08
OA233,0.56,0.6624489685714285,0.93
OA234,0.58,0.48102040285714287,0.66999996
OA235,0.56,0.5010204010204081,0.82
OA236,0.97999996,1.0155101836734695,1.3399999
OA237,1.11,1.0155101836734695,1.3399999
OA238,1.64,1.2316326318367348,2.08
OA239,1.3,0.9704081508163265,1.3
OA24,0.59999996,0.5010204010204081,0.82
OA240,0.96,0.991632636122449,1.24
OA241,0.71,0.9832652891836734,1.5799999
OA242,1.3,0.9704081508163265,1.3
OA244,0.52,0.6624489685714285,0.93
OA246,1.3,0.9704081508163265,1.3
OA247,1.8299999,1.375102016734694,2.32
OA248,1.11,1.0155101836734695,1.3399999
OA249,0.96,0.991632636122449,1.24
OA25,0.59999996,0.5010204010204081,0.82
OA250,0.74,0.8038775365306122,1.06
OA251,1.64,1.2316326318367348,2.08
OA252,1,1.0226530485714287,1.31
OA254,0.97999996,1.0038775387755101,1.24
OA255,1.7099999,1.473673430612245,2.1399999
OA256,1,1.0226530485714287,1.31
OA257,1.4599999,1.473673430612245,2.1399999
OA258,1.88,1.8836734265306123,2.82
OA259,1.06,1.1165305804081633,1.4699999
OA26,0.5,0.43244897387755105,0.64
OA260,1.88,1.8836734265306123,2.82
OA261,2.37,1.6757142718367346,2.6399999
OA262,2.37,1.6757142718367346,2.6399999
OA263,2.37,1.6757142718367346,2.6399999
OA264,2.72,1.8989795489795918,2.9399998
OA266,0.97999996,1.0226530485714287,1.31
OA267,0.97999996,1.0226530485714287,1.31
OA268,0.74,0.8038775365306122,1.06
OA269,0.9,0.9353061112244898,1.29
OA27,0.59999996,0.5010204010204081,0.82
OA272,0.76,0.6826530518367347,1.15
OA274,1.5799999,1.473673430612245,2.1399999
OA275,1.5799999,1.473673430612245,2.1399999
OA276,1,1.0226530485714287,1.31
OA277,1.04,1.069591812244898,1.37
OA278,1,1.0226530485714287,1.31
OA28,0.37,0.43244897387755105,0.64
OA280,1,1.0226530485714287,1.31
OA281,2.4299998,1.730816286734694,2.73
OA283,0.96,0.8855101895918367,1.43
OA284,1.04,1.069591812244898,1.37
OA285,2.27,1.7255101653061224,2.71
OA287,2.83,1.8638775163265306,2.8899999
OA288,2.62,1.7255101653061224,2.71
OA29,0.59,0.43244897387755105,0.64
OA290,0.41,0.48918366469387753,0.7
OA292,0.96,0.7716326453061224,1.3299999
OA293,1,1.0226530485714287,1.31
OA296,1.86,1.730816286734694,2.73
OA297,0.34,0.43959182612244896,0.68
OA298,1.0799999,0.9999999769387755,1.64
OA299,2.3899999,1.8638775163265306,2.8899999
OA3,2.18,1.4830611953061223,2.56
OA30,0.5,0.43244897387755105,0.64
OA301,0.16,0.43959182612244896,0.68
OA302,0.97999996,1.0038775387755101,1.24
OA305,1.11,1.0155101836734695,1.3399999
OA306,0.9,0.9353061112244898,1.29
OA307,0.56,0.6624489685714285,0.93
OA309,0.59999996,0.48918366469387753,0.7
OA31,0.59999996,0.5010204010204081,0.82
OA311,0.76,0.6826530518367347,1.15
OA312,1.01,1.0226530485714287,1.31
OA315,1.73,1.536122421632653,2.58
OA316,2.28,1.8514285408163265,2.82
OA319,2.6299999,1.730816286734694,2.73
OA32,0.58,0.48102040285714287,0.66999996
OA320,2.6299999,1.730816286734694,2.73
OA321,1.73,1.536122421632653,2.58
OA323,1.6999999,1.4830611953061223,2.56
OA324,1.6999999,1.4830611953061223,2.56
OA325,1.62,1.3889795702040817,2.4299998
OA326,1.6999999,1.4830611953061223,2.56
OA327,2.08,1.9310203857142858,3.1399999
OA328,1.73,1.536122421632653,2.58
OA33,1.54,1.0020407975510204,1.68
OA331,1.91,1.6724489573469388,2.74
OA332,1.91,1.6724489573469388,2.74
OA333,1.91,1.6724489573469388,2.74
OA334,1.91,1.6724489573469388,2.74
OA336,1.73,1.536122421632653,2.58
OA337,1.75,1.579795893877551,2.32
OA338,1.6999999,1.4830611953061223,2.56
OA34,2,1.7732652897959185,2.69
OA340,0.75,0.6826530518367347,1.15
OA341,1,1.0226530485714287,1.31
OA342,1.5799999,1.473673430612245,2.1399999
OA343,1,1.0226530485714287,1.31
OA345,1.91,1.6724489573469388,2.74
OA346,1.91,1.6724489573469388,2.74
OA347,1.91,1.6724489573469388,2.74
OA348,1.61,1.3889795702040817,2.4299998
OA349,1.91,1.6724489573469388,2.74
OA35,0.5,0.43244897387755105,0.64
OA350,1,1.0226530485714287,1.31
OA351,0.75,0.6826530518367347,1.15
OA352,1.0699999,0.8855101895918367,1.43
OA353,1,1.0226530485714287,1.31
OA354,2.46,1.8836734265306123,2.82
OA355,0.93,1.0038775387755101,1.24
OA356,2.46,1.8836734265306123,2.82
OA357,0.56,0.6751020310204081,0.96999997
OA358,0.39999998,0.41673468734693875,0.7
OA359,2.46,1.8836734265306123,2.82
OA36,2,1.7732652897959185,2.69
OA360,1.5699999,1.473673430612245,2.1399999
OA361,0.81,0.6826530518367347,1.15
OA362,0.59999996,0.6085714175510204,0.83
OA363,1.5899999,0.9999999769387755,1.64
OA364,0.47,0.4693877473469388,0.69
OA367,1.3399999,1.080612225102041,1.6899999
OA369,1.3399999,1.080612225102041,1.6899999
OA370,0.97999996,1.0038775387755101,1.24
OA375,2.31,1.8989795489795918,2.9399998
OA378,0.90999997,0.7716326453061224,1.3299999
OA38,0.5,0.43244897387755105,0.64
OA380,0.75,0.6826530518367347,1.15
OA381,1.5899999,0.9999999769387755,1.64
OA382,1.22,1.080612225102041,1.6899999
OA383,0.16,0.43959182612244896,0.68
OA386,1,1.0226530485714287,1.31
OA389,0.22,0.47795917897959184,0.7
OA39,0.59999996,0.5010204010204081,0.82
OA391,0.21,0.48918366469387753,0.7
OA392,1.3399999,1.0832652771428573,1.65
OA394,1.61,0.9999999769387755,1.64
OA396,1.51,0.9999999769387755,1.64
OA399,2.04,1.730816286734694,2.73
OA4,2.18,1.4830611953061223,2.56
OA40,2,1.7732652897959185,2.69
OA401,0.96999997,0.7716326453061224,1.3299999
OA402,0.9,0.7716326453061224,1.3299999
OA403,2.37,1.6757142718367346,2.6399999
OA406,1,1.0226530485714287,1.31
OA408,2.46,1.8836734265306123,2.82
OA412,0.9,0.7716326453061224,1.3299999
OA416,1.51,0.9999999769387755,1.64
OA418,1.55,1.473673430612245,2.1399999
OA419,1.51,0.9999999769387755,1.64
OA420,1.49,1.473673430612245,2.1399999
OA421,0.9,0.7716326453061224,1.3299999
OA422,0.76,0.6826530518367347,1.15
OA423,1,1.0226530485714287,1.31
OA424,1,1.0226530485714287,1.31
OA425,2.31,1.8989795489795918,2.9399998
OA426,1.51,0.9999999769387755,1.64
OA429,0.22,0.47795917897959184,0.7
OA43,1.0799999,0.9999999769387755,1.64
OA433,0.16,0.43959182612244896,0.68
OA434,1.51,0.9999999769387755,1.64
OA436,2.31,1.8989795489795918,2.9399998
OA437,1.51,0.9999999769387755,1.64
OA439,2.04,1.730816286734694,2.73
OA44,1.49,0.9661224314285715,1.5999999
OA440,0.75,0.6826530518367347,1.15
OA443,2.46,1.8836734265306123,2.82
OA444,1.51,0.9999999769387755,1.64
OA446,1.5699999,1.473673430612245,2.1399999
OA448,1,1.0226530485714287,1.31
OA449,0.59999996,0.6085714175510204,0.83
OA450,0.81,0.6826530518367347,1.15
OA451,0.17999999,0.43959182612244896,0.68
OA452,1.11,1.1165305804081633,1.4699999
OA453,0.47,0.4693877473469388,0.69
OA454,0.96999997,0.7716326453061224,1.3299999
OA455,0.96999997,0.7716326453061224,1.3299999
OA456,0.39999998,0.41673468734693875,0.7
OA457,1.11,1.1165305804081633,1.4699999
OA458,1.5899999,0.9999999769387755,1.64
OA459,0.96999997,0.7716326453061224,1.3299999
OA46,0.78999996,0.652244887755102,0.84
OA460,0.39999998,0.41673468734693875,0.7
OA461,0.96,1.0038775387755101,1.24
OA464,0.96999997,0.7716326453061224,1.3299999
OA465,2.46,1.8836734265306123,2.82
OA466,1.0799999,0.9999999769387755,1.64
OA467,0.39999998,0.41673468734693875,0.7
OA468,0.96999997,1.0038775387755101,1.24
OA469,0.56,0.6751020310204081,0.96999997
OA47,0.66999996,0.652244887755102,0.84
OA470,0.39999998,0.41673468734693875,0.7
OA472,1.5699999,1.473673430612245,2.1399999
OA473,1.5699999,1.473673430612245,2.1399999
OA474,1.5799999,1.473673430612245,2.1399999
OA475,0.56,0.6751020310204081,0.96999997
OA476,1.86,1.730816286734694,2.73
OA477,0.81,0.6826530518367347,1.15
OA478,0.93,1.0038775387755101,1.24
OA479,1,1.0226530485714287,1.31
OA480,0.96999997,1.0038775387755101,1.24
OA482,2.46,1.8836734265306123,2.82
OA484,0.93,1.0038775387755101,1.24
OA485,1.55,1.473673430612245,2.1399999
OA486,0.47,0.4693877473469388,0.69
OA487,0.81,0.6826530518367347,1.15
OA488,0.39,0.41673468734693875,0.7
OA489,1,1.0226530485714287,1.31
OA49,1.49,0.9661224314285715,1.5999999
OA490,2.46,1.8836734265306123,2.82
OA491,1,1.0226530485714287,1.31
OA492,1.11,1.1165305804081633,1.4699999
OA493,0.93,1.0038775387755101,1.24
OA494,1,1.0226530485714287,1.31
OA495,0.96999997,1.0038775387755101,1.24
OA496,2.46,1.8836734265306123,2.82
OA497,0.32999998,0.41673468734693875,0.7
OA498,0.39999998,0.41673468734693875,0.7
OA499,1.5899999,0.9999999769387755,1.64
OA5,2.47,1.4830611953061223,2.56
OA50,0.78999996,0.652244887755102,0.84
OA500,1.13,1.1165305804081633,1.4699999
OA501,1.13,1.1165305804081633,1.4699999
OA502,1.13,1.1165305804081633,1.4699999
OA503,1.13,1.1165305804081633,1.4699999
OA504,1.13,1.1165305804081633,1.4699999
OA51,0.7,0.7624489702040816,1.04
OA52,0.7,0.7624489702040816,1.04
OA521,1.8399999,1.473673430612245,2.1399999
OA522,1.7099999,1.473673430612245,2.1399999
OA523,1.7099999,1.473673430612245,2.1399999
OA524,1.7099999,1.473673430612245,2.1399999
OA525,1.7099999,1.473673430612245,2.1399999
OA527,0.93,1.0038775387755101,1.24
OA529,1,1.0226530485714287,1.31
OA53,0.59999996,0.5612244828571429,0.89
OA531,1.14,1.1165305804081633,1.4699999
OA532,1.13,1.1165305804081633,1.4699999
OA533,1,1.0226530485714287,1.31
OA54,0.5,0.43244897387755105,0.64
OA541,1.01,1.0226530485714287,1.31
OA55,0.59999996,0.5612244828571429,0.89
OA552,2.06,1.8836734265306123,2.82
OA553,1.5799999,1.473673430612245,2.1399999
OA554,0.39999998,0.41673468734693875,0.7
OA56,0.59999996,0.5612244828571429,0.89
OA562,2.06,1.8836734265306123,2.82
OA563,1.14,1.1165305804081633,1.4699999
OA564,0.39999998,0.41673468734693875,0.7
OA57,0.59999996,0.5612244828571429,0.89
OA573,1.14,1.1165305804081633,1.4699999
OA574,2.06,1.8836734265306123,2.82
OA575,1.01,1.0226530485714287,1.31
OA58,0.59999996,0.5612244828571429,0.89
OA582,1.5799999,1.473673430612245,2.1399999
OA583,1.01,1.0226530485714287,1.31
OA584,1.01,1.0226530485714287,1.31
OA585,0.97999996,1.0038775387755101,1.24
OA59,0.59999996,0.5612244828571429,0.89
OA593,1.01,1.0226530485714287,1.31
OA594,0.97999996,1.0038775387755101,1.24
OA595,0.39999998,0.41673468734693875,0.7
OA6,1.25,0.9999999769387755,1.64
OA60,0.59999996,0.5612244828571429,0.89
OA603,2.46,1.8836734265306123,2.82
OA604,0.93,1.0038775387755101,1.24
OA605,2.04,1.730816286734694,2.73
OA606,2.04,1.730816286734694,2.73
OA607,0.56,0.6751020310204081,0.96999997
OA608,1.01,1.0226530485714287,1.31
OA611,2.46,1.8836734265306123,2.82
OA612,1.11,1.1165305804081633,1.4699999
OA613,1.86,1.730816286734694,2.73
OA62,2.6799998,1.7853060979591837,2.75
OA64,0.29,0.48102040285714287,0.66999996
OA65,0.29,0.48102040285714287,0.66999996
OA66,2.6799998,1.7853060979591837,2.75
OA67,2.58,1.7853060979591837,2.75
OA68,2.58,1.7853060979591837,2.75
OA69,2.6799998,1.7853060979591837,2.75
OA7,1.51,0.9999999769387755,1.64
OA70,2.58,1.7853060979591837,2.75
OA700,1.75,1.579795893877551,2.32
OA701,2.33,2.08918363877551,3.1499999
OA702,2.33,2.08918363877551,3.1499999
OA703,1.73,1.536122421632653,2.58
OA704,1.73,1.536122421632653,2.58
OA705,1.73,1.536122421632653,2.58
OA706,1.73,1.536122421632653,2.58
OA707,1.73,1.536122421632653,2.58
OA708,1.73,1.536122421632653,2.58
OA709,1.73,1.536122421632653,2.58
OA71,0.58,0.48102040285714287,0.66999996
OA710,1.75,1.579795893877551,2.32
OA711,1.75,1.579795893877551,2.32
OA712,1.65,1.579795893877551,2.32
OA713,1.65,1.579795893877551,2.32
OA714,1.9599999,1.8514285408163265,2.82
OA715,2.22,1.579795893877551,2.32
OA716,2.22,1.579795893877551,2.32
OA717,2.47,1.536122421632653,2.58
OA718,2.22,1.579795893877551,2.32
OA719,2.22,1.579795893877551,2.32
OA72,0.58,0.48102040285714287,0.66999996
OA720,2.47,1.536122421632653,2.58
OA721,2.47,1.536122421632653,2.58
OA722,2.22,1.579795893877551,2.32
OA723,2.22,1.579795893877551,2.32
OA724,2.47,1.536122421632653,2.58
OA725,1.9599999,1.8514285408163265,2.82
OA726,1.9599999,1.8514285408163265,2.82
OA727,1.9599999,1.8514285408163265,2.82
OA728,1.9599999,1.8514285408163265,2.82
OA729,1.9599999,1.8514285408163265,2.82
