island,sample_id,collected_hst,latitude,longitude,Salinity,NO3NO2,NO2 (umol/L),PO4,SiO2,NH3
Maui,M154,2026-03-29T22:39:00Z,20.8971556,-156.4471962,32.64,5.445,0.092,0.376,26.832,0
Maui,M155,2026-03-29T21:56:00Z,20.9016136,-156.4372487,32.849,18.053,0.176,0.8838,106.5632,1.6616
Maui,M16,2026-03-29T21:12:59Z,20.79416667,-156.4836111,34.73,0,0,0.191,2.031,0
Maui,M162,2026-03-30T00:17:00Z,20.80944444,-156.6225,33.85,0.986,0,0.24,13.237,0
Maui,M164,2026-03-29T21:03:00Z,20.78138889,-156.4630556,25.97,9.727,0.341,NA,13.919,0
Moloka'i,M167,2026-03-29T20:30:00Z,21.05830556,-156.8326111,21.63,4.8363,0.1628,1.1936,NA,2.1932
Moloka'i,M169,2026-03-29T21:44:59Z,21.09488889,-156.7615278,31.57,2.89,0.097,0.575,20.818,1.551
Moloka'i,M171,2026-03-29T00:12:00Z,21.07055556,-156.975,32.298,0.438,0,1.723,38.139,NA
Maui,M172,2026-03-29T23:53:59Z,20.80888889,-156.605,33.109,4.0378,0.1135,0.4338,19.2291,6.6632
Maui,M176,2026-03-29T23:34:00Z,20.80972222,-156.6016667,33.02,1.65,0,0,4.244,NA
Maui,M177,2026-03-30T00:01:00Z,20.80972222,-156.6072222,28.799,1.2044,0,0.2322,11.9939,2.4761
Maui,M178,2026-03-30T00:06:00Z,20.81027778,-156.6108333,32.71,2.184,0,0.176,5.719,0
Maui,M179,2026-03-30T00:03:00Z,20.81,-156.6086111,29.03,4.7013,<0.07,0.1597,17.5865,0.3574
Maui,M18,2026-03-29T23:33:00Z,20.79583333,-156.5844444,35.779,0.809,0,0,2.5907,0.5218
Maui,M180,2026-03-30T00:15:00Z,20.80916667,-156.6222222,34.689,30.8363,0.235,0.5886,9.1206,0.7625
Maui,M181,2026-03-29T17:59:00Z,20.67138889,-156.4436111,33.582,2.719,0,0.177,21.036,NA
Maui,M182,2026-03-29T19:17:59Z,21.003957,-156.660197,26.801,0.933,0,0.129,7.454,NA
Maui,M183,2026-03-29T18:06:00Z,20.669722,-156.44305,33.963,2.994,0,0.096,9.914,NA
Maui,M184,2026-04-02T03:48:00Z,20.912346,-156.693116,35.51,0.99,0,0.159,5.833,0.258
Maui,M185,2026-03-29T01:23:59Z,20.93588889,-156.3393611,0.58,26.991,0.27,0.986,174.117,1.137
Maui,M186,2026-03-30T01:00:00Z,20.70416667,-156.4463889,34.48,2.608,0,0.163,6.737,0
Maui,M189,2026-03-30T00:06:59Z,20.7823,-156.46397,35.719,0.893,0,0.3687,7.5721,0.7316
Maui,M19,2026-03-30T00:44:00Z,20.91916667,-156.3788889,30.639,5.241,0,0.287,15.6905,1.1235
Maui,M190,2026-03-30T00:50:00Z,20.7125,-156.4463889,34.58,2.849,0,0.221,10.292,0
Maui,M191,2026-03-29T17:36:00Z,20.66027778,-156.4416667,33.55,21.355,0,0.232,17.034,0
Maui,M192,2026-04-02T03:56:00Z,20.914155,-156.695346,35.58,0.778,0,0.186,4.455,0.08
Maui,M193,2026-03-29T17:40:59Z,20.6625,-156.4416667,34.919,4.1359,0,0.1352,30.7833,0.2547
Maui,M194,2026-03-29T19:10:59Z,21.004115,-156.658969,35.449,0.1103,0,0,0,0.248
Maui,M195,2026-03-29T18:30:00Z,20.999189,-156.666585,34.73,0.999,0,0.246,18.876,0
Maui,M196,2026-03-29T18:49:00Z,20.995896,-156.666279,34.57,1.989,0,0.272,12.762,0
Maui,M197,2026-04-08T01:02:00Z,20.923463,-156.695504,23.59,1.327,0,0.835,4.907,1.94
Maui,M198,2026-04-08T01:13:00Z,20.9195369,-156.6965329,31.17,0.536,0,0.164,2.033,0.221
Maui,M199,2026-03-30T00:25:00Z,20.72055556,-156.4475,32.965,8.55,0,0.245,31.067,NA
Maui,M200,2026-04-08T00:38:59Z,20.929249,-156.694426,31.37,1.171,0,0.206,8.565,0.105
Maui,M201,2026-03-29T17:20:00Z,20.65388889,-156.4411111,32.619,8.1553,0,0.3722,21.1318,1.2116
Maui,M202,2026-03-29T01:04:59Z,20.93411111,-156.3566111,35.08,2.044,0,0.163,10.959,0.08
Maui,M203,2026-04-02T03:38:00Z,20.91014,-156.689199,34.73,7.755,0.093,0.255,23.747,0.145
Maui,M204,2026-04-08T00:51:59Z,20.926337,-156.695698,25.65,1.518,0,0.247,8.014,0.3
Maui,M205,2026-03-30T03:12:59Z,20.941,-156.2991111,2.87,10.422,0,0.539,118.205,2.927
Moloka'i,M207,2026-03-29T00:55:00Z,21.06333333,-156.945,23.49,4.297,0.123,0.695,41.582,4.601
Moloka'i,M208,2026-03-29T21:06:59Z,21.09388889,-157.3,33.65,2.579,0.142,0.234,4.107,1.074
Moloka'i,M211,2026-03-29T22:41:00Z,21.11455556,-156.7376389,28.02,NA,NA,NA,NA,NA
Moloka'i,M212,2026-03-29T18:46:00Z,21.11277778,-157.3022222,34.335,0.804,0.086,0.204,9.95,NA
Moloka'i,M213,2026-03-29T19:09:00Z,21.10833333,-157.3058333,32.923,1.416,0.091,0.297,3.554,NA
Moloka'i,M214,2026-03-29T19:51:00Z,21.10194444,-157.3102778,34.69,1.425,0.09,0.152,3.33,0.605
Moloka'i,M216,2026-03-29T19:40:00Z,21.10333333,-157.3086111,34.24,0.725,0,0.091,2.014,0.082
Moloka'i,M217,2026-03-30T10:07:00Z,21.09333333,-157.2869444,31.624,2.649,0.103,0.411,24.608,NA
Moloka'i,M218,2026-03-29T20:07:00Z,21.1,-157.3091667,34.69,1.366,0.086,0.14,3.699,0
Moloka'i,M219,2026-03-29T21:48:00Z,21.09388889,-157.2922222,34.229,2.968,0.143,0.195,6.253,NA
Maui,M22,2026-03-29T23:49:00Z,20.80694444,-156.6013889,29.55,0.281,0,0.234,18.854,0.739
Moloka'i,M220,2026-03-29T19:48:00Z,21.10222222,-157.31,34.54,1.579,0.096,0.096,4.127,NA
Moloka'i,M222,2026-03-29T22:26:00Z,21.11013889,-156.7448889,13.52,2.958,0.133,0.618,72.311,1.624
Moloka'i,M223,2026-03-30T02:21:00Z,21.1978,-157.13225,32.86,0.708,0,0.21,1.092,0.455
Moloka'i,M224,2026-03-29T20:44:00Z,21.06427778,-156.8220278,28.08,1.779,0,0.403,90.36,0.356
Moloka'i,M225,2026-03-30T01:35:00Z,21.19781,-157.15208,26.67,0.544,0,NA,1.085,0.34
Moloka'i,M226,2026-03-30T08:19:00Z,21.09888889,-157.3080556,31.765,NA,1.3034,2.3534,NA,19.3045
Moloka'i,M227,2026-03-29T19:29:59Z,21.10472222,-157.3069444,33.977,1.288,0.104,0.252,4.545,NA
Moloka'i,M228,2026-03-29T20:12:00Z,21.09888889,-157.3080556,35.01,1.632,0.082,0.167,4.158,0.218
Maui,M23,2026-03-29T13:08:00Z,20.91555556,-156.3866667,29.854,8.329,0,0.183,28.741,NA
Moloka'i,M230,2026-03-29T19:19:00Z,21.10666667,-157.3063889,34.466,1.28,0.077,0.294,3.097,NA
Moloka'i,M231,2026-03-29T10:45:00Z,21.09138889,-157.2775,34.105,3.018,0.142,0.242,9.311,NA
Moloka'i,M232,2026-03-28T11:27:59Z,21.07055556,-156.9772222,32.56,0.318,0,1.21,30.466,0.103
Moloka'i,M233,2026-03-30T10:23:00Z,21.09277778,-157.2819444,32.49,3.243,0.14,0.205,11.114,1.904
Moloka'i,M234,2026-03-29T18:48:00Z,21.11166667,-157.3113889,34.8,1.363,0.08,0.142,4.365,0.411
Moloka'i,M236,2026-03-28T23:40:59Z,21.06972222,-156.9788889,33.682,0.508,0,1.366,68.11,NA
Moloka'i,M237,2026-03-29T00:35:00Z,21.07222222,-156.9797222,30.534,0.726,0,0.851,8.919,NA
Moloka'i,M238,2026-03-30T02:26:00Z,21.19577,-157.13592,34.99,0.492,0,0.115,1.119,0
Moloka'i,M239,2026-03-30T01:20:00Z,21.19672,-157.14338,33.59,0.542,0,0.151,1.669,0
Maui,M24,2026-03-29T21:21:00Z,20.79361111,-156.4819444,34.239,0.44,0,0.2408,1.9777,0.3573
Moloka'i,M240,2026-03-29T22:36:59Z,21.11444444,-156.7399444,32.3,NA,NA,NA,NA,NA
Moloka'i,M241,2026-03-28T23:47:59Z,21.09555556,-157.0361111,29.71,5.499,0,NA,52.928,7.146
Moloka'i,M242,2026-03-29T18:28:00Z,21.11388889,-157.3011111,34.331,1.957,0.106,0.099,4.545,NA
Moloka'i,M243,2026-03-29T00:38:00Z,21.06888889,-156.9638889,33.4,0.312,0,0.798,14.795,0.126
Moloka'i,M247,2026-03-30T01:07:00Z,21.19663,-157.144,26.42,0.563,0,0.19,1.564,0.221
Moloka'i,M248,2026-03-29T21:51:00Z,21.09533333,-156.7604722,30.98,2.237,0.083,NA,26.18,2.058
Moloka'i,M249,2026-03-29T21:38:59Z,21.08938889,-156.7699722,30.99,NA,NA,NA,NA,NA
Maui,M25,2026-03-30T01:12:00Z,20.91555556,-156.3880556,34.22,5.443,0,0.259,17.065,0
Moloka'i,M252,2026-03-29T20:40:59Z,21.0635,-156.8225556,27.4,11.0522,0.1365,1.4775,161.429,10.6599
Moloka'i,M253,2026-03-29T20:34:00Z,21.05797222,-156.8328056,20.83,3.8497,0.1392,0.7396,43.8224,4.1209
Moloka'i,M254,2026-03-29T17:46:59Z,21.12388889,-157.3,34.362,2.613,0.127,0.222,10.934,NA
Moloka'i,M258,2026-03-29T21:24:00Z,21.07394444,-156.7924722,18.69,27.257,0.462,NA,234.907,3.714
Moloka'i,M259,2026-03-29T00:40:00Z,21.06777778,-156.9669444,31.367,0.89,0,NA,79.854,NA
Maui,M26,2026-03-29T23:52:00Z,20.8075,-156.6025,31.556,3.173,0.321,0.366,83.732,NA
Moloka'i,M261,2026-03-29T02:00:00Z,21.07063889,-156.7962222,28.21,3.381,0.167,0.597,40.473,3.19
Moloka'i,M262,2026-03-29T19:42:59Z,21.10277778,-157.3091667,34.357,1.316,0.079,0.071,3.449,NA
Moloka'i,M263,2026-03-29T19:34:00Z,21.10388889,-157.3077778,35.07,1.112,0,0.13,3.773,0.238
Moloka'i,M264,2026-03-29T20:43:00Z,21.09638889,-157.3044444,34.41,2.378,0.108,0.147,2.905,NA
Moloka'i,M265,2026-03-28T23:19:00Z,21.07833333,-156.9966667,33.1,0.6181,0,1.1147,31.3387,3.3878
Moloka'i,M266,2026-03-29T19:57:00Z,21.10111111,-157.3105556,34.89,1.444,0.078,0.143,4.105,0.371
Moloka'i,M268,2026-03-28T23:06:00Z,21.08611111,-157.0238889,34.128,1.133,0,0.267,3.949,NA
Moloka'i,M269,2026-03-29T22:13:00Z,21.10536111,-156.7464444,32.47,2.528,0,0.298,11.407,1.799
Maui,M27,2026-03-29T20:19:00Z,20.76444444,-156.4594444,32.269,79.281,0.6071,0.6862,17.7659,0
Moloka'i,M270,2026-03-30T01:19:00Z,21.19733,-157.1461,35.11,0.573,0,0.132,1.803,0.156
Moloka'i,M271,2026-03-29T20:53:59Z,21.0952,-157.3019,34.77,2.445,0.132,0.215,3.617,1.002
Moloka'i,M273,2026-03-29T16:54:00Z,21.13388889,-157.2941667,33.637,1.623,0.098,0.196,4.715,NA
Moloka'i,M274,2026-03-29T17:27:00Z,21.1275,-157.2977778,34.99,1.459,0.096,0.153,4.61,0.183
Moloka'i,M275,2026-03-29T21:57:00Z,21.09930556,-156.7550278,28.46,4.933,0.187,NA,65.38,6.821
Moloka'i,M276,2026-03-29T20:02:59Z,21.10083333,-157.3097222,34.56,1.814,0.086,NA,3.747,0.56
Moloka'i,M277,2026-03-29T20:08:59Z,21.057,-156.8502778,30.65,2.536,0,0.543,63.788,5.269
Moloka'i,M278,2026-03-29T22:20:00Z,21.10622222,-156.7458056,33.09,4.736,0.079,0.41,20.457,1.112
Moloka'i,M279,2026-03-28T23:18:00Z,21.0875,-157.025,34.222,0.898,0,0.125,1.641,NA
Maui,M28,2026-03-29T23:10:00Z,20.79305556,-156.5688889,34.369,2.961,0.0809,0.22,13.0085,2.8562
Moloka'i,M282,2026-03-29T22:29:00Z,21.11102778,-156.7446389,16.38,2.324,0.071,0.566,57.96,3.197
Moloka'i,M283,2026-03-30T01:06:00Z,21.1967,-157.14338,34.91,0.353,0,0.172,2.344,0.708
Moloka'i,M284,2026-03-29T20:21:00Z,21.0540827,-156.843865,32.25,3.562,0.175,NA,27.923,6.221
Moloka'i,M286,2026-03-28T23:31:00Z,21.08555556,-157.0194444,32.24,0.431,0,0.404,21.836,0.115
Moloka'i,M288,2026-03-29T21:09:00Z,21.07047222,-156.7963056,31.63,2.59,0.145,0.612,37.427,3.183
Moloka'i,M289,2026-03-29T19:26:00Z,21.1056,-157.3071,34.405,0.887,0.082,0,4.169,NA
Maui,M29,2026-03-29T19:19:00Z,20.74833333,-156.4577778,27.929,1.275,0,0.3445,21.8845,3.5459
Moloka'i,M290,2026-03-28T23:53:00Z,21.07,-156.9805556,33.516,0.321,0,0.916,8.041,NA
Moloka'i,M292,2026-03-29T23:34:00Z,21.15869444,-156.7371389,10.83,1.9235,0,0.3782,28.5576,4.6707
Moloka'i,M293,2026-03-29T23:10:00Z,21.15819444,-156.7358611,31.8,0.85,0,0.227,4.727,0.937
Moloka'i,M294,2026-03-28T23:34:59Z,21.08583333,-157.0233333,33.315,0.943,0,0.377,14.029,NA
Moloka'i,M295,2026-03-29T22:09:00Z,21.10486111,-156.7479444,34.08,3.953,0.121,0.493,11.433,1.503
Moloka'i,M296,2026-03-29T21:30:00Z,21.07855556,-156.7878056,30.64,3.1659,0.2103,0.8524,57.5215,6.6452
Moloka'i,M297,2026-03-29T22:02:00Z,21.10147222,-156.7525,28.93,6.872,0.43,NA,34.212,16.712
Moloka'i,M298,2026-03-29T22:06:00Z,21.10369444,-156.7493889,29.56,27.42,0.499,NA,59.263,7.072
Moloka'i,M299,2026-03-28T23:46:00Z,21.06972222,-156.98,33.337,0.744,0,0.806,27.298,NA
Maui,M30,2026-03-29T23:10:00Z,20.79388889,-156.5747222,27.227,0.258,0,0.094,2.773,NA
Moloka'i,M300,2026-03-29T21:19:00Z,21.0933,-157.2983,34.98,2.377,0.14,0.193,4.163,0.474
Maui,M31,2026-03-29T11:46:00Z,20.80583333,-156.5994444,26.28,0.109,0,0.296,22.761,0.392
Maui,M32,2026-03-29T23:14:59Z,20.79333333,-156.5725,34.338,0.287,0,0.073,4.377,NA
Maui,M33,2026-03-29T18:50:00Z,20.73138889,-156.4538889,15.939,2.253,0,0,21.499,NA
Maui,M34,2026-03-29T18:44:00Z,20.72861111,-156.4508333,32.29,44.221,0.574,0.957,59.777,0.369
Maui,M35,2026-03-29T23:17:00Z,20.79361111,-156.5738889,35.979,1.314,0,0.0837,1.7607,0.5782
Maui,M36,2026-03-29T19:13:00Z,20.74722222,-156.4580556,31.57,12.935,0,NA,44.3,0.995
Maui,M37,2026-03-29T19:25:00Z,20.75194444,-156.46,32.259,0.642,0,0.1417,30.475,1.4083
Maui,M38,2026-03-29T19:59:00Z,20.75916667,-156.46,22.6,3.389,0.076,0.348,20.113,1.106
Maui,M39,2026-03-29T19:31:00Z,20.75333333,-156.46,23.999,2.427,0,0.3059,57.3618,2.9265
Maui,M4,2026-03-29T22:57:00Z,20.79585,-156.48973,35.42,1.049,0,0.276,2.179,0.133
Maui,M40,2026-03-29T19:02:00Z,20.74361111,-156.4575,31.85,6.091,0,NA,38.523,0
Maui,M41,2026-03-29T19:55:00Z,20.7575,-156.4597222,32.409,6.583,0.158,0.408,40.839,NA
Maui,M42,2026-03-29T20:04:00Z,20.76083333,-156.46,32.66,5.105,0.152,0.368,32.342,1.823
Maui,M43,2026-03-29T19:49:00Z,20.75555556,-156.4594444,31.101,7.219,0.126,0.448,60.425,NA
Maui,M44,2026-03-29T20:07:00Z,20.76194444,-156.4597222,27.969,5.353,0.1012,0.285,23.4929,2.1896
Maui,M45,2026-03-29T19:20:00Z,20.755277,-156.4594,32.689,10.442,0.169,0.7016,56.0851,0.8896
Maui,M46,2026-03-29T18:40:00Z,20.7275,-156.45,29.748,NA,0.339,0.701,82.601,NA
Maui,M47,2026-03-29T18:31:59Z,20.89027778,-156.4486111,32.979,11.7413,0,0.4342,28.0452,0.531
Maui,M48,2026-03-29T20:24:00Z,20.76583333,-156.4594444,32.1,13.763,0.082,NA,48.751,0
Maui,M49,2026-03-29T18:57:00Z,20.73972222,-156.4566667,29.689,1.074,0,0.1722,27.3113,1.6439
Maui,M5,2026-03-29T23:01:59Z,20.79688,-156.49351,31.63,0.511,0,0.181,1.292,0.244
Maui,M50,2026-03-29T18:25:00Z,20.88722,-156.4475,33.159,12.6975,0,0.4414,46.1368,0.5616
Maui,M52,2026-03-29T23:37:00Z,20.7966,-156.50176,34.04,0.977,0,0.221,2.151,0.461
Maui,M53,2026-03-29T23:47:59Z,20.7957,-156.50561,34.74,3.403,0,0.22,13.481,0.385
Maui,M56,2026-03-29T21:15:00Z,20.78305556,-156.465,28.211,0.863,0,0.223,7.015,NA
Maui,M57,2026-03-29T22:21:00Z,20.78888889,-156.4719444,36.039,0.593,0,0.1505,2.4003,2.0411
Maui,M58,2026-03-29T21:21:00Z,20.78416667,-156.4661111,31.301,0.205,0,0.17,2.854,NA
Maui,M59,2026-03-29T21:09:00Z,20.78194444,-156.4638889,35.149,6.54,0.2013,0.3271,11.5618,1.0339
Maui,M6,2026-03-29T23:29:00Z,20.79527778,-156.5833333,31.152,1.102,0,0,6.121,NA
Maui,M62,2026-03-29T21:41:00Z,20.78722222,-156.47,34.629,1.36,0,0.3658,6.9554,4.866
Maui,M63,2026-03-29T21:25:59Z,20.785,-156.4677778,25.59,0.987,0,0.291,7.26,0.342
Maui,M64,2026-03-29T21:25:00Z,20.7925,-156.4802778,37.539,0.692,0,0,6.184,NA
Maui,M68,2026-03-30T01:01:00Z,20.91555556,-156.3847222,35.419,2.3677,0,0.3318,8.6362,1.3919
Maui,M69,2026-03-29T19:29:59Z,20.7556,-156.4568661,32.129,5.398,0.0836,0.2782,34.3543,1.411
Maui,M7,2026-03-29T23:25:00Z,20.79472222,-156.5819444,29.95,1.597,0,0.104,2.587,0
Maui,M73,2026-03-30T00:56:00Z,20.91611111,-156.3830556,33.737,3.062,0,0.376,22.31,NA
Maui,M74,2026-03-29T23:26:00Z,20.88915,-156.684934,24.27,1.702,0,0.057,14.107,0.339
Maui,M75,2026-03-30T01:07:00Z,20.82388889,-156.6313889,35.139,2.2778,0,0.0783,15.1233,1.0321
Maui,M76,2026-03-29T22:38:00Z,20.79272,-156.50906,18.47,7.909,0,0.247,29.59,0.51
Maui,M77,2026-03-29T23:39:00Z,20.79624,-156.50398,34.32,2.46,0,0.206,8.892,0.448
Maui,M78,2026-03-29T23:42:00Z,20.883135,-156.687683,34.529,1.042,0,0.0993,6.3025,0.6716
Maui,M79,2026-03-29T20:25:00Z,20.97611111,-156.6780556,33.912,1.927,0,0.176,15.606,NA
Maui,M8,2026-03-29T21:35:00Z,20.79111111,-156.4775,35.509,1.393,0,0.2236,1.2125,1.2466
Maui,M81,2026-03-29T23:30:00Z,20.79694444,-156.5869444,34.36,1.343,0,0.034,3.745,0
Maui,M83,2026-03-30T00:16:00Z,20.80888889,-156.6233333,34.579,1.9672,0.0787,0.1335,7.6045,1.1571
Maui,M86,2026-03-31T03:09:00Z,20.90611111,-156.4311111,29.5,11.7,0,0.261,51.367,0.465
Maui,M87,2026-03-29T20:33:00Z,20.96888889,-156.6802778,31.939,17.7294,0.0906,0.8144,85.6593,0.7386
Maui,M88,2026-03-29T20:11:00Z,20.98222222,-156.6733333,31.135,4,0.075,0.39,34.095,NA
Maui,M89,2026-03-29T19:36:00Z,21.00416667,-156.6591667,32.604,1.056,0,0.084,2.632,NA
Maui,M9,2026-03-29T22:52:00Z,20.79561,-156.48709,35.18,0.877,0,0.277,2.261,0.355
Maui,M91,2026-04-01T02:08:59Z,20.90972222,-156.4088889,35.32,2.517,0,0.388,14.254,0.57
Maui,M92,2026-03-29T20:49:00Z,20.94916667,-156.6911111,29.469,1.1211,0,0.2439,10.6139,5.4061
Maui,M93,2026-03-29T20:17:00Z,20.97861111,-156.6761111,30.131,14.7745,<0.07,0.2605,7.5722,1.8605
Maui,M94,2026-03-29T19:55:00Z,20.99416667,-156.6675,27.49,0.814,0,0.185,16.808,NA
Maui,M95,2026-03-29T21:15:00Z,20.93065,-156.693682,33.265,1.492,0,0.153,11.429,NA
Maui,M96,2026-03-29T21:22:00Z,20.933456,-156.692855,32.885,1.333,0,0.151,9.827,NA
Maui,M97,2026-04-01T02:30:00Z,20.91277778,-156.4025,30.95,1.306,0,0.168,6.855,0.307
Maui,M98,2026-03-29T20:40:59Z,20.95444444,-156.6866667,29.308,0.518,0,0.162,20.769,NA
Maui,M99,2026-03-29T19:46:00Z,20.99916667,-156.6666667,35.549,1.3472,0,0.2124,6.6756,0.7758
Maui,MA1,2026-03-30T00:47:00Z,20.848969,-156.657038,31.89,35.102,0,0.596,35.763,0.248
Moloka'i,MK1,2026-03-29T19:00:00Z,21.1007,-157.08815,33.8,0.42,0,1.216,9.807,0
Moloka'i,MK2,2026-03-29T20:59:59Z,21.20296,-157.24756,34.94,0.713,0,0.593,7.128,0.332
Moloka'i,MK23,2026-03-29T23:37:00Z,21.15833333,-156.7372222,8.64,4.109,0,0.576,48.135,3.886
Moloka'i,MK24,2026-03-29T22:02:00Z,21.18694444,-156.9847222,16.5,1.5108,0,0.1907,33.5438,0.7084
Moloka'i,MK25,2026-03-29T22:14:00Z,21.18277778,-156.9877778,32,0.9099,0,0.191,12.9047,0.5816
Moloka'i,MK28,2026-03-29T22:15:00Z,21.18277778,-156.9877778,29.13,0.893,0,0.3831,7.6506,4.8316
Moloka'i,MK29,2026-03-30T00:06:00Z,21.19527778,-156.9830556,35.71,0.2994,0,0.1468,0,1.2397
Moloka'i,MK3,2026-03-30T01:00:00Z,21.07994,-157.00255,34.17,0.214,0,0.559,18.352,0
Moloka'i,MK31,2026-03-30T00:06:59Z,21.195,-156.9833333,35.94,NA,NA,NA,NA,NA
Moloka'i,MK4,2026-03-30T01:00:00Z,21.08045,-157.00348,33.99,0.379,0,0.49,18.949,0
Moloka'i,MK5,2026-03-30T01:15:00Z,21.08119,-157.00759,32.17,0.343,0,0.858,37.487,1.221
O'ahu,OA1,2026-03-29T20:08:59Z,21.59631,-158.104,32.39,11.419,0.213,0.585,52.274,1.153
O'ahu,OA10,2026-03-29T21:42:00Z,21.439642,-157.782224,31.35,0.107,0,0.07,12.55,NA
O'ahu,OA100,2026-03-29T22:48:00Z,21.26722222,-157.7783333,34.87,1.906,0.0877,0.1394,35.028,1.3146
O'ahu,OA1001,2026-03-30T01:20:00Z,21.37711111,-158.2804444,35,0,0,0.11,0.686,0
O'ahu,OA1002,2026-03-30T01:20:00Z,21.37711111,-158.2804444,35.07,0,0,0.092,2.503,0
O'ahu,OA1003,2026-03-30T01:20:00Z,21.37711111,-158.2804444,35.1,0,0,0.109,1.036,0
O'ahu,OA1004,2026-03-30T20:59:59Z,22.71677778,-157.8929167,35.51,0,0,0.077,1.15,0
O'ahu,OA1005,2026-03-30T20:59:59Z,22.71677778,-157.8929167,35.33,0,0,0.121,0.483,0.252
O'ahu,OA1006,2026-03-30T20:59:59Z,22.71677778,-157.8929167,35.46,0,0,0,1.996,0
O'ahu,OA101,2026-03-29T22:13:00Z,21.2575,-157.7963889,35.73,4.978,0,0,15.1251,0.5996
