island,sample_id,collected_hst,latitude,longitude,Salinity,NO3NO2,NO2 (umol/L),PO4,SiO2,NH3
Maui,OA106,2026-03-29T21:47:00Z,20.93692,-156.69298,32.13,1.62,0,0.238,10.623,0
Maui,OA107,2026-03-29T18:05:00Z,20.93333333,-156.3591667,34.57,2.689,0,0.164,9.802,0
Maui,OA109,2026-03-29T23:39:00Z,20.89083333,-156.685,34.32,1.218,0,0.126,7.451,0
O'ahu,OA11,2026-03-29T21:51:00Z,21.447035,-157.781981,33.21,0.39,0,0.07,6.81,NA
Maui,OA110,2026-03-29T19:27:00Z,20.64638889,-156.4430556,32.84,26.749,0,0.091,34.751,0
Maui,OA111,2026-03-29T23:01:00Z,20.91055556,-156.6897222,34.58,1.986,0,0.213,6.999,0
Maui,OA112,2026-03-29T18:12:00Z,20.92944444,-156.3675,34.61,0.677,0,0.236,6.867,0
Maui,OA113,2026-03-29T19:16:59Z,20.704119,-156.446584,31.5,12.403,0,0.161,19.437,0
Maui,OA114,2026-03-29T10:01:00Z,20.94939,-156.69144,28.72,0.944,0,0.177,14.889,0.613
Maui,OA115,2026-03-29T15:48:00Z,20.67555556,-156.4436111,31.6,0.455,0,0.188,6.151,0
Maui,OA116,2026-03-29T21:24:00Z,20.93662,-156.69482,33.72,0.472,0,0.108,1.677,0
Maui,OA117,2026-03-29T23:50:00Z,20.880379,-156.685413,31.33,0.85,0,0.125,6.687,0
Moloka'i,OA118,2026-03-29T00:50:00Z,21.05813889,-156.8325278,28.65,2.503,0.205,0.752,67.611,0.484
O'ahu,OA12,2026-03-29T21:22:00Z,21.4575925,-157.8254332,20.72,0.06,0,1.353,54.737,NA
Moloka'i,OA121,2026-03-29T00:40:00Z,21.05475,-156.8396944,31.61,6.113,0.259,0.473,39.193,1.21
Moloka'i,OA123,2026-03-28T23:00:00Z,21.0740675,-156.983768,31.38,6.208,0.176,1.179,75.57,0
Moloka'i,OA127,2026-03-29T02:58:00Z,21.0627036,-156.9402703,31.4,0.572,0,0.599,22.641,0
Moloka'i,OA128,2026-03-29T01:13:00Z,21.0551691,-156.8943981,28.7,21.404,0.615,1.12,100.183,0
Moloka'i,OA129,2026-03-29T00:53:00Z,21.0702578,-156.9678574,30.15,1.337,0.071,1.069,73.015,0
O'ahu,OA13,2026-03-29T21:38:00Z,21.4647542,-157.8255322,27.07,0.086,0,0.288,16.284,NA
Moloka'i,OA130,2026-03-29T01:07:00Z,21.0471118,-156.8752188,33.74,1.817,0,0.235,13.85,0.082
Moloka'i,OA131,2026-03-29T02:53:00Z,21.0604447,-156.9340971,30.92,6.45,0.244,1.024,45.325,2.457
Maui,OA133,2026-03-29T10:03:00Z,20.78114,-156.46292,28.648,8.37,0.084,0.534,13.9105,0.2571
Maui,OA134,2026-03-29T10:10:59Z,20.77028,-156.45942,25.19,30.226,0.127,0.583,118.48,0.535
Maui,OA139,2026-03-29T21:54:00Z,20.77397,-156.46053,25.46,7.822,0,0.182,30.292,0
O'ahu,OA14,2026-03-29T21:46:00Z,21.4720562,-157.8255076,30.2,0.079,0,0.128,9.438,NA
Maui,OA140,2026-03-29T21:05:00Z,20.76156,-156.45988,24.702,3.581,0.114,0.241,26.223,0.332
Maui,OA142,2026-03-29T21:12:59Z,20.76376,-156.45931,30.3,5.773,0.124,0.331,39.225,4.982
Maui,OA143,2026-03-29T21:25:59Z,20.75868,-156.45987,29.52,5.539,0.112,0.325,29.265,1.299
O'ahu,OA144,2026-03-29T03:55:00Z,21.45166667,-157.7769444,33.63,0.067,0,0.167,2.207,0
O'ahu,OA145,2026-03-29T03:31:59Z,21.43861111,-157.7644444,29.5,0,0,0.589,17.038,0
O'ahu,OA146,2026-03-29T04:04:00Z,21.45361111,-157.7741667,32.71,0.621,0,0.271,7.75,0
O'ahu,OA147,2026-03-29T04:19:00Z,21.45666667,-157.7688889,33.53,0.345,0,0.18,3.06,0
O'ahu,OA148,2026-03-29T04:55:00Z,21.45388889,-157.7411111,34.3,0.106,0,0.16,1.478,0
O'ahu,OA149,2026-03-29T04:31:00Z,21.46138889,-157.7636111,32.49,0,0,0.183,4.716,0
O'ahu,OA15,2026-03-29T21:56:00Z,21.4800931,-157.8253327,32.68,0.138,0,0.07,6.59,NA
O'ahu,OA150,2026-03-29T05:08:59Z,21.44416667,-157.7366667,34.35,0.15,0,0.157,0.84,0
O'ahu,OA151,2026-03-28T21:02:00Z,21.42972222,-157.7919444,18.64,0,0,0.669,36.906,0
O'ahu,OA152,2026-03-29T21:29:00Z,21.435107,-157.7871975,25.53,0,0,0.214,23.609,0
O'ahu,OA153,2026-03-29T21:40:00Z,21.4355826,-157.7894067,24.58,0,0,0.302,22.314,0
O'ahu,OA154,2026-03-30T01:03:00Z,21.425,-157.7913889,22.3,0,0,0.504,26.128,0
O'ahu,OA155,2026-03-30T01:04:00Z,21.43055556,-157.7916667,20.2,0,0,0.651,35.503,0
O'ahu,OA157,2026-03-29T21:25:00Z,21.4335419,-157.7867593,24.72,0.073,0,0.258,25.422,0
O'ahu,OA16,2026-03-29T22:04:59Z,21.4880978,-157.8253362,33.92,0.351,0,0.07,3.113,NA
O'ahu,OA160,2026-03-29T01:29:00Z,21.26111111,-157.7113889,36.83,0.338,0,0,0.1624,0.2741
O'ahu,OA162,2026-03-30T03:31:59Z,21.27547222,-157.8259722,36.89,NA,NA,NA,NA,NA
O'ahu,OA164,2026-03-29T20:30:00Z,21.46694444,-158.4055556,35.84,2.685,0.1205,0,10.1214,0.3573
O'ahu,OA165,2026-03-30T04:02:00Z,21.4075,-157.7416667,34.87,0.266,0,0.0787,12.0071,0.3183
O'ahu,OA166,2026-03-29T04:35:00Z,21.25888889,-157.8191667,32.49,1.264,0,0,5.6423,0.5682
O'ahu,OA167,2026-03-29T04:58:00Z,21.255,-157.8066667,34.52,0.439,0,0,0,0.1297
O'ahu,OA168,2026-03-30T04:02:00Z,21.4075,-157.7416667,32.54,0.198,0,0,5.1214,NA
O'ahu,OA169,2026-03-29T02:55:00Z,21.6547963,-157.9284068,27.03,2.313,0,0,3.8293,0.7329
O'ahu,OA17,2026-03-30T04:40:00Z,21.282991,-157.716865,33.74,1.081,0,0.0951,3.1068,0.1905
O'ahu,OA170,2026-03-28T23:25:00Z,21.62138889,-158.0822222,35.29,2.016,0,0.1062,31.9212,0.1541
O'ahu,OA171,2026-03-28T21:23:00Z,21.675,-158.04,35.76,0.339,0,0.1047,0.5216,0.3213
O'ahu,OA173,2026-03-30T21:12:00Z,21.259084,-157.7905523,7.481,0.06,<0.07,0.122,19.17,0.581
O'ahu,OA174,2026-03-29T01:23:59Z,21.58333333,-158.1405556,35.24,NA,0.1246,0.2546,22.8527,0.4061
O'ahu,OA175,2026-03-29T20:14:59Z,21.58,-158.1572222,37.72,1.439,0,0.0931,5.1968,0.3075
O'ahu,OA176,2026-03-29T03:05:00Z,21.6719135,-157.9365486,30.2,58.584,0.1503,0.5874,4.4135,0.5872
O'ahu,OA178,2026-03-28T23:53:59Z,21.60055556,-158.1033333,32.62,NA,0.3497,2.4425,60.714,5.6713
O'ahu,OA179,2026-03-29T03:03:00Z,21.58277778,-158.1761111,30.281,4.701,0.257,0.273,25.252,0.767
O'ahu,OA18,2026-03-30T04:41:00Z,21.282995,-157.716854,33.6,0.65,0,0,2.6232,0.9217
O'ahu,OA180,2026-03-30T21:48:00Z,21.2770904,-157.7494555,34.44,0.545,0,0.1439,25.2176,0.6971
O'ahu,OA181,2026-03-28T20:33:00Z,21.695985,-158.012362,31.641,3.427,0.072,0.521,88.09,1.44
O'ahu,OA182,2026-03-29T00:28:00Z,21.58833333,-158.1194444,35.57,10.049,0,0.2235,11.3294,0.6163
O'ahu,OA183,2026-03-28T23:08:59Z,21.64,-158.0638889,35.76,0.83,0,0.1622,11.3049,0.443
O'ahu,OA184,2026-03-28T23:30:00Z,21.61888889,-158.0852778,32.4,26.339,0.0763,1.0557,34.1294,0.5899
O'ahu,OA185,2026-03-30T03:32:59Z,21.27547222,-157.8259722,37.33,2.422,0.0885,0.2719,6.1175,0.3769
O'ahu,OA189,2026-03-29T01:40:00Z,21.5825,-158.1922222,37.09,0.126,0,0,0.01,0.1829
O'ahu,OA19,2026-03-30T04:38:00Z,21.283035,-157.716894,31.88,1.496,0,0.0842,3.6725,0.3355
O'ahu,OA190,2026-03-29T00:10:00Z,21.59416667,-158.1083333,36.92,0.796,0,0,3.135,0.1326
O'ahu,OA193,2026-03-29T22:32:00Z,21.26305556,-157.7836111,35.89,0.883,0,0.0728,10.6402,0.2025
O'ahu,OA195,2026-03-30T04:10:59Z,21.40166667,-157.7352778,34.1,0.329,0,0.1742,17.2003,0.2959
O'ahu,OA196,2026-03-30T04:40:00Z,21.39666667,-157.7247222,28,0.422,0,0.6243,37.656,0.2529
O'ahu,OA197,2026-03-30T22:55:59Z,21.27861111,-157.71,34.37,0,0,0.215,2.879,0
O'ahu,OA2,2026-03-29T20:26:00Z,21.62736944,-158.0750083,34.71,0.734,0,0.258,15.005,0.418
O'ahu,OA20,2026-03-30T04:39:00Z,21.283018,-157.716878,31.94,1.561,0.0773,0.0766,2.5728,0.4564
O'ahu,OA206,2026-03-31T04:51:00Z,21.395556,-157.722778,34.24,0.893,0,0.19,4.034,0
O'ahu,OA207,2026-03-31T04:35:00Z,21.392222,-157.715,30.951,0.359,0,0.096,2.465,0
O'ahu,OA208,2026-03-31T05:14:00Z,21.418333,-157.744167,32.37,0.568,0,NA,27.233,0.396
Maui,OA21,2026-03-30T01:21:00Z,20.79564283,-156.486952,34.25,0,0,0.112,2.234,0
O'ahu,OA210,2026-03-29T23:46:00Z,21.44444444,-157.7363889,37.08,0.997,0,0.1028,2.2576,0.1859
O'ahu,OA211,2026-03-29T21:36:00Z,21.28833333,-157.8322222,3.76,NA,0.388,1.325,NA,0.312
O'ahu,OA212,2026-03-30T05:47:59Z,21.26333333,-157.8216667,37.17,2.221,0,0.1202,0.8548,0.2134
O'ahu,OA213,2026-03-30T05:59:59Z,21.27,-157.8230556,37.08,1.78,0,0.1577,0.3879,0.2087
O'ahu,OA214,2026-03-29T21:01:00Z,21.27722222,-157.8313889,34.42,1.105,0,0.235,3.13,0
O'ahu,OA215,2026-03-29T04:59:00Z,21.33805556,-158.1247222,33.82,8.281,0,0.275,40.171,0
O'ahu,OA216,2026-03-29T21:12:59Z,21.27222222,-157.8233333,34.43,2.144,0,0.224,4.57,0
O'ahu,OA217,2026-03-29T20:14:59Z,21.26222222,-157.8216667,34.58,0.268,0,0.205,1.292,0
O'ahu,OA218,2026-03-29T20:32:00Z,21.28527778,-157.8294444,2.95,116.892,0.3,1.573,NA,0.126
O'ahu,OA219,2026-03-29T20:42:00Z,21.28777778,-157.8438889,26.16,18.957,0.185,1.005,85.455,0.118
Maui,OA22,2026-03-30T01:08:00Z,20.787827,-156.47073,34.81,0,0,0.168,2.327,0
O'ahu,OA220,2026-03-29T20:52:00Z,21.28083333,-157.8375,34.3,1.954,0,0.306,3.371,0
O'ahu,OA221,2026-03-29T20:52:00Z,21.28083333,-157.8375,34.6,1.583,0.149,0.355,1.617,3.232
O'ahu,OA222,2026-03-29T21:32:59Z,21.31916667,-157.8697222,32.95,2.275,0.099,0.205,13.039,1.233
Lāna‘i,OA223,2026-04-05T21:22:00Z,20.77373333,-156.9939167,35.43,0.2661,0,0.0909,0,1.0807
Lāna‘i,OA225,2026-04-05T21:29:00Z,20.78905,-156.9936667,35.44,0.2641,0,0.0791,0,1.5121
O'ahu,OA226,2026-03-28T17:21:00Z,21.47309,-158.2196,36.03,2.857,0.1163,0.3841,5.4698,2.2883
O'ahu,OA227,2026-03-28T17:44:00Z,21.4417,-158.19027,37.55,0.605,0,0,0,0.1507
O'ahu,OA228,2026-03-28T18:08:00Z,21.35978,-158.13163,34.575,1.065,0,0.143,5.226,1.803
O'ahu,OA229,2026-03-28T18:17:00Z,21.3752,-158.14061,13.2,NA,NA,NA,NA,NA
Maui,OA23,2026-03-29T22:16:59Z,20.73122,-156.453877,32.29,8.213,0.136,NA,32.84,0
Maui,OA230,2026-03-29T19:35:00Z,20.89638889,-156.4780556,29.67,15.264,0.253,0.5,109.928,0
Moloka'i,OA231,2026-03-29T23:21:59Z,21.08944444,-157.265,34.366,1.107,0.095,0.191,3.76,NA
Lāna‘i,OA233,2026-04-02T00:35:00Z,20.7864,-156.99209,35.41,0.4902,0,0.2026,2.5186,1.7097
Maui,OA234,2026-03-29T19:23:00Z,20.89361111,-156.4772222,28.46,22.738,0.301,0.657,142.362,0.463
Maui,OA235,2026-03-29T20:34:00Z,20.78222222,-156.4641667,34.45,5.14,0.138,NA,13.824,1.469
Lāna‘i,OA236,2026-04-03T04:23:00Z,20.7346,-156.9105833,35.53,0.1533,0,0.0791,0,2.2007
Lāna‘i,OA237,2026-04-02T04:54:00Z,20.73888889,-156.8933333,35.49,0.3188,0,0.1262,1.252,0.7634
Moloka'i,OA238,2026-03-29T18:18:00Z,21.11694444,-157.2994444,34.44,0.288,0,0.092,2.638,NA
Moloka'i,OA239,2026-03-29T23:59:59Z,21.08722222,-157.2505556,34.2,3.205,0.19,0.333,11.656,NA
Maui,OA24,2026-03-30T00:40:00Z,20.770177,-156.459346,29.7,31.862,0.13,0.598,NA,0.14
Lāna‘i,OA240,2026-04-03T04:10:00Z,20.7341,-156.9374333,35.37,0.1799,0,0.0704,0.328,1.1553
Lāna‘i,OA241,2026-04-05T23:19:00Z,20.92615,-157.02307,33.82,7.299,0.142,0.1055,42.41,2.6176
Moloka'i,OA242,2026-03-30T00:06:00Z,21.0869,-157.25,34.241,1.295,0.12,0.552,4.39,NA
Lāna‘i,OA244,2026-04-05T21:29:00Z,20.78905,-156.9936667,35.37,0.3205,0,0.075,0,1.6914
Moloka'i,OA246,2026-03-29T23:40:59Z,21.08916667,-157.26,34.274,1.009,0.106,0.171,3.303,NA
Moloka'i,OA247,2026-03-29T17:08:59Z,21.13027778,-157.2961111,34.472,1.494,0.096,0.114,11.271,NA
Lāna‘i,OA248,2026-04-02T04:52:00Z,20.73944444,-156.8941667,35.4,0.3742,0,0.1332,1.6457,0.7176
Lāna‘i,OA249,2026-04-03T04:10:00Z,20.7341,-156.9374333,35.33,0.1426,0,0.0859,0,1.559
Maui,OA25,2026-03-30T00:57:00Z,20.782384,-156.4640268,34.55,0,0,0.453,8.377,0
Lāna‘i,OA250,2026-04-03T03:44:00Z,20.74743333,-156.97925,35.32,0.1979,0,0,0,1.0472
Moloka'i,OA251,2026-03-29T17:40:00Z,21.125,-157.2983333,34.445,1.055,0.108,0.092,7.021,NA
O'ahu,OA252,2026-03-30T01:32:00Z,21.25777778,-157.8175,38.03,0.134,0,0,0,0.0905
O'ahu,OA254,2026-03-30T00:40:00Z,21.2875,-157.8466667,35.06,0.3,0,0.276,1.098,0.206
O'ahu,OA255,2026-03-30T23:12:00Z,21.26638889,-157.7102778,34.53,0.264,0,0.153,5.263,0
O'ahu,OA256,2026-03-30T01:17:59Z,21.255,-157.8072222,34.44,0,0,0.155,0.813,0
O'ahu,OA257,2026-03-28T19:44:00Z,21.27108,-157.69673,37.62,3.914,0,0.2924,75.4232,2.6434
O'ahu,OA258,2026-03-28T18:42:00Z,21.31896,-157.67003,37.04,0.4841,0,0.1186,0.4349,0.6049
O'ahu,OA259,2026-03-28T20:08:00Z,21.27909,-157.7441,24.31,23.5024,0,0.3573,16.127,1.1031
Maui,OA26,2026-03-29T20:46:59Z,20.71544083,-156.4465628,33.33,12.432,0,0.298,27.056,0
O'ahu,OA260,2026-03-28T19:15:00Z,21.28546,-157.67242,37.92,0.1785,0,0,1.5421,0.2659
O'ahu,OA261,2026-03-30T01:59:00Z,21.51543,-157.83638,31.1,9.76,0.123,0.183,24.412,0
O'ahu,OA262,2026-03-30T02:14:00Z,21.50854,-157.83962,32.86,1.996,0,0.131,7.431,0
O'ahu,OA263,2026-03-30T02:55:00Z,21.49848,-157.85132,24.3,10.779,0.264,0.67,102.157,0.872
O'ahu,OA264,2026-03-30T01:16:59Z,21.54508,-157.84554,28.71,9.569,0,0.293,81.58,0
O'ahu,OA266,2026-03-30T03:54:00Z,21.2575,-157.7963889,33.49,5.1743,0.074,0.8526,1.8358,0.4468
O'ahu,OA267,2026-03-30T03:53:00Z,21.25722222,-157.7969444,33.549,3.482,<0.07,0.647,16.0624,0
Lāna‘i,OA268,2026-04-03T03:44:00Z,20.74743333,-156.97925,35.5,0.1785,0,0,0,1.5899
Lāna‘i,OA269,2026-04-08T01:41:00Z,20.74333333,-156.8875,35.52,0.6013,0,0.1255,5.3598,1.565
Maui,OA27,2026-03-30T00:25:00Z,20.76461783,-156.459189,32.37,12.433,0.224,0.432,47.769,0.138
O'ahu,OA272,2026-03-29T04:41:00Z,21.33944444,-158.1269444,34.1,1.488,0,0.191,19.69,0
O'ahu,OA274,2026-03-29T01:31:00Z,21.26111111,-157.7113889,37.34,0.0849,0,0,0,0.0971
O'ahu,OA275,2026-03-29T01:29:59Z,21.26111111,-157.7113889,36.47,0.1719,0,0.0701,2.3499,0.2193
O'ahu,OA276,2026-03-30T02:45:00Z,21.25762,-157.81768,37.34,0.6807,0,0.158,3.9221,0.2152
O'ahu,OA277,2026-03-30T04:48:00Z,21.2961,-158.1035,37.32,0.1654,0,0,0.8228,0.1834
O'ahu,OA278,2026-03-30T02:01:00Z,21.255,-157.8086111,37.76,0.1488,0,0,0,0.1919
Maui,OA28,2026-03-30T20:23:00Z,20.71153583,-156.4461158,31.35,23.058,0,0.377,53.899,0
O'ahu,OA280,2026-03-29T23:39:00Z,21.26138889,-157.7866667,37.51,4.8799,0,0.2073,1.1862,0.9083
O'ahu,OA281,2026-03-30T02:37:00Z,21.385018,-157.710111,33.63,0.85,0,0.203,8.273,0
O'ahu,OA283,2026-03-30T04:25:00Z,21.2961,-158.1058,35.44,0.6006,0,0.0939,0.305,0.3544
O'ahu,OA284,2026-03-30T04:10:00Z,21.295833,-158.104167,34.591,1.227,0,0.077,7.138,0.843
O'ahu,OA285,2026-03-29T19:29:59Z,21.4425,-158.37222,36.4,3.2601,0,0.0969,11.8415,0.2036
O'ahu,OA287,2026-03-30T20:00:00Z,21.45972222,-158.4083333,34.619,0.921,0,0,0,0.624
O'ahu,OA288,2026-03-30T16:00:00Z,21.44333333,-158.3711111,37.56,1.0223,0,0.1543,2.2557,0.5479
Maui,OA29,2026-03-29T22:39:00Z,20.739792,-156.456671,30.17,2.995,0,0.252,54.628,0
O'ahu,OA290,2026-03-29T20:14:59Z,21.32614,-157.68235,36.52,0.2689,0,0,0.4406,0.278
O'ahu,OA292,2026-03-28T18:37:00Z,21.41559,-158.17828,36.59,0.3658,0,0,1.3538,0.2676
O'ahu,OA293,2026-03-30T01:14:00Z,21.25611111,-157.8016667,38.5,0.2879,0,0.1135,10.949,0.1807
O'ahu,OA296,2026-03-29T01:54:00Z,21.405658,-157.739077,32.39,0.527,0,0.364,21.386,0.094
O'ahu,OA297,2026-03-29T02:08:59Z,21.418648,-157.744207,32.18,0.488,0,0.28,25.801,0.163
O'ahu,OA298,2026-03-29T01:12:00Z,21.45099,-157.77782,34.01,0.767,0,1.4274,14.4512,5.6004
O'ahu,OA299,2026-03-29T19:29:59Z,21.46305556,-158.3930556,37.75,0.3382,0,0,0,0.9806
O'ahu,OA3,2026-03-29T20:53:59Z,21.62898056,-158.07365,34.51,0.888,0,0.233,22.429,0.237
Maui,OA30,2026-03-29T19:45:00Z,20.70220483,-156.445728,33.79,7.765,0,0.137,11.166,0
O'ahu,OA301,2026-03-30T02:08:00Z,21.40947,-157.7412,34.38,1.9526,0,0.089,2.267,0.3591
O'ahu,OA302,2026-03-29T23:16:00Z,21.27934111,-157.8317628,37.68,0.7362,0,0.1307,5.6638,0.9539
Lāna‘i,OA305,2026-04-02T04:57:00Z,20.73805556,-156.8927778,35.48,0.4479,0,0.1386,1.2229,1.1863
Lāna‘i,OA306,2026-04-08T01:41:00Z,20.74333333,-156.8875,35.32,0.5279,0,0.1305,4.0586,1.5358
Lāna‘i,OA307,2026-04-02T00:31:00Z,20.78668,-156.99229,35.59,0.2838,0,0.1177,0,0.9847
O'ahu,OA309,2026-03-28T18:56:00Z,21.32588,-157.68182,36.85,0.275,0,0,0,0.4787
Maui,OA31,2026-03-29T23:57:00Z,20.74588583,-156.4575638,17.54,12.369,0,0.801,46.541,1.003
O'ahu,OA311,2026-03-29T03:12:00Z,21.3275,-158.1230556,34.55,0,0,0.112,3.228,0
O'ahu,OA312,2026-03-29T01:38:00Z,21.26125,-157.78671,38.49,0.7265,0,0.2113,0,1.4791
O'ahu,OA315,2026-03-28T21:31:59Z,21.67111111,-158.045,38.2,1.2412,0,0.2856,0.2071,1.6451
O'ahu,OA316,2026-03-29T18:56:00Z,21.6472186,-157.9175599,37.77,3.0031,0,0.2555,8.6293,3.469
O'ahu,OA319,2026-03-30T04:00:00Z,21.405,-157.7383333,33.529,0.5939,0,0.28,19.0673,0.4927
Maui,OA32,2026-03-29T17:14:59Z,20.90972222,-156.4252778,33.43,9.201,0.082,0.344,38.473,0
O'ahu,OA320,2026-03-30T04:23:59Z,21.39805556,-157.7269444,33.169,0.3473,0,0.4417,11.0308,0.1343
O'ahu,OA321,2026-03-28T21:43:00Z,21.66472222,-158.0522222,35.509,1.0474,0,0.0721,2.4517,0
O'ahu,OA323,2026-03-28T23:44:00Z,21.61333333,-158.0947222,33.755,3.652,0.077,0.192,45.257,0.866
O'ahu,OA324,2026-03-28T22:04:00Z,21.65527778,-158.0616667,35.649,0.9185,0,0,4.2086,0
O'ahu,OA325,2026-03-29T00:15:00Z,21.59083333,-158.1105556,31.969,19.0065,0.0787,0.8777,114.8437,0.4414
O'ahu,OA326,2026-03-28T23:00:00Z,21.64583333,-158.0638889,35.419,2.0868,0,0.1084,9.0663,0.1526
O'ahu,OA327,2026-03-29T01:51:00Z,21.57888889,-158.2322222,35.759,0.8276,0,0.0963,2.4669,0.1073
O'ahu,OA328,2026-03-28T21:02:00Z,21.68444444,-158.0313889,35.779,0.2774,0,0,2.5145,0.7668
Maui,OA33,2026-03-29T23:12:00Z,20.90444444,-156.6861111,33.91,1.758,0,0.262,23.307,0
O'ahu,OA331,2026-03-29T04:53:00Z,21.581666,-158.195,34.989,3.6251,0,0.0946,7.4826,0
O'ahu,OA332,2026-03-29T04:55:00Z,21.5828,-158.1897,35.319,0.4404,0,0,2.2918,0
O'ahu,OA333,2026-03-29T04:51:00Z,21.5822,-158.1931,34.789,11.3295,0,0.378,12.0896,0
O'ahu,OA334,2026-03-29T04:57:00Z,21.5817,-158.1944,34.849,2.0222,0,0.1036,7.022,0
O'ahu,OA336,2026-03-28T21:12:59Z,21.68083333,-158.0380556,35.839,0.3953,0,0,1.2887,0.4152
O'ahu,OA337,2026-03-28T20:14:59Z,21.70527778,-157.9930556,13.28,0.473,0,0.0966,4.8116,0.1795
O'ahu,OA338,2026-03-28T22:26:00Z,21.65277778,-158.0613889,5.8,67.443,0.38,4.2606,493.2083,0
Maui,OA34,2026-03-29T17:27:59Z,20.92222222,-156.3741667,32.88,14.468,0,0.441,50.585,0
O'ahu,OA340,2026-03-29T22:57:00Z,21.37694444,-158.1425,38.07,0.584,0,0.1948,2.8462,0
O'ahu,OA341,2026-03-29T19:35:00Z,21.255,-157.8066667,34.65,0.628,0,0,0.0924,0.1907
O'ahu,OA342,2026-03-29T00:38:00Z,21.26644,-157.71021,34.47,0.538,0,0,4.8134,0
O'ahu,OA343,2026-03-29T19:49:59Z,21.27111111,-157.8227778,13.21,1.155,0,0.076,0.2791,0.2817
O'ahu,OA345,2026-03-29T04:55:00Z,21.5817,-158.1944,33.9,2.378,0,0.1206,8.476,0.1805
O'ahu,OA346,2026-03-29T04:55:00Z,21.5828,-158.1897,24.25,0.57,0,0.1038,3.1117,0
O'ahu,OA347,2026-03-29T04:54:00Z,21.581666,-158.195,34.11,2.437,0,0.1312,7.6242,0.1082
O'ahu,OA348,2026-03-29T03:30:00Z,21.583423,-158.140584,31.64,145.722,0.136,0.275,32.938,0
O'ahu,OA349,2026-03-29T04:53:00Z,21.5822,-158.1931,34.13,7.022,0,0.1126,9.9475,0.1316
Maui,OA35,2026-03-29T19:04:59Z,20.707777,-156.446189,22.57,60.651,0.158,0.984,NA,0.957
O'ahu,OA350,2026-03-29T21:40:00Z,21.26361,-157.822,20.66,1.251,0,0.1329,0.5944,0.1152
O'ahu,OA351,2026-03-29T22:36:59Z,21.35972222,-158.1319444,34.74,0.501,0,0.1074,6.0149,0.3149
O'ahu,OA352,2026-03-29T00:57:59Z,21.300441,-158.111408,34.68,0.361,0,0,0.6343,0.1541
O'ahu,OA353,2026-03-29T21:55:00Z,21.2575,-157.817,34.51,0.574,0,0,1.9663,0
O'ahu,OA354,2026-03-30T00:51:59Z,21.28111,-157.678,34.81,1.648,0,0.1131,3.2421,0.1523
O'ahu,OA355,2026-03-30T07:44:00Z,21.283889,-157.8472,34.89,1.265,0,0.1435,2.7148,0.1514
O'ahu,OA356,2026-03-30T00:53:00Z,21.28194,-157.678,34.53,3.801,0,0.1072,6.3937,0
O'ahu,OA357,2026-03-30T03:48:00Z,21.37166667,-157.9358333,33.92,2.364,0.0908,0.093,14.0994,0.4634
O'ahu,OA358,2026-03-28T22:44:00Z,21.29055556,-157.8611111,34.472,NA,NA,NA,NA,NA
O'ahu,OA359,2026-03-30T01:31:00Z,21.31667,-157.664,33.66,0.343,0,0,0.3026,0
Maui,OA36,2026-03-29T17:40:00Z,20.93638889,-156.3391667,15.8,20.738,1.602,0.201,NA,9.678
O'ahu,OA360,2026-03-30T00:19:59Z,21.28417,-157.721,33.87,1.481,0,0.0718,16.2107,0.8296
O'ahu,OA361,2026-03-29T01:28:00Z,21.35416667,-158.1305556,33.24,0.611,0,0,0.9677,0
O'ahu,OA362,2026-03-30T00:19:59Z,21.31888889,-157.9752778,33.38,0.848,0,0,9.9149,0.2115
O'ahu,OA363,2026-03-30T06:37:00Z,21.454,-157.818,23.17,9.673,0.12,1.179,13.248,0
O'ahu,OA364,2026-03-30T02:50:00Z,21.30611111,-158.0277778,33.24,2.4711,0,0.3493,3.9942,0.0829
O'ahu,OA367,2026-03-29T20:21:00Z,21.489,-158.23014,34.947,0.712,0,0.201,2.166,1.707
O'ahu,OA369,2026-03-29T19:19:00Z,21.47803,-158.22237,34.22,0.9272,0,0.2944,12.9251,0.7213
O'ahu,OA370,2026-03-29T23:36:00Z,21.27497222,-157.8252778,25.4,0.478,0,0.0873,0.5993,0.3534
O'ahu,OA375,2026-04-02T03:51:00Z,21.55,-157.8466667,22.93,0.271,0,0,0.4985,0.1614
O'ahu,OA378,2026-03-29T20:40:00Z,21.44293,-158.18954,34.15,1.1936,0,0.0805,19.0995,0.1416
Maui,OA38,2026-03-29T18:36:00Z,20.692628,-156.444085,33.28,18.812,0,0.186,54.785,0
O'ahu,OA380,2026-03-29T18:44:59Z,21.35402,-158.13046,35.21,0.8094,0,0.1557,4.6249,0
O'ahu,OA381,2026-03-30T03:30:00Z,21.45402778,-157.818,22.69,35.027,0.123,1.178,37.289,0
O'ahu,OA382,2026-03-29T02:14:59Z,21.47833333,-158.2230556,34.65,2.3902,0,0.1021,10.9153,0
O'ahu,OA383,2026-03-29T22:55:00Z,21.45305556,-157.7747222,33.69,0.6135,0,0.3373,5.5002,0.1651
O'ahu,OA386,2026-03-30T02:53:59Z,21.25512,-157.8044267,34.67,0,0,0.118,1.05,0
O'ahu,OA389,2026-03-29T19:51:00Z,21.53715,-158.23157,34.31,1.4533,0,0.1285,23.1789,0.486
Maui,OA39,2026-03-29T23:02:59Z,20.74356783,-156.457455,32.044,5.56,0,0.251,40.128,0
