latitude,longitude,site_id
20.883135,-156.687683,SITE_0138
20.88722,-156.4475,SITE_0139
20.88915,-156.684934,SITE_0140
20.89027778,-156.4486111,SITE_0141
20.89083333,-156.685,SITE_0142
20.89138889,-156.4733333,SITE_0143
20.89166667,-156.4716667,SITE_0144
20.89194444,-156.47,SITE_0145
20.89222222,-156.4752778,SITE_0146
20.89305556,-156.4683333,SITE_0147
20.89361111,-156.4772222,SITE_0148
20.89416667,-156.4677778,SITE_0149
20.89444444,-156.6847222,SITE_0150
20.89638889,-156.4780556,SITE_0151
20.8971556,-156.4471962,SITE_0152
20.89722222,-156.685,SITE_0153
20.9013572,-156.439815,SITE_0154
20.9016136,-156.4372487,SITE_0155
20.90279722,-156.68527220000001,SITE_0156
20.90444444,-156.6861111,SITE_0157
20.90611111,-156.4311111,SITE_0158
20.90944,-156.409,SITE_0159
20.90944444,-156.42611110000001,SITE_0160
20.90944444,-156.4238889,SITE_0161
20.90972222,-156.4252778,SITE_0162
20.90972222,-156.4236111,SITE_0163
20.90972222,-156.4088889,SITE_0164
20.91014,-156.689199,SITE_0165
20.91055556,-156.6897222,SITE_0166
20.910666,-156.689716,SITE_0167
20.911661,-156.690421,SITE_0168
20.912346,-156.693116,SITE_0169
20.9125,-156.4027778,SITE_0170
20.91277778,-156.4025,SITE_0171
20.91277778,-156.3983333,SITE_0172
20.9128,-156.4022,SITE_0173
20.912922,-156.693314,SITE_0174
20.91305556,-156.4011111,SITE_0175
20.914155,-156.695346,SITE_0176
20.91472222,-156.3913889,SITE_0177
20.915,-156.3911111,SITE_0178
20.91555556,-156.3880556,SITE_0179
20.91555556,-156.3866667,SITE_0180
20.91555556,-156.3847222,SITE_0181
20.915928,-156.696362,SITE_0182
20.91611111,-156.3830556,SITE_0183
20.91916667,-156.3788889,SITE_0184
20.9195369,-156.6965329,SITE_0185
20.920803,-156.696024,SITE_0186
20.92222222,-156.3741667,SITE_0187
20.92222222,-156.3738889,SITE_0188
20.923463,-156.695504,SITE_0189
20.923831,-156.695126,SITE_0190
20.925655,-156.695154,SITE_0191
20.92615,-157.02307,SITE_0192
20.926337,-156.695698,SITE_0193
20.926797,-156.695703,SITE_0194
20.929249,-156.694426,SITE_0195
20.92944444,-156.3675,SITE_0196
20.93065,-156.693682,SITE_0197
20.93333333,-156.3591667,SITE_0198
20.933456,-156.692855,SITE_0199
20.93411111,-156.3566111,SITE_0200
20.93416667,-156.3566667,SITE_0201
20.93444444,-156.6927778,SITE_0202
20.93588889,-156.3393611,SITE_0203
20.93638889,-156.3391667,SITE_0204
20.93662,-156.69482,SITE_0205
20.93692,-156.69298,SITE_0206
20.93833333,-156.6927778,SITE_0207
20.941,-156.2991111,SITE_0208
20.94277778,-156.6922222,SITE_0209
20.94507,-156.69245,SITE_0210
20.94916667,-156.6911111,SITE_0211
20.94939,-156.69144,SITE_0212
20.95444444,-156.6866667,SITE_0213
20.96888889,-156.6802778,SITE_0214
20.97611111,-156.6780556,SITE_0215
20.97861111,-156.67611110000001,SITE_0216
20.98222222,-156.6733333,SITE_0217
20.985,-156.6722222,SITE_0218
20.99416667,-156.6675,SITE_0219
20.995896,-156.666279,SITE_0220
20.99916667,-156.6666667,SITE_0221
20.999189,-156.666585,SITE_0222
21.003957,-156.660197,SITE_0223
21.004115,-156.658969,SITE_0224
21.00416667,-156.6591667,SITE_0225
21.00553889,-156.6501889,SITE_0226
21.01125,-156.64275,SITE_0227
21.0135,-156.6379333,SITE_0228
21.0471118,-156.8752188,SITE_0229
21.0540827,-156.843865,SITE_0230
21.05475,-156.8396944,SITE_0231
21.0551691,-156.8943981,SITE_0232
21.057,-156.8502778,SITE_0233
21.05797222,-156.8328056,SITE_0234
21.05813889,-156.8325278,SITE_0235
21.05830556,-156.8326111,SITE_0236
21.0604447,-156.9340971,SITE_0237
21.0627036,-156.9402703,SITE_0238
21.06333333,-156.945,SITE_0239
21.0635,-156.8225556,SITE_0240
21.06427778,-156.8220278,SITE_0241
21.06777778,-156.9669444,SITE_0242
21.06888889,-156.9638889,SITE_0243
21.06972222,-156.98,SITE_0244
21.06972222,-156.9788889,SITE_0245
21.07,-156.9805556,SITE_0246
21.0702578,-156.9678574,SITE_0247
21.07047222,-156.7963056,SITE_0248
21.07055556,-156.9772222,SITE_0249
21.07055556,-156.975,SITE_0250
21.07063889,-156.7962222,SITE_0251
21.07222222,-156.9797222,SITE_0252
21.073944439999998,-156.7924722,SITE_0253
21.0740675,-156.983768,SITE_0254
21.07833333,-156.9966667,SITE_0255
21.07855556,-156.7878056,SITE_0256
21.07994,-157.00255,SITE_0257
21.08045,-157.00348,SITE_0258
21.08119,-157.00759,SITE_0259
21.08555556,-157.0194444,SITE_0260
21.08583333,-157.0233333,SITE_0261
21.08611111,-157.0238889,SITE_0262
21.0869,-157.25,SITE_0263
21.08722222,-157.2505556,SITE_0264
21.0875,-157.025,SITE_0265
21.08916667,-157.26,SITE_0266
21.08938889,-156.7699722,SITE_0267
21.08944444,-157.265,SITE_0268
21.09138889,-157.2775,SITE_0269
21.09138889,-157.2758333,SITE_0270
21.09277778,-157.2819444,SITE_0271
21.0933,-157.2983,SITE_0272
21.09333333,-157.2869444,SITE_0273
21.09388889,-157.3,SITE_0274
21.09388889,-157.2922222,SITE_0275
21.09488889,-156.7615278,SITE_0276
21.0952,-157.3019,SITE_0277
21.09533333,-156.7604722,SITE_0278
21.09555556,-157.0361111,SITE_0279
21.09638889,-157.3044444,SITE_0280
21.09888889,-157.3080556,SITE_0281
21.09930556,-156.7550278,SITE_0282
21.1,-157.3091667,SITE_0283
21.1007,-157.08815,SITE_0284
21.10083333,-157.3097222,SITE_0285
21.10111111,-157.3105556,SITE_0286
21.10147222,-156.7525,SITE_0287
21.10194444,-157.3102778,SITE_0288
21.10222222,-157.31,SITE_0289
21.10277778,-157.3091667,SITE_0290
21.10333333,-157.3086111,SITE_0291
21.10369444,-156.7493889,SITE_0292
21.10388889,-157.3077778,SITE_0293
21.10472222,-157.3069444,SITE_0294
21.10486111,-156.7479444,SITE_0295
21.10536111,-156.7464444,SITE_0296
21.1056,-157.3071,SITE_0297
21.10622222,-156.7458056,SITE_0298
21.10666667,-157.3063889,SITE_0299
21.10833333,-157.3058333,SITE_0300
21.1094,-157.1378333,SITE_0301
21.11013889,-156.7448889,SITE_0302
21.11102778,-156.7446389,SITE_0303
21.11166667,-157.3113889,SITE_0304
21.11277778,-157.3022222,SITE_0305
21.11388889,-157.30111110000001,SITE_0306
21.11444444,-156.7399444,SITE_0307
21.11455556,-156.7376389,SITE_0308
21.11694444,-157.2994444,SITE_0309
21.12388889,-157.3,SITE_0310
21.125,-157.2983333,SITE_0311
21.1275,-157.2977778,SITE_0312
21.13027778,-157.2961111,SITE_0313
21.13388889,-157.2941667,SITE_0314
21.15819444,-156.7358611,SITE_0315
21.15833333,-156.7372222,SITE_0316
21.15869444,-156.7371389,SITE_0317
21.18277778,-156.9877778,SITE_0318
21.18694444,-156.9847222,SITE_0319
21.195,-156.9833333,SITE_0320
21.19527778,-156.9830556,SITE_0321
21.19577,-157.13592,SITE_0322
21.19663,-157.144,SITE_0323
21.1967,-157.14338,SITE_0324
21.19672,-157.14338,SITE_0325
21.19733,-157.1461,SITE_0326
21.1978,-157.13225,SITE_0327
21.19781,-157.15208,SITE_0328
21.20296,-157.24756,SITE_0329
21.25295,-157.80368000000001,SITE_0330
21.255,-157.8086111,SITE_0331
21.255,-157.8072222,SITE_0332
21.255,-157.8066667,SITE_0333
21.25512,-157.8044267,SITE_0334
21.25583333,-157.8108333,SITE_0335
21.25611111,-157.8016667,SITE_0336
21.25694,-157.798,SITE_0337
21.25694,-157.797,SITE_0338
21.25714,-157.79661,SITE_0339
21.25722222,-157.7969444,SITE_0340
21.25722222,-157.7966667,SITE_0341
21.2575,-157.818,SITE_0342
21.2575,-157.817,SITE_0343
21.2575,-157.7963889,SITE_0344
21.25762,-157.81768,SITE_0345
21.25777778,-157.8175,SITE_0346
21.25888889,-157.8191667,SITE_0347
21.259084,-157.7905523,SITE_0348
21.26111111,-157.7113889,SITE_0349
21.26125,-157.78671,SITE_0350
21.26138889,-157.8213889,SITE_0351
21.26138889,-157.7866667,SITE_0352
21.26222222,-157.8216667,SITE_0353
21.2625,-157.8216667,SITE_0354
21.26278,-157.822,SITE_0355
21.26305556,-157.7836111,SITE_0356
21.26333333,-157.8216667,SITE_0357
21.26361,-157.822,SITE_0358
21.26388889,-157.8222222,SITE_0359
21.26625,-157.71035,SITE_0360
21.26638889,-157.7102778,SITE_0361
21.26644,-157.71021,SITE_0362
21.26667,-157.848,SITE_0363
21.26722222,-157.7783333,SITE_0364
21.26916667,-157.7766667,SITE_0365
21.26944,-157.777,SITE_0366
21.26972222,-157.7766667,SITE_0367
21.27,-157.8230556,SITE_0368
21.27056,-157.775,SITE_0369
21.27108,-157.69673,SITE_0370
21.27111111,-157.8233333,SITE_0371
21.27111111,-157.8227778,SITE_0372
21.27222222,-157.8233333,SITE_0373
21.27497222,-157.8252778,SITE_0374
21.275278,-157.8475,SITE_0375
21.27547222,-157.8259722,SITE_0376
21.27611,-157.761,SITE_0377
21.27611,-157.76,SITE_0378
21.27611111,-157.7608333,SITE_0379
21.27611111,-157.7263889,SITE_0380
21.27666667,-157.7094444,SITE_0381
21.2770904,-157.7494555,SITE_0382
21.27722222,-157.8313889,SITE_0383
21.27805556,-157.7469444,SITE_0384
21.27806,-157.709,SITE_0385
21.27861,-157.746,SITE_0386
21.27861111,-157.71,SITE_0387
21.27888889,-157.7444444,SITE_0388
21.27889,-157.71,SITE_0389
21.27909,-157.7441,SITE_0390
21.27916667,-157.7094444,SITE_0391
21.27934111,-157.8317628,SITE_0392
21.28028,-157.743,SITE_0393
21.28083333,-157.8375,SITE_0394
21.28083333,-157.7319444,SITE_0395
21.28083333,-157.7291667,SITE_0396
21.28111,-157.678,SITE_0397
21.28111111,-157.84,SITE_0398
21.28111111,-157.7283333,SITE_0399
21.28117,-157.71256,SITE_0400
21.28122222,-157.7286944,SITE_0401
21.28138889,-157.8408333,SITE_0402
21.28166667,-157.7319444,SITE_0403
21.28166667,-157.6775,SITE_0404
21.28194,-157.678,SITE_0405
21.2825,-157.7219444,SITE_0406
21.282967,-157.720671,SITE_0407
21.28297222,-157.7163333,SITE_0408
21.282991,-157.716865,SITE_0409
21.282995,-157.716854,SITE_0410
21.283018,-157.716878,SITE_0411
21.283024,-157.846298,SITE_0412
21.283035,-157.716894,SITE_0413
21.28305556,-157.8455556,SITE_0414
21.28305556,-157.7155556,SITE_0415
21.28311111,-157.7211889,SITE_0416
21.28333333,-157.7208333,SITE_0417
21.28361,-157.721,SITE_0418
21.283889,-157.8472,SITE_0419
21.28417,-157.721,SITE_0420
21.28433333,-157.71875,SITE_0421
21.28438,-157.71872,SITE_0422
21.28527778,-157.8294444,SITE_0423
21.28546,-157.67242,SITE_0424
21.28555556,-157.6727778,SITE_0425
21.2867,-157.8447,SITE_0426
21.2875,-157.8466667,SITE_0427
21.2875,-157.668,SITE_0428
21.28777778,-157.8438889,SITE_0429
21.28777778,-157.6688889,SITE_0430
21.28806,-157.668,SITE_0431
21.28833333,-157.8322222,SITE_0432
21.28861111,-157.8347222,SITE_0433
21.28888889,-157.8347222,SITE_0434
21.289722,-157.85111,SITE_0435
21.290453,-157.664336,SITE_0436
21.29055556,-157.8611111,SITE_0437
21.29083333,-157.8611111,SITE_0438
21.29111,-157.855,SITE_0439
21.29111111,-157.8547222,SITE_0440
21.292999,-157.864871,SITE_0441
21.29305556,-157.865,SITE_0442
21.29355,-157.65847,SITE_0443
21.29401,-157.66082,SITE_0444
21.295833,-158.104167,SITE_0445
21.2961,-158.1058,SITE_0446
21.2961,-158.1035,SITE_0447
21.299276,-157.872292,SITE_0448
21.29944444,-157.8725,SITE_0449
21.299892,-158.063654,SITE_0450
21.3,-157.8725,SITE_0451
21.30027778,-157.8830556,SITE_0452
21.300441,-158.111408,SITE_0453
21.30611111,-158.0277778,SITE_0454
21.306129,-158.027326,SITE_0455
21.31044849,-157.6593761,SITE_0456
21.31139511,-157.660272,SITE_0457
21.31166667,-157.8897222,SITE_0458
21.311745,-157.889491,SITE_0459
21.31333,-157.66,SITE_0460
21.313542,-157.991276,SITE_0461
21.31359696,-157.6603272,SITE_0462
21.31361,-157.661,SITE_0463
21.31603082,-157.6656051,SITE_0464
21.31639,-157.665,SITE_0465
21.31666667,-157.6641667,SITE_0466
21.31667,-157.664,SITE_0467
21.31835862,-157.669574,SITE_0468
21.31888889,-157.9752778,SITE_0469
21.31888889,-157.67,SITE_0470
21.31896,-157.67003,SITE_0471
21.31905464,-157.6702365,SITE_0472
21.31916667,-157.8697222,SITE_0473
21.32588,-157.68182,SITE_0474
21.32595564,-157.6821093,SITE_0475
21.32614,-157.68235,SITE_0476
21.3275,-158.1230556,SITE_0477
21.328119,-158.122122,SITE_0478
21.32998,-157.69129,SITE_0479
21.33013452,-157.6910986,SITE_0480
21.33024,-157.69093,SITE_0481
21.33237889,-157.6933318,SITE_0482
21.33805556,-158.1247222,SITE_0483
21.33884598,-157.6975104,SITE_0484
21.33944444,-158.1269444,SITE_0485
21.342266,-157.700057,SITE_0486
21.34403,-157.7012759,SITE_0487
21.3509,-157.70552,SITE_0488
21.35354248,-157.7066706,SITE_0489
21.35402,-158.13046,SITE_0490
21.35416667,-158.1305556,SITE_0491
21.356466,-158.130901,SITE_0492
21.3575,-157.96,SITE_0493
21.35918,-158.13171,SITE_0494
21.35972222,-158.1319444,SITE_0495
21.35978,-158.13163,SITE_0496
21.36,-157.9688889,SITE_0497
21.36083333,-158.1325,SITE_0498
21.36429,-157.71053,SITE_0499
21.36473,-157.70941,SITE_0500
21.36788,-157.70919,SITE_0501
21.36888889,-157.9619444,SITE_0502
21.37166667,-157.9358333,SITE_0503
21.3752,-158.14061,SITE_0504
21.375919,-158.141644,SITE_0505
21.37694444,-158.1425,SITE_0506
21.37711111,-158.2804444,SITE_0507
21.385018,-157.710111,SITE_0508
21.39,-157.7133333,SITE_0509
21.39083333,-157.7138889,SITE_0510
21.39083333,-157.6991667,SITE_0511
21.39083333,-157.6988889,SITE_0512
21.39166667,-157.715,SITE_0513
21.392222,-157.715,SITE_0514
21.392318,-158.158158,SITE_0515
21.39299,-157.71576,SITE_0516
21.39305556,-158.1588889,SITE_0517
21.39305556,-157.715,SITE_0518
21.39333333,-157.7152778,SITE_0519
21.39555556,-157.7219444,SITE_0520
21.395556,-157.722778,SITE_0521
21.39568,-157.72218,SITE_0522
21.39666667,-157.7247222,SITE_0523
21.39805556,-157.7269444,SITE_0524
21.39806,-157.726,SITE_0525
21.40166667,-157.7352778,SITE_0526
21.405,-157.7383333,SITE_0527
21.405233,-158.178219,SITE_0528
21.405658,-157.739077,SITE_0529
21.40583333,-157.7388889,SITE_0530
21.4075,-157.7416667,SITE_0531
21.40947,-157.7412,SITE_0532
21.41083,-157.784444,SITE_0533
21.41111111,-158.1775,SITE_0534
21.41305556,-157.7858333,SITE_0535
21.41305556,-157.7855556,SITE_0536
21.4132129,-157.7860341,SITE_0537
21.41559,-158.17828,SITE_0538
21.416119,-157.781489,SITE_0539
21.418333,-157.744167,SITE_0540
21.418648,-157.744207,SITE_0541
21.42305556,-157.7647222,SITE_0542
21.423614,-157.781356,SITE_0543
21.42416667,-157.8,SITE_0544
21.425,-157.7913889,SITE_0545
21.42527778,-158.1794444,SITE_0546
21.42972222,-157.7919444,SITE_0547
21.43055556,-157.7916667,SITE_0548
21.431218,-158.183446,SITE_0549
21.431639,-157.782083,SITE_0550
21.43305556,-157.7902778,SITE_0551
21.4335419,-157.7867593,SITE_0552
21.43361111,-157.7869444,SITE_0553
21.435107,-157.7871975,SITE_0554
21.4355826,-157.7894067,SITE_0555
21.43861111,-157.7644444,SITE_0556
21.439642,-157.782224,SITE_0557
21.4417,-158.19027,SITE_0558
21.4425,-158.37222,SITE_0559
21.44277778,-158.1894444,SITE_0560
21.44293,-158.18954,SITE_0561
21.44305556,-157.8116667,SITE_0562
21.44333333,-158.3711111,SITE_0563
21.44388889,-157.8102778,SITE_0564
21.444085,-158.189623,SITE_0565
21.44416667,-157.7366667,SITE_0566
21.44444444,-157.7363889,SITE_0567
21.447035,-157.781981,SITE_0568
21.45099,-157.77782,SITE_0569
21.45166667,-157.7769444,SITE_0570
21.45305556,-157.8155556,SITE_0571
21.45305556,-157.7747222,SITE_0572
21.45361111,-157.7741667,SITE_0573
21.45388889,-157.7411111,SITE_0574
21.454,-157.818,SITE_0575
21.45402778,-157.818,SITE_0576
21.45638889,-157.7688889,SITE_0577
21.45666667,-157.7688889,SITE_0578
21.4575925,-157.8254332,SITE_0579
21.45888889,-157.8319444,SITE_0580
21.45916667,-157.8319444,SITE_0581
21.45972222,-158.4083333,SITE_0582
21.46,-158.2072222,SITE_0583
21.46,-157.8397222,SITE_0584
21.46138889,-157.7636111,SITE_0585
21.46305556,-158.3930556,SITE_0586
21.4647542,-157.8255322,SITE_0587
21.46694444,-158.4055556,SITE_0588
21.4720562,-157.8255076,SITE_0589
21.47309,-158.2196,SITE_0590
21.47803,-158.22237,SITE_0591
21.47833333,-158.2230556,SITE_0592
21.4800931,-157.8253327,SITE_0593
21.48527778,-157.8483333,SITE_0594
21.4880978,-157.8253362,SITE_0595
21.489,-158.23014,SITE_0596
21.49848,-157.85132,SITE_0597
21.50854,-157.83962,SITE_0598
21.51277778,-157.8361111,SITE_0599
21.51543,-157.83638,SITE_0600
21.5175,-157.8366667,SITE_0601
21.52583333,-157.835,SITE_0602
21.53555556,-157.8397222,SITE_0603
21.53715,-158.23157,SITE_0604
21.54222222,-157.8427778,SITE_0605
21.54508,-157.84554,SITE_0606
21.54664,-158.2408,SITE_0607
21.54833333,-157.8466667,SITE_0608
21.55,-157.8466667,SITE_0609
21.55472222,-157.8508333,SITE_0610
21.55666667,-157.8752778,SITE_0611
21.55805556,-157.8588889,SITE_0612
21.55861111,-157.8666667,SITE_0613
21.56527778,-157.875,SITE_0614
21.576275,-157.880333,SITE_0615
21.57805556,-157.8833333,SITE_0616
21.57888889,-158.2322222,SITE_0617
21.58,-158.1572222,SITE_0618
21.580212,-157.885756,SITE_0619
21.581666,-158.195,SITE_0620
21.5817,-158.1944,SITE_0621
21.5822,-158.1931,SITE_0622
21.5825,-158.1922222,SITE_0623
21.58277778,-158.17611110000001,SITE_0624
21.5828,-158.1897,SITE_0625
21.58333333,-158.1405556,SITE_0626
21.583423,-158.140584,SITE_0627
21.586568,-157.887554,SITE_0628
21.58833333,-158.1194444,SITE_0629
21.59083333,-158.1105556,SITE_0630
21.593723,-157.894201,SITE_0631
21.59416667,-158.1083333,SITE_0632
21.59631,-158.104,SITE_0633
21.600052,-157.897281,SITE_0634
21.60055556,-158.1033333,SITE_0635
21.603639,-157.899292,SITE_0636
21.6075,-157.907222,SITE_0637
21.61333333,-158.0947222,SITE_0638
21.615079,-157.912711,SITE_0639
21.61888889,-158.0852778,SITE_0640
21.62138889,-158.0822222,SITE_0641
21.623297,-157.916721,SITE_0642
21.626477,-157.920714,SITE_0643
21.62736944,-158.0750083,SITE_0644
21.62898056,-158.07365,SITE_0645
21.63003056,-158.0729306,SITE_0646
21.631422,-157.920778,SITE_0647
21.63368611,-158.0700472,SITE_0648
21.639561,-157.918173,SITE_0649
21.64,-158.0638889,SITE_0650
21.64583333,-158.0638889,SITE_0651
21.6472186,-157.9175599,SITE_0652
21.647332,-157.917659,SITE_0653
21.648509,-157.913619,SITE_0654
21.648609,-157.92228,SITE_0655
21.649267,-158.063359,SITE_0656
21.650337,-158.062772,SITE_0657
21.650776,-158.062494,SITE_0658
21.65129,-157.925055,SITE_0659
21.651678,-158.062029,SITE_0660
21.65277778,-158.0613889,SITE_0661
21.654665,-157.928447,SITE_0662
21.6547963,-157.9284068,SITE_0663
21.65527778,-158.0616667,SITE_0664
21.657563,-157.927893,SITE_0665
21.66,-158.0572222,SITE_0666
21.662068,-157.930455,SITE_0667
21.66333333,-158.0536111,SITE_0668
21.66472222,-158.0522222,SITE_0669
21.665341,-158.051759,SITE_0670
21.66819,-157.936841,SITE_0671
21.66861111,-158.0461111,SITE_0672
21.67111111,-158.045,SITE_0673
21.6719135,-157.9365486,SITE_0674
21.672932,-158.04243,SITE_0675
21.673,-157.935645,SITE_0676
21.675,-158.04,SITE_0677
21.678203,-157.940574,SITE_0678
21.68083333,-158.0380556,SITE_0679
21.68083333,-158.0377778,SITE_0680
21.68194444,-158.0330556,SITE_0681
21.68388889,-158.0316667,SITE_0682
21.68444444,-158.0313889,SITE_0683
21.684603,-157.945256,SITE_0684
21.691386,-158.022107,SITE_0685
21.692712,-158.020842,SITE_0686
21.694194,-158.018205,SITE_0687
21.695355,-158.016833,SITE_0688
21.695844,-158.011694,SITE_0689
21.695985,-158.012362,SITE_0690
21.696829,-158.015695,SITE_0691
21.699276,-158.003201,SITE_0692
21.699366,-158.009011,SITE_0693
21.7,-158.001218,SITE_0694
21.700131,-158.005441,SITE_0695
21.700168,-158.009487,SITE_0696
21.7002,-158.008143,SITE_0697
21.70138889,-157.9997222,SITE_0698
21.70472222,-157.9902778,SITE_0699
21.70527778,-157.9972222,SITE_0700
21.70527778,-157.9930556,SITE_0701
21.707885,-157.986006,SITE_0702
21.709067,-157.977845,SITE_0703
21.709496,-157.984404,SITE_0704
21.709676,-157.975798,SITE_0705
21.709813,-157.980322,SITE_0706
21.70984,-157.972708,SITE_0707
22.71677778,-157.8929167,SITE_0708
