sample_id,fetch_mean_km,fetch_min_km,fetch_N_km,fetch_NE_km,fetch_E_km,fetch_SE_km,fetch_S_km,fetch_SW_km,fetch_W_km,fetch_NW_km
M125,51.15992476684376,1.7228518648222089,7.7036339962692,18.52695021366558,21.958980622728472,15.397068997508319,1.7228518648222089,300,19.65266196423129,24.317250475524997
M126,7.724766477676482,0.20672475717100314,0.4506062088436447,15.575818940304684,20.93850664051308,22.838104400485683,1.2216650311928243,0.28857367798158456,0.20672475717100314,0.2781321649193542
M127,7.924119126706324,0.20758192612430312,4.532035806199536,16.88701416931046,21.546096946806298,18.61969443664117,0.33335294987028463,0.20758192612430312,0.262262494316441,1.0049142843820962
M128,7.716918434146,0.1494328938506078,0.2488641133951023,15.541783612877484,20.95775057329994,23.20291462375927,1.272394637176767,0.20859813976808564,0.1494328938506078,0.15360887904074397
M13,14.78786999128481,0.13647772769407468,12.009839355645235,24.672879822446905,49.92383474619209,0.6169729198156295,0.15804766094870865,0.13647772769407468,0.24782997713971416,30.53707772039612
M130,13.194669519253639,0.30508076065498074,6.634620541183744,17.342577785161826,21.33768061028246,17.063785535440378,1.7532165269860998,20.481480689527228,20.638913704792387,0.30508076065498074
M135,56.029388406614515,0.10522783719515429,12.781609130219556,25.382304914698043,49.838710401790216,29.0152157837468,0.10522783719515429,300,0.1650047354705166,30.94703444979584
M136,50.96651532763493,0.1213939532408399,0.8544417937071994,35.3650024095192,42.14861448486289,14.167184062423125,0.3131429965258576,14.762342920800329,300,0.1213939532408399
M141,56.10508966744822,1.123336768702604,23.352778487632982,33.73455579689885,45.31508128293452,16.713021579630304,1.123336768702604,15.668405244876816,300,12.933538178909672
M142,49.17843754106216,0.10416059733295885,34.23273790286574,41.22449650975332,16.094589881578113,1.0217226071516026,300,0.6235713769453396,0.1262214528701734,0.10416059733295885
M143,86.5992091106556,0.1463188162791723,34.2592787584858,41.27149546473979,15.959057239524787,0.9802139689194079,300,300,0.1773086372957332,0.1463188162791723
M147,13.763321788479486,0.12528436479908403,0.13745942807057873,0.43357927246394407,24.93299150713731,42.53359895312462,23.99437111510802,17.700109177809463,0.2491804893228691,0.12528436479908403
M148,86.58903879537944,0.21754924822204028,34.30820177817438,41.366822861941245,15.660621954505913,0.8509873663513164,300,300,0.3081271538406145,0.21754924822204028
M15,91.58344422143837,0.3909187130437129,300,0.3909187130437129,15.273826603154884,42.79796885377094,38.074207051510456,23.592176980463716,12.538455569563201,300
M150,58.626483372279885,1.4048762592346946,12.7836497923797,19.761335885073706,53.957781914028224,1.4048762592346946,35.300975878212135,300,17.437314974956564,28.365932274354044
M151,55.99195134392127,0.34246766429062236,12.357901058867574,19.81046519553774,53.05103726264962,9.269410293762549,35.59146945262328,300,17.512859823638806,0.34246766429062236
M153,51.15124671170289,0.19148667017179818,24.53208542042086,15.686716767450466,8.79315362103877,0.19148667017179818,21.869781150826718,300,23.344583425103803,14.792166638610704
M154,13.246421668106489,0.17804771444802672,0.1953502900111489,0.6161806273125433,26.291126190309065,42.602502046694624,18.78412468716735,16.949919255900586,0.35412253300857266,0.17804771444802672
M155,14.29450528832046,0.2295767362869214,0.2518868728671223,0.7945102683298139,24.6021818457857,42.432395631125516,27.72765856531402,17.86122278854672,0.45660959830787035,0.2295767362869214
M16,90.09070630816817,2.168582885754993,12.181536367593333,23.80214634384167,50.38130238350888,3.555860847788686,300,300,2.168582885754993,28.636221636857762
M162,13.288658034048698,0.12081731691677124,23.764298386334907,18.5059509679767,62.861335985659736,0.1636402519862671,0.12081731691677124,0.16409806442785577,0.17876721175061538,0.5503560873367263
M164,94.33547670471607,5.824097339996021,12.991245491830167,26.0998182340251,49.79767215990892,28.63777122003104,300,300,5.824097339996021,31.333209191937303
M167,46.732143514382116,0.16096557586081325,0.16096557586081325,0.3347863047832947,300,20.22140874817853,21.719842948898208,0.3014335197807736,9.11978109899955,21.99892991855579
M169,86.494134675986,0.3181737678244111,8.915406381327193,0.3181737678244111,300,14.130675587570922,300,27.216699730920475,30.566916882647316,10.805205057597716
M171,10.607008418939817,0.11376085200347336,15.868118807850406,14.910753039725007,18.029016622044377,0.11376085200347336,16.028654872542248,0.12686539437622366,0.5709775975878584,19.207920165388934
M172,58.134676192089245,1.983246574796154,24.588347210269887,16.64343386984769,61.120227188652265,24.46809014922973,24.234031463743186,300,1.983246574796154,12.040033080175034
M176,14.804403161731617,0.28785437759481575,24.42101998817548,16.36567421681161,60.543068619290366,1.6017941663686304,0.34507500802399593,0.28785437759481575,2.3816497921955304,12.48908912539251
M177,14.546182389242006,0.1049384168535471,24.467348615579773,16.778331173701023,61.14197414967534,0.14213317606414758,0.1049384168535471,0.1552566089942094,1.7985159707408165,11.780961002327183
M178,14.505471343105555,0.1775181798725389,23.777175699659622,17.16441976112462,61.38602931966877,0.24043837777373056,0.1775181798725389,0.2626385214129172,1.4518332011606545,11.583717684171582
M179,14.52203191613754,0.13995641077449544,24.194618917620275,16.924532242666274,61.219091010003,0.18956307680589451,0.13995641077449544,0.20706580483439477,1.6689065020562848,11.6325213643397
M18,50.83431588524249,0.13912537585466633,24.565237955744845,15.62809563135528,8.390765416390728,21.201593426784594,21.692355894698295,300,0.13912537585466633,15.057353381111522
M180,16.479535641334337,0.12079833647875367,23.80511027915776,18.484675040643708,62.90399988936214,0.12079833647875367,25.607682734176052,0.13195188212346698,0.19174799595295916,0.5903189727798491
M181,53.609873251724544,1.3004783370406368,1.3004783370406368,35.765433056217255,42.01408966279495,13.974728644763296,2.8478835849030877,14.464350107381502,300,18.512022620695607
M182,11.414815379573213,0.11883048873068765,0.11883048873068765,0.13404600908534933,11.151586418306339,61.484770341075375,16.5881396725527,0.9251918367871222,0.6907825000319863,0.225175770016137
M183,56.50498334438368,1.4026986381821334,25.83567103784904,35.90830886423702,41.89821646065673,13.792768932481355,1.4026986381821334,14.378860524664344,300,18.823342296998824
M184,17.611029262619446,0.24704441652212988,3.1054113387651743,16.75561369631765,21.780938995479957,18.632885463797674,42.21564275995036,16.425252954690457,21.72544447543216,0.24704441652212988
M185,51.639047427794395,0.14155754210741725,0.2986228081369773,0.6079252142731982,6.92190822802065,43.798235588107076,39.02078219764167,22.323347844068152,0.14155754210741725,300
M186,47.85319792654856,0.10948861902224655,0.7367886340352706,0.10948861902224655,46.757065647696145,0.13862049934724077,7.09955043334933,16.667281055557098,300,11.316788523381144
M189,94.27400932282889,5.668909003298846,12.910746785272844,25.83440918484685,49.805384189943084,28.7775462041022,300,300,5.668909003298846,31.195079215167276
M19,91.52913892639754,1.169844320611741,300,1.169844320611741,15.802775899666827,42.83438893019013,37.503707695216875,23.008335635457026,11.91405893003766,300
M190,57.05525360471696,8.031348294775933,20.870239347752182,32.16114216050039,47.21791126494016,19.813312899371613,8.031348294775933,17.527076989142916,300,10.82099788125246
M191,51.487977366256075,0.1055573430728866,0.17205021752091124,36.279294524013714,41.14683874424396,12.601182909786004,0.9273828377625905,0.1055573430728866,300,20.671512353648556
M192,49.975136272566566,0.2830312862282303,1.7222267647590488,16.44056306660388,21.718623175484478,0.2830312862282303,300,16.08593495231858,22.011994722048986,21.538716213089316
M193,56.55113991490813,1.1665866514109076,26.719745758737904,36.241164582372726,41.13372829712694,12.871218504173367,1.1665866514109076,14.055318185887812,300,20.221357339555365
M194,48.92673013407028,0.12720974376964927,300,0.18255702631868923,11.015324197359616,61.43219082816065,16.739916121776215,1.0973333924936073,0.8193097626838135,0.12720974376964927
M195,51.7895577055919,0.39584633825300264,0.8231274859802797,0.9285239473710948,12.989816217747983,61.37485589853943,0.39584633825300264,23.239785832125516,300,14.564505924717933
M196,53.75034308242926,1.1779104722714984,1.1779104722714984,1.705335023268713,13.092532611475558,61.03794156193336,15.042640707314014,23.06692806816404,300,14.879456215006918
M197,7.596451815802207,0.17061246986605694,0.6513551416969858,15.762860951928483,21.048285356952228,21.71930266706531,0.9365502196191811,0.23816338503663537,0.17061246986605694,0.24448433425277852
M198,14.97627795506775,0.3721084172045812,0.9575045835901983,16.12949471695512,21.286932108229376,19.93061793648761,0.3721084172045812,15.887242423412346,24.434689364834107,20.811634089828665
M199,54.984452754249276,0.11062336357292318,19.908263949512037,31.92627940791733,47.89125052949623,21.123490164130832,0.1945545035628602,18.721160115801965,300,0.11062336357292318
M200,10.326552499221378,0.10992207375040744,0.14193019423121586,15.354573461852162,20.742406732734644,23.89749306684831,1.7097500838134438,0.39361273560316407,0.10992207375040744,20.262731644937677
M201,14.70244963957011,0.1747928176727947,27.712772405098658,36.751284001350164,37.352014185813836,11.807172196304391,3.2649207677845844,0.1747928176727947,0.1929891892831074,0.3636515532533529
M202,15.302737801216512,0.1519062796490775,0.16307476953603328,0.47865841783610635,12.22410269640258,44.232073722039104,39.54153462846065,25.315850993496486,0.31470090231206266,0.1519062796490775
M203,7.9828082366308815,0.20639889936828898,4.964611457983963,17.068346142104453,21.474939576674135,18.368476959407705,0.3314531435323879,0.20639889936828898,0.260767838429776,1.187471875546346
M204,7.700378852826029,0.15001820620812942,0.3014135606810451,15.568975278293955,20.972588930071097,22.99152113784198,1.2230540150161833,0.209415195945149,0.15001820620812942,0.1860444985506936
M205,125.99941065057587,0.9075790395955555,300,300,2.2281840407698184,40.48769569915232,39.60993506579427,24.761891359294985,0.9075790395955555,300
M207,103.8361118066006,0.15538339055364486,12.14567863611877,16.107356245480872,0.15538339055364486,167.13189747191242,15.487777855992316,300,300,19.660800852746775
M208,122.7946084559956,1.4630667508139334,3.6025512575916947,17.24794475553473,13.89383867862099,46.14946620540342,300,300,300,1.4630667508139334
M211,85.90336984815181,0.32126409926972166,4.9057375237131495,0.8043634167946349,300,14.453534296230826,300,0.32126409926972166,58.47831964757433,8.263739801631797
M212,122.37445987997755,0.14724120977713914,300,15.610075171881638,57.81994124938466,3.3895245106074827,2.028896898169536,0.14724120977713914,300,300
M213,159.69628947869384,1.307400668582879,300,16.198980200720982,57.53936086572625,2.524574094520717,1.307400668582879,300,300,300
M214,192.2870659969203,1.1582349647205326,300,16.97590085721325,20.162392153428517,1.1582349647205326,300,300,300,300
M216,5.134692326472763,0.10541719706739422,0.17911343151610346,16.74163430436016,21.648658304799,1.5789839303093027,0.42111899673752484,0.2749367294633586,0.1276757175292587,0.10541719706739422
M217,4.972031153686906,0.1684654850261286,6.1330989974290135,17.277759032142257,11.827659006658708,0.2700415181809215,0.1684654850261286,0.2131494406843545,1.2748503200015984,2.611225429372267
M218,154.69513739025322,0.4732854864704423,0.4732854864704423,16.982447072798387,19.313452243178965,0.7919143195778916,300,300,300,300
M219,4.847807085896141,0.15943635256541894,4.708771545615047,17.214870661830496,13.216368052752806,0.25556828268619675,0.15943635256541894,0.20172541199666624,0.9005247504425934,2.125191629279909
M22,57.59616208865362,0.2839983186694576,24.721437741250266,16.608060493142254,61.23914865890553,0.2839983186694576,24.047484200809617,300,21.332252134050474,12.536915162401359
M220,117.33107632744249,0.10306426250142976,0.10306426250142976,16.934230077807225,20.2399642526824,1.2415210524487021,0.12983097410015762,300,300,300
M222,49.033973767057695,0.16956003654866408,7.010336258469615,0.16956003654866408,300,15.089445303837667,0.35937832889240234,2.140770393150585,57.7359112449484,9.766388570614215
M223,6.134998366399609,0.15850718690501525,0.15850718690501525,0.26328182091723584,0.9610962078229058,17.640724100727347,11.344042976643424,17.45036655571696,1.0668029907748569,0.1951650916891269
M224,48.24228793758365,0.1900188564949367,11.735839772510808,0.1900188564949367,300,19.284077325321437,23.670704796383625,0.48142871595181835,14.272121142548626,16.30411289145795
M225,118.20348707582801,0.163020040861913,300,300,0.8371139041661517,15.822395239966028,11.690889174154494,17.114478247475475,0.163020040861913,300
M226,154.64220102212673,0.6163569168595007,0.7588466444220394,16.981737634977904,18.78066698075435,0.6163569168595007,300,300,300,300
M227,5.241743019330513,0.15545182979373007,0.264126835511066,16.50736956202332,21.674084994317848,1.8607840473588384,0.7767401275006123,0.5071117473976035,0.18827501074108294,0.15545182979373007
M228,154.64220102212673,0.6163569168595007,0.7588466444220394,16.981737634977904,18.78066698075435,0.6163569168595007,300,300,300,300
M23,128.82492183553194,10.980641639669425,300,300,17.916243394900928,42.292342396337084,37.20621589375892,22.203931359589188,10.980641639669425,300
M230,84.69255545096651,0.12598802589392288,0.12598802589392288,16.345305243305518,57.352350337558306,2.2172956753063935,1.0572511940808036,0.44225313158718355,300,300
M231,42.10115540439059,0.1007074442846361,7.239143836051226,17.36834253367623,7.753641823888989,0.12758743846290305,300,0.1007074442846361,0.6760134247755631,3.5438067339851855
M232,10.586946592839372,0.12669429299107274,15.666485859238078,15.028581833688847,18.258017004846362,0.12669429299107274,15.946530688444618,0.1412886872984163,0.33738033611502033,19.190594040092556
M233,4.961615826428781,0.1738042765134014,6.665677688566502,17.341805707932412,10.463391241489095,0.27859932667352955,0.1738042765134014,0.21990429862606767,1.47613971432962,3.0736043572996166
M234,187.88811129690683,0.6821287903870406,300,1.5966033755531943,0.826158209314337,0.6821287903870406,300,300,300,300
M236,104.47475008859621,0.17195608800789342,15.608563194186893,15.200859287823567,0.17195608800789342,169.72383149966586,15.793067645249888,300,300,19.299722993835527
M237,8.50216450695152,0.17750099666381391,15.253028813053854,14.127072009662855,18.64057230944419,0.3889220908318306,0.26459809646289795,0.17750099666381391,0.2387752396996366,18.926846499793072
M238,7.473064174324827,0.33152927419031036,0.33152927419031036,0.5506730180540599,2.149801403638441,16.378773958517304,11.225565900139511,17.103938249827717,11.63602965025406,0.4082019399772165
M239,7.290351676570452,0.12016930173803121,0.12016930173803121,0.1996022590377514,2.5860118127579335,15.754122671961715,11.548753273060079,17.1099328638233,10.856260413707815,0.14796081647699555
M24,89.37088611925972,0.11458165928150993,11.74260987875564,23.685893846554038,50.309304204357204,0.28525112942419073,300,300,0.11458165928150993,28.829448235705172
M240,48.78224320829637,0.1724845480667427,6.403918993777595,1.9127650906057017,300,14.701269700022143,0.1724845480667427,0.5134017844471201,58.23905664071255,8.315048908739117
M241,10.982159415488411,0.1092373659050653,10.142309171038214,13.041728977544901,28.06695528277848,0.12624067436785852,19.38648773348611,0.1092373659050653,1.146970080889878,15.837346037896786
M242,122.42311316286613,0.27305217138572735,300,15.44341207065775,57.86875322977384,3.610218678845119,2.1894691522666254,0.27305217138572735,300,300
M243,8.507325956787984,0.23582992300437763,15.534554083691445,14.873518761238424,16.75908817259781,0.40014990582775134,0.23582992300437763,0.28590309937472763,0.4308205751106143,19.538743133458723
M247,7.290905401728231,0.12134060367988422,0.12134060367988422,0.2015478017868542,2.68815815016476,15.730711157690378,11.556844265734311,17.08679777427794,10.792440455459175,0.1494030050325406
M248,82.6740006312091,0.11248672368342523,8.85237944671372,0.5109886669187208,300,13.963136461299289,300,27.2861983217814,0.11248672368342523,10.666815429276179
M249,84.01546356192166,1.1076957995465526,9.634576156747062,7.174224459451135,300,15.096312322707245,300,1.1076957995465526,27.33749314822431,11.77340660869696
M25,126.56627159297639,0.14274027880409268,300,300,0.14274027880409268,42.286571904548346,37.14520142639335,22.12030181255742,10.83535732150788,300
M252,48.17032124525649,0.31752262354125554,11.804128744278103,0.31752262354125554,300,19.348516478105175,23.502323504164814,0.34734255762884103,13.696747841581702,16.34598821275202
M253,46.718657803835825,0.16354820908699186,0.16354820908699186,0.3932843652965876,300,20.239206444088087,21.664056514931378,0.30626990929795217,8.991500545999385,21.991396441986247
M254,122.79651226581716,0.18391665119398384,0.18391665119398384,14.630973036391142,58.82004172725394,5.406380723845529,3.330785987852607,300,300,300
M258,7.44740327256856,0.20027630336866808,10.504572305792943,11.621469131716173,0.2651075271309819,0.20027630336866808,0.2294442943711765,0.7079482030947001,21.276935065965866,14.77347334910797
M259,103.9618359124472,0.12498591933817378,15.881662876227871,14.95362270120869,15.803081097006913,168.91893190477964,16.012402801016346,300,300,0.12498591933817378
M26,57.55842881932575,0.1852060840946308,24.685205751768315,16.62293071656907,61.21372860265814,0.1852060840946308,24.173319183165674,300,21.214950725888833,12.372089490461335
M261,44.35615391811258,0.15573656026495156,10.80514496422792,12.170297246424303,0.15573656026495156,16.683636863476096,300,0.174186638444963,0.2725801489248406,14.587648923137609
M262,42.42243867334047,0.11488702466257382,0.16117245802283287,16.824974794972032,20.367306206334966,1.4277849947684222,0.2924509327313863,0.1909329752315888,0.11488702466257382,300
M263,5.185021472319267,0.13961531348211625,0.23721915005985647,16.632379629330437,21.64175165708561,1.6952665637027726,0.5837384278704413,0.3811063748349326,0.16909466218797026,0.13961531348211625
M264,4.710438216549718,0.11181316763379788,1.5621005224334077,17.027855932557905,17.47065122231422,0.30016761566986544,0.14467981238570066,0.11181316763379788,0.14686331075197084,0.919374148650871
M265,8.263048790584385,0.21001351841539145,11.361353791133967,13.558277913094342,21.664258167215042,0.3277953571135733,0.21001351841539145,0.2715006106475789,0.3746761958237039,18.336514771231485
M266,154.69722839086427,0.14754362558759748,0.14754362558759748,17.049066281519572,19.874052494011238,0.5071647257956977,300,300,300,300
M268,67.86222522735397,0.12323115721379872,10.86955838730419,13.216680366095032,25.873016681382083,174.52507151624695,17.856276217384263,300,0.12323115721379872,0.433967493205432
M269,89.95420345304319,0.32435871739040495,7.559055784807075,0.32435871739040495,300,14.749043922254126,300,28.873520249452636,57.85911864365684,10.26853030678442
M27,57.842403713329645,1.6121862649787218,14.78272683427995,27.08225071044749,49.46681677946506,26.533005221958053,1.6121862649787218,300,38.497812770174235,4.764431125333651
M270,118.46749511844918,0.4320081007456174,300,300,2.6422017418255566,15.820855882766866,11.695886560860556,17.149008661394845,0.4320081007456174,300
M271,4.727084382363323,0.10048104702169075,2.063729080300778,17.054562200635946,16.764871688690736,0.20846831224912304,0.10048104702169075,0.10778720644673306,0.3021679237305652,1.2146075998310144
M273,9.044433833359514,0.10635103675519553,0.12320813713921235,0.4818290623459035,59.01527183495427,7.311932910264461,4.5563205893053675,0.5675535929144869,0.193003503197222,0.10635103675519553
M274,10.456876037339415,0.14690492681693285,0.40271595087321477,13.85185318119515,58.878599041402225,6.093940525196638,3.8017066901894285,0.32706263724416024,0.14690492681693285,0.15222534579757097
M275,87.13575614936869,0.3852236021796757,8.34155797712691,0.3852236021796757,300,14.519729227044827,300,27.91516487423572,35.25913138033066,10.665242134031732
M276,117.25205532763648,0.10158902025894731,0.29930197551939636,16.987043381286437,19.685224257786526,0.943283986240566,300,300,300,0.10158902025894731
M277,8.964546228456229,0.20684271824616007,12.033927897343412,16.376908993653682,1.6461451908255695,0.5431209579035329,0.5000464502382093,20.288098427916594,0.20684271824616007,20.12127919152266
M278,89.94324023935985,0.2688366612809872,7.455439228013623,0.2688366612809872,300,14.764185018518635,300,29.010934142533916,57.85550485246535,10.191022012066291
M279,6.390698746689984,0.15112765298980674,10.744904897583183,13.098504117209634,26.097572738482384,0.29448672965934747,0.15498959772894158,0.15112765298980674,0.34046930956747384,0.24353493029910028
M28,8.41432854200182,0.14412071588309483,24.23823899192037,16.594139295941897,6.111939964059391,0.26456077581238013,0.14412071588309483,0.16575908964106856,0.62770190946199,19.16816759329438
M282,49.441552797429296,0.43943494416214524,6.908767430543899,2.929417540984241,300,15.205904337956625,0.43943494416214524,2.6176573336462057,57.759702744071724,9.671538048069513
M283,7.291371581570626,0.12238752844789996,0.12238752844789996,0.20328675296394214,2.593812630273984,15.750750212227734,11.546531305412762,17.107135017866383,10.856377153626642,0.15069205174566455
M284,11.986850393384776,0.5240240824148059,12.47178470593458,16.626878811905353,0.7962850005397341,23.691275445922106,20.138741000056267,0.7033089500383172,0.5240240824148059,20.94250515026704
M286,69.9287139777613,0.3738216438470408,10.816166160305961,13.585841190694449,25.37115995041956,174.05307627536797,17.736082222851923,300,0.3738216438470408,17.493564378603484
M288,44.35131220340043,0.13419674186385236,10.824348767109216,12.178520845843103,0.13419674186385236,16.68303106969568,300,0.1544105671689709,0.24163308833667543,14.594356547185962
M289,42.73747172689942,0.10192686643253546,0.14299093957524747,16.47212942303459,21.814062994293053,2.013035313627529,0.8536901744571515,0.5019381037752616,0.10192686643253546,300
M29,15.326924510276342,0.16246168882411438,16.52493776836572,30.12927805680905,49.54779223270633,25.063647756383574,0.7017441071220674,0.1865638781784752,0.16246168882411438,0.29897059382140717
M290,102.14796077880034,0.8321922400452952,15.426226799575613,14.456366104562129,0.8699932938753627,169.83680786442534,15.762099927918985,300,300,0.8321922400452952
M292,47.8388756188488,0.2851745060295798,0.2851745060295798,300,0.7202771712722024,3.0193711250152298,4.877862007037736,16.311144409084854,55.043270772006245,2.4539049603445973
M293,84.97090740481677,0.22763562491122474,300,300,0.27874463264539373,2.877493284704157,4.80109274500655,16.347141323152158,55.23515162811463,0.22763562491122474
M294,30.395960018234945,0.11464539595530368,10.885884170429316,13.227367835002678,25.793764416147607,174.45545849972447,17.818143309202046,0.37588276886849464,0.11464539595530368,0.4965337505496433
M295,89.97983066857284,0.5637782122662649,7.63408586954698,0.5637782122662649,300,14.82718256587828,300,28.795921826569064,57.74507135476114,10.272605519561088
M296,7.428921175667711,0.16828612631518516,10.399645225056913,10.959821535261515,0.21811899775464552,0.16828612631518516,0.2618505711429752,1.4143968830239328,22.616318864721688,13.392931202064837
M297,89.9271634532872,0.11179259071390586,8.06873777838517,0.11179259071390586,300,14.924801894061247,300,28.259109113291988,57.54925468106766,10.50361156877767
M298,90.00756641030671,0.7692886256306756,7.782091852661222,0.7692886256306756,300,14.851252663168871,300,28.610873900388636,57.690400247706684,10.356623992897612
M299,102.08237896670161,0.26053797047410626,15.507743837953544,14.48792877774419,0.26053797047410626,169.7802801420455,15.752007860528305,300,300,0.8705331448672298
M30,10.821208079620433,0.10059577338896035,24.73035072441073,16.636470436629317,6.912834365733317,0.16055647933918527,21.155465590312147,0.10059577338896035,0.38093934502615595,16.492451922123657
M300,122.73865649694372,1.6467365317087335,4.1519631405984985,17.331204188951265,12.760632686311961,46.01871542797924,300,300,300,1.6467365317087335
M31,54.97199568595477,0.1196757822287036,24.80017358853854,16.59498238573387,61.31991833673941,0.38627259986909823,23.7292201843895,300,0.1196757822287036,12.825722610138993
M32,48.2951537832549,0.15193461186584886,24.555310736147685,16.651453491011463,6.54643300420756,0.15193461186584886,21.097061608226504,300,0.3604829388966318,16.998553875683466
M33,51.16155628004794,0.11894765293458477,0.15654988259961827,31.72680672155367,0.11894765293458477,0.5705577874912813,300,22.46710421853539,45.24517302733089,9.007310949938098
M34,23.650407163310142,0.10175801219663518,18.822216149371584,31.734230426331358,48.65070110324479,0.10175801219663518,10.107569829727057,20.948492914642994,49.38465153748368,9.453637333483043
M35,48.28821969173417,0.14325242915803962,24.672288597650827,16.65116257375733,6.757558468256844,0.14325242915803962,21.125872852162924,300,0.33988342769793234,16.61573918518945
M36,15.290178433757022,0.10686147491494194,16.653724746308754,30.281386385629833,49.545419634394115,24.953085941514047,0.46158211725298315,0.12271503104689613,0.10686147491494194,0.19665213899461323
M37,60.51808577327859,0.9103186649391428,0.9103186649391428,29.19883163900354,49.74055756525113,25.556582849654482,300,31.16559399287288,40.98703512995492,6.585766344552621
M38,56.36445064362101,0.28574550507077945,1.3061223155977204,28.676950823193252,49.733227586000226,26.21465964194856,0.28574550507077945,300,38.927409934654015,5.771489342503559
M39,56.43935316021912,0.21428537663025782,0.6803166850330308,29.098469755171646,49.72549805546272,25.70963120535723,0.21428537663025782,300,39.65369689484348,6.432927309254582
M4,51.98577932738068,0.10490265592070612,12.859678330627736,23.595669765730815,50.71376442783873,0.14681153059458377,300,0.10490265592070612,0.5197035083852243,27.94570439994768
M40,24.252118505740448,0.1447458879098692,17.040217082151212,30.737391833807706,49.33710125634307,24.531404065368868,0.33974770753411576,28.963666104540298,42.92267410826846,0.1447458879098692
M41,56.415565830841174,0.7698717453130521,0.9016238021519967,28.775378943627665,49.65132950993546,26.076639857634135,0.7698717453130521,300,39.163355859182545,5.98632692888456
M42,56.29228285276757,0.5617777402419597,1.1304121423964388,28.26243563550109,49.87491400532949,26.329700981695215,0.5617777402419597,300,38.71989986800321,5.459122448973172
M43,58.32020218206487,0.6946053808135911,15.76416132491827,28.893878418474255,49.64342048233317,25.919446645799045,0.6946053808135911,300,39.43388636936224,6.212218834818363
M44,56.18233792297618,0.16551194609887898,0.16551194609887898,27.869354252294322,49.94077582069254,26.383418327319962,1.2286661900081672,300,38.62904659556027,5.241930251835337
