objectid,uid,x,y,island,longitude,latitude
17506,-156.50702_20.85503,-156.50702088,20.85503579,Maui,-156.50700643022557,20.855032356046006
17507,-156.50703_20.85462,-156.5070359,20.8546286,Maui,-156.50702144504737,20.854625163083014
17508,-156.35022_20.72741,-156.35022524000001,20.72741757,Maui,-156.350210778231,20.7274141329809
17509,-156.34456_20.72577,-156.34456869000002,20.72577737,Maui,-156.3445542270976,20.725773931414412
17510,-156.34531_20.72638,-156.34531397,20.72638284,Maui,-156.34529950525913,20.72637940513601
17511,-156.34521_20.72717,-156.3452101,20.72717726,Maui,-156.3451956377466,20.727173825191223
17512,-156.34515_20.72757,-156.34515381,20.72757127,Maui,-156.34513934558007,20.72756783717005
17513,-156.34612_20.72826,-156.34612941,20.72826933,Maui,-156.3461149445604,20.728265896444523
17514,-156.34679_20.72841,-156.34679038,20.72841697,Maui,-156.34677591541325,20.728413534232466
17515,-156.34755_20.72807,-156.34755970999998,20.728074600000003,Maui,-156.34754525481978,20.728071161045794
17516,-156.34864_20.72737,-156.34864409,20.72737322,Maui,-156.34862962958124,20.727369781602718
17517,-156.34905_20.72715,-156.34905393999998,20.72715354,Maui,-156.34903947507925,20.727150107419025
17518,-156.35856_20.73701,-156.35856103,20.737019689999997,Maui,-156.3585465665306,20.73701625342719
17519,-156.35891_20.73590,-156.35891721000002,20.735906110000002,Maui,-156.35890274763725,20.735902672318584
17520,-156.35940_20.73604,-156.35940220999998,20.73604444,Maui,-156.35938774977586,20.73604100336124
17521,-156.35738_20.73716,-156.35738740000002,20.737160810000002,Maui,-156.3573729427278,20.737157374243868
17522,-156.35701_20.73690,-156.35701308,20.73690358,Maui,-156.35699862167533,20.73690014864751
17523,-156.35671_20.73670,-156.35671051,20.73670812,Maui,-156.35669604892436,20.736704683038845
17524,-156.36231_20.80824,-156.36231783,20.80824034,Maui,-156.36230337501283,20.80823691007872
17525,-156.31089_20.77940,-156.31089298,20.779402599999997,Maui,-156.31087852096414,20.779399168892773
17526,-156.30908_20.77822,-156.309088,20.77822346,Maui,-156.309073538385,20.778220027899135
17527,-156.31841_20.78142,-156.31841829,20.781424580000003,Maui,-156.3184038299887,20.781421145857482
17528,-156.31811_20.78156,-156.31811205999998,20.78156808,Maui,-156.31809759885923,20.781564641606188
17529,-156.31779_20.78162,-156.31779978,20.78162263,Maui,-156.31778531755026,20.781619201589724
17530,-156.31749_20.78155,-156.31749403,20.7815599,Maui,-156.3174795658927,20.7815564637982
17531,-156.31744_20.78226,-156.31744713,20.78226996,Maui,-156.31743267053528,20.782266521937395
17532,-156.31718_20.78212,-156.31718375,20.78212674,Maui,-156.31716928917615,20.782123305717658
17533,-156.31635_20.78143,-156.31635212,20.78143399,Maui,-156.31633765786435,20.781430559920942
17534,-156.41293_20.90537,-156.41293692000002,20.905374300000002,Maui,-156.4129224618517,20.90537086999865
17535,-156.41327_20.90522,-156.41327443,20.90522869,Maui,-156.41325997908095,20.90522525743321
17536,-156.41501_20.90465,-156.41501445,20.904657859999997,Maui,-156.4149999971198,20.904654434694802
17537,-156.41334_20.90612,-156.41334494999998,20.90612874,Maui,-156.41333049826335,20.906125308327237
17538,-156.65091_20.85953,-156.6509177,20.85953229,Maui,-156.65090324927203,20.859528854431865
17539,-156.65306_20.86132,-156.65306687999998,20.86132527,Maui,-156.65305243301887,20.861321832712957
17540,-156.65212_20.86532,-156.65212157,20.86532373,Maui,-156.65210711932292,20.865320301160263
17541,-156.65190_20.86608,-156.65190859,20.86608167,Maui,-156.6518941379181,20.86607823495959
17542,-156.64886_20.86126,-156.64886529999998,20.86126034,Maui,-156.64885084687975,20.861256906264483
17543,-156.65046_20.86226,-156.65046167,20.86226823,Maui,-156.65044721600563,20.862264799787443
17544,-156.64944_20.86279,-156.64944399,20.8627935,Maui,-156.64942954188646,20.862790061797625
17545,-156.65091_20.86399,-156.65091646000002,20.86399316,Maui,-156.65090201223396,20.86398972232079
17546,-156.65873_20.85997,-156.65873373000002,20.85997165,Maui,-156.65871928294348,20.859968216656345
17547,-156.65982_20.86384,-156.65982642,20.8638485,Maui,-156.65981197385773,20.86384506408247
17548,-156.66023_20.86496,-156.66023983,20.864965379999997,Maui,-156.66022537688872,20.864961944592746
17549,-156.51675_20.87341,-156.51675343,20.87341269,Maui,-156.5167389748647,20.873409260221404
17550,-156.51582_20.87418,-156.51582283000002,20.874184579999998,Maui,-156.51580837316308,20.874181151495968
17551,-156.49922_20.85667,-156.49922865,20.85667316,Maui,-156.49921419944363,20.856669728832134
17552,-156.49975_20.86127,-156.49975264999998,20.86127485,Maui,-156.49973819513772,20.86127142084416
17553,-156.50231_20.85495,-156.5023185,20.854957040000002,Maui,-156.50230404250624,20.854953605296426
17554,-156.50322_20.85507,-156.50322692,20.855077780000002,Maui,-156.5032124672414,20.85507435064541
17555,-156.50193_20.85515,-156.50193291,20.85515811,Maui,-156.50191845811068,20.85515468165299
17556,-156.50266_20.85527,-156.50266718,20.8552764,Maui,-156.50265272830282,20.855272970433944
17557,-156.50333_20.85535,-156.50333702,20.85535566,Maui,-156.5033225675846,20.855352224779587
17558,-156.50135_20.85642,-156.50135142,20.85642928,Maui,-156.50133696482314,20.85642584609856
17559,-156.50342_20.85919,-156.50342176,20.859190820000002,Maui,-156.5034073035562,20.85918739006382
17560,-156.50339_20.85937,-156.50339501,20.85937462,Maui,-156.50338055877504,20.85937119043439
17561,-156.50472_20.85940,-156.50472668,20.85940346,Maui,-156.50471222322489,20.85940002384634
17562,-156.50335_20.85973,-156.50335714,20.85973768,Maui,-156.50334268295978,20.859734245184463
17563,-156.50464_20.85974,-156.50464092000001,20.85974976,Maui,-156.5046264704607,20.85974632571834
17564,-156.50459_20.86010,-156.50459416,20.86010783,Maui,-156.5045797016614,20.860104402496614
17565,-156.50410_20.86020,-156.50410578,20.860207889999998,Maui,-156.50409132868845,20.860204458218735
17566,-156.50459_20.86028,-156.5045943,20.86028906,Maui,-156.50457984304913,20.860285632801972
17567,-156.50705_20.86029,-156.50705083,20.86029864,Maui,-156.5070363724805,20.860295212769252
17568,-156.50786_20.86052,-156.50786092,20.860520870000002,Maui,-156.50784647031654,20.860517441147636
17569,-156.50806_20.86057,-156.50806886,20.86057968,Maui,-156.50805440854216,20.8605762474249
17570,-156.50407_20.86083,-156.50407547999998,20.86083361,Maui,-156.50406102328495,20.860830182872487
17571,-156.50606_20.86092,-156.50606619,20.86092953,Maui,-156.5060517355945,20.860926096937256
17572,-156.50321_20.86105,-156.5032182,20.86105175,Maui,-156.50320374826924,20.861048322136593
17573,-156.50679_20.86114,-156.50679059,20.86114613,Maui,-156.50677613303878,20.86114270006633
17574,-156.50589_20.86111,-156.50589519,20.86111471,Maui,-156.50588073262267,20.861111277369467
17575,-156.50391_20.86120,-156.50391958999998,20.861208050000002,Maui,-156.5039051328414,20.861204621073863
17576,-156.50609_20.86123,-156.50609752,20.86123617,Maui,-156.50608307000218,20.861232735000076
17577,-156.50667_20.86140,-156.50667142999998,20.86140365,Maui,-156.50665697351562,20.861400217235882
17578,-156.50568_20.86156,-156.50568714,20.86156752,Maui,-156.5056726892923,20.861564090473095
17579,-156.50588_20.86161,-156.50588059,20.86161757,Maui,-156.50586614105913,20.86161413471432
17580,-156.50630_20.86173,-156.50630189,20.86173264,Maui,-156.5062874352651,20.861729206114124
17581,-156.50299_20.85461,-156.50299782000002,20.854616,Maui,-156.50298336535232,20.85461256544902
17582,-156.50789_20.85732,-156.50789343,20.85732508,Maui,-156.50787897617724,20.85732164650282
17583,-156.50933_20.85799,-156.50933616,20.85799965,Maui,-156.50932170734436,20.857996219223516
17584,-156.50926_20.85841,-156.50926804,20.85841628,Maui,-156.50925358523682,20.85841285184048
17585,-156.50917_20.85860,-156.50917213,20.85860653,Maui,-156.50915767635007,20.858603100560227
17586,-156.50643_20.85862,-156.50643805,20.85862036,Maui,-156.50642359522897,20.858616929633136
17587,-156.50680_20.85887,-156.5068009,20.85887879,Maui,-156.5067864501976,20.858875359960148
17588,-156.50855_20.85892,-156.50855495,20.858929919999998,Maui,-156.50854049963536,20.858926486196154
17589,-156.50811_20.85902,-156.50811353,20.85902579,Maui,-156.50809907901018,20.859022360050716
17590,-156.50725_20.85911,-156.50725893,20.85911983,Maui,-156.50724447610966,20.859116393451714
17591,-156.34869_20.73239,-156.34869688,20.73239476,Maui,-156.34868242429704,20.73239132273648
17592,-156.34930_20.73348,-156.34930937,20.73348769,Maui,-156.3492949118331,20.733484253504127
17593,-156.34937_20.73275,-156.34937633,20.7327559,Maui,-156.3493618711169,20.732752459439897
17594,-156.35505_20.73240,-156.35505787,20.73240099,Maui,-156.35504341210827,20.73239755368959
17595,-156.35559_20.73228,-156.35559304,20.73228915,Maui,-156.35557857557455,20.732285712178818
17596,-156.35610_20.73209,-156.35610227,20.73209392,Maui,-156.35608780550044,20.732090485743303
17597,-156.35696_20.73239,-156.3569632,20.7323983,Maui,-156.35694873695562,20.732394859632844
17598,-156.35543_20.73293,-156.35543857,20.73293371,Maui,-156.35542411250262,20.732930272983676
17599,-156.35644_20.73264,-156.35644773,20.732649860000002,Maui,-156.35643326667636,20.732646427317043
17600,-156.35809_20.73196,-156.35809274000002,20.73196007,Maui,-156.35807827514878,20.731956637339295
17601,-156.35762_20.73165,-156.35762701,20.73165607,Maui,-156.35761255054567,20.73165263487634
17602,-156.35744_20.73133,-156.35744631,20.73133517,Maui,-156.35743185241316,20.731331738220277
17603,-156.35722_20.73102,-156.35722578,20.731025130000003,Maui,-156.35721131873964,20.731021691924852
17604,-156.35686_20.73079,-156.35686447999998,20.73079304,Maui,-156.3568500247132,20.73078960112538
17605,-156.48367_20.86424,-156.48367038,20.86424301,Maui,-156.4836559244223,20.8642395737054
17606,-156.48517_20.86426,-156.48517392,20.86426366,Maui,-156.48515946834968,20.864260226785493
17607,-156.48465_20.86429,-156.48465298,20.86429904,Maui,-156.48463852654848,20.86429560815868
17608,-156.48526_20.86438,-156.4852685,20.86438624,Maui,-156.48525404715016,20.864382806190704
17609,-156.48474_20.86441,-156.48474236,20.86441495,Maui,-156.4847279093624,20.86441151915123
17610,-156.48536_20.86450,-156.48536307,20.86450881,Maui,-156.48534861083755,20.86450537901274
17611,-156.48493_20.86454,-156.48493362000002,20.86454911,Maui,-156.48491916580107,20.864545673789287
17612,-156.48545_20.86463,-156.4854576,20.864631409999998,Maui,-156.48544314634069,20.86462798027356
17613,-156.48480_20.86463,-156.48480385000002,20.86463707,Maui,-156.4847893998866,20.86463364186547
17614,-156.48556_20.86475,-156.48556653,20.8647556,Maui,-156.48555208053202,20.864752168323992
17615,-156.48467_20.86472,-156.48467053,20.864722609999998,Maui,-156.48465607861954,20.864719179238904
17616,-156.48414_20.86480,-156.48414541000002,20.86480155,Maui,-156.48413095563154,20.864798115012082
17617,-156.48375_20.86498,-156.48375075,20.86498353,Maui,-156.48373629428679,20.86498009873496
17618,-156.48473_20.86516,-156.48473677,20.86516899,Maui,-156.4847223108054,20.865165563491153
17619,-156.48460_20.86525,-156.48460251,20.86525314,Maui,-156.48458805927115,20.865249705607134
17620,-156.50834_20.85929,-156.50834245,20.85929257,Maui,-156.5083280011523,20.85928913363051
17621,-156.50756_20.85927,-156.50756839,20.859276440000002,Maui,-156.50755393954068,20.859273011112066
17622,-156.50851_20.85935,-156.50851095,20.859359,Maui,-156.50849649140412,20.85935556337735
17623,-156.50808_20.85944,-156.50808466,20.859441800000003,Maui,-156.50807020437102,20.859438362587348
17624,-156.50900_20.87121,-156.50900865,20.87121433,Maui,-156.50899419320828,20.871210900323973
17625,-156.50925_20.87138,-156.50925514,20.871387640000002,Maui,-156.50924068805992,20.871384209718084
17626,-156.50885_20.87153,-156.50885614,20.87153842,Maui,-156.50884168475125,20.87153499102587
17627,-156.50834_20.87220,-156.50834774,20.87220968,Maui,-156.50833328464455,20.87220624898244
17628,-156.50869_20.87230,-156.50869743,20.87230455,Maui,-156.50868297911856,20.872301120604877
17629,-156.50881_20.87247,-156.50881698,20.872470279999998,Maui,-156.50880252747703,20.872466846539822
17630,-156.50853_20.87255,-156.50853902,20.87255745,Maui,-156.50852456451491,20.872554018514446
17631,-156.50889_20.87265,-156.50889013,20.87265055,Maui,-156.50887567547696,20.872647116322124
17632,-156.50896_20.87283,-156.50896221000002,20.872831620000003,Maui,-156.50894776028687,20.872828192268518
17633,-156.50904_20.87302,-156.5090459,20.87302975,Maui,-156.50903144987066,20.873026319469766
17634,-156.50928_20.87334,-156.50928005999998,20.8733409,Maui,-156.50926560619038,20.87333747317187
17635,-156.50950_20.87343,-156.50950997,20.87343489,Maui,-156.50949552136325,20.873431456313234
17636,-156.50909_20.87357,-156.50909123999998,20.87357248,Maui,-156.5090767896229,20.87356905097981
17637,-156.50884_20.87361,-156.50884936,20.87361691,Maui,-156.50883490383796,20.87361348284363
17638,-156.50795_20.87269,-156.50795963000002,20.872693159999997,Maui,-156.50794517594483,20.872689729144493
17639,-156.50803_20.87287,-156.50803258000002,20.87287282,Maui,-156.50801812271084,20.872869384088204
17640,-156.50698_20.87350,-156.50698935,20.87350554,Maui,-156.5069748974687,20.873502108391477
17641,-156.50502_20.87995,-156.50502523,20.87995717,Maui,-156.50501077221358,20.879953743217914
17642,-156.50235_20.87351,-156.50235236,20.87351011,Maui,-156.50233790878582,20.873506676986366
17643,-156.51858_20.86533,-156.51858775,20.865337320000002,Maui,-156.51857329210011,20.86533388775324
17644,-156.50398_20.85354,-156.50398611999998,20.8535485,Maui,-156.50397166221293,20.853545070728618
17645,-156.50392_20.85392,-156.50392831,20.85392551,Maui,-156.5039138561022,20.853922081855742
17646,-156.50509_20.85404,-156.50509551,20.85404135,Maui,-156.50508105477877,20.854037916053898
17647,-156.50535_20.85409,-156.50535546,20.854091739999998,Maui,-156.50534100664726,20.854088306644105
17648,-156.50499_20.85427,-156.5049996,20.85427155,Maui,-156.50498514676846,20.854268119052687
17649,-156.50516_20.85432,-156.50516571,20.85432259,Maui,-156.50515125280307,20.854319157808387
17650,-156.50531_20.85434,-156.50531958,20.85434565,Maui,-156.50530512838353,20.854342221194816
17651,-156.50442_20.85419,-156.50442278,20.85419125,Maui,-156.50440832484145,20.85418781375102
17652,-156.50605_20.85494,-156.50605219,20.85494899,Maui,-156.50603773352486,20.854945558592604
17653,-156.50639_20.85410,-156.50639631,20.85410998,Maui,-156.5063818543075,20.854106543460233
17654,-156.50578_20.85441,-156.50578106,20.85441719,Maui,-156.50576660914498,20.85441376056829
17655,-156.50570_20.85472,-156.50570574,20.854727280000002,Maui,-156.50569128141055,20.854723847065912
17656,-156.50390_20.85464,-156.50390886,20.854643850000002,Maui,-156.5038944014219,20.854640414082287
17657,-156.50463_20.85431,-156.50463492,20.85431388,Maui,-156.5046204633706,20.854310449100634
17658,-156.50531_20.85471,-156.50531615,20.8547128,Maui,-156.50530169561418,20.854709363879643
17659,-156.50623_20.85459,-156.50623758,20.85459725,Maui,-156.50622312489892,20.854593813589215
17660,-156.50623_20.85398,-156.50623227,20.85398557,Maui,-156.50621781874267,20.853982139007044
17661,-156.50589_20.85378,-156.50589283,20.85378243,Maui,-156.50587837883356,20.853778994360216
17662,-156.50569_20.85373,-156.50569779999998,20.85373794,Maui,-156.50568334180676,20.853734508906122
17663,-156.50491_20.85362,-156.50491538999998,20.85362146,Maui,-156.5049009310265,20.853618031874777
17664,-156.50509_20.85367,-156.50509227,20.8536759,Maui,-156.5050778184567,20.85367246939008
17665,-156.50526_20.85372,-156.50526377,20.85372777,Maui,-156.5052493163908,20.85372433514944
17666,-156.50546_20.85373,-156.50546711,20.85373064,Maui,-156.50545265237454,20.853727208332575
17667,-156.50702_20.85438,-156.50702642000002,20.854380539999998,Maui,-156.50701196125507,20.8543771071564
17668,-156.50674_20.85434,-156.50674568,20.854349589999998,Maui,-156.50673123097155,20.854346153569804
17669,-156.50662_20.85460,-156.50662946999998,20.854600230000003,Maui,-156.50661502032838,20.85459679870292
17670,-156.50847_20.85593,-156.50847475,20.855934889999997,Maui,-156.50846029883857,20.855931461034434
17671,-156.50874_20.85600,-156.50874076,20.856006360000002,Maui,-156.50872630290274,20.856002927379997
17672,-156.50942_20.85615,-156.50942812,20.85615615,Maui,-156.50941367048017,20.856152719994387
17673,-156.50977_20.85626,-156.50977933000001,20.85626238,Maui,-156.50976488047297,20.856258943954558
17674,-156.51010_20.85615,-156.51010519,20.856153850000002,Maui,-156.51009073516008,20.856150417064676
17675,-156.51147_20.85642,-156.5114723,20.85642486,Maui,-156.5114578457111,20.8564214273701
17676,-156.44615_20.73006,-156.4461532,20.73006369,Maui,-156.44613874352467,20.730060249372933
17677,-156.50688_20.85416,-156.50688968,20.85416086,Maui,-156.50687522510503,20.854157429355123
17678,-156.50466_20.85099,-156.50466134,20.85099194,Maui,-156.5046468842201,20.85098851125897
17679,-156.44034_20.70526,-156.44034483000002,20.705267730000003,Maui,-156.44033036681276,20.705264286219478
17680,-156.44107_20.70540,-156.44107209,20.70540063,Maui,-156.44105763152479,20.705397187542278
17681,-156.34666_20.73204,-156.34666423,20.73204399,Maui,-156.3466497730924,20.732040554963632
17682,-156.34696_20.73214,-156.34696393000002,20.73214381,Maui,-156.34694947285158,20.732140373448626
17683,-156.35001_20.73361,-156.35001821,20.733612519999998,Maui,-156.35000374974194,20.73360907885155
17684,-156.35031_20.73329,-156.35031599,20.73329166,Maui,-156.35030153189533,20.733288218856764
17685,-156.34856_20.73294,-156.34856117,20.73294745,Maui,-156.34854671529834,20.73294401672212
17686,-156.34811_20.73270,-156.34811015999998,20.732709120000003,Maui,-156.34809570443792,20.732705678924766
17687,-156.34747_20.73312,-156.34747672999998,20.733126170000002,Maui,-156.34746227479985,20.73312273689775
17688,-156.34690_20.73291,-156.34690057,20.732918090000002,Maui,-156.34688611310898,20.732914657448617
17689,-156.34627_20.73255,-156.34627777,20.73255679,Maui,-156.34626331326913,20.732553354765486
17690,-156.34514_20.73188,-156.34514728,20.73188379,Maui,-156.34513282149862,20.731880357276985
17691,-156.34426_20.73150,-156.34426231,20.73150514,Maui,-156.34424785112066,20.73150170472522
17692,-156.34390_20.73128,-156.34390319,20.73128475,Maui,-156.34388873155407,20.731281313076426
17693,-156.34286_20.73063,-156.34286173,20.73063521,Maui,-156.34284726680426,20.730631776033743
17694,-156.34221_20.73043,-156.34221477,20.73043723,Maui,-156.34220030675178,20.730433794361264
17695,-156.34109_20.73010,-156.34109711000002,20.73010872,Maui,-156.34108264794554,20.730105286006513
17696,-156.34058_20.72912,-156.34058087,20.729124549999998,Maui,-156.3405664133285,20.729121115970564
17697,-156.34061_20.72980,-156.34061207,20.72980351,Maui,-156.34059760840995,20.7298000754898
17698,-156.34050_20.72950,-156.34050252999998,20.72950339,Maui,-156.34048806877493,20.729499957322073
17699,-156.34153_20.72950,-156.34153897,20.729501340000002,Maui,-156.34152450646565,20.729497905068058
17700,-156.34282_20.72979,-156.34282284000003,20.729792720000003,Maui,-156.34280838387005,20.72978927948307
17701,-156.34238_20.72963,-156.3423845,20.729639470000002,Maui,-156.34237004365926,20.72963603084684
17702,-156.34994_20.73444,-156.34994781999998,20.734446300000002,Maui,-156.34993335479322,20.734442862079188
17703,-156.34834_20.72643,-156.34834492,20.726430970000003,Maui,-156.3483304594014,20.72642753813083
17704,-156.34873_20.72629,-156.34873302,20.72629451,Maui,-156.3487185597493,20.72629106847504
17705,-156.34793_20.72672,-156.34793017,20.72672995,Maui,-156.34791571511465,20.726726512212945
17706,-156.34765_20.72691,-156.34765117,20.72691428,Maui,-156.3476367107963,20.726910844139486
17707,-156.34662_20.72767,-156.34662928999998,20.727672329999997,Maui,-156.34661483396167,20.727668889161727
17708,-156.34619_20.72705,-156.34619205,20.72705974,Maui,-156.34617759456688,20.72705630455579
17709,-156.34625_20.72664,-156.34625775,20.7266409,Maui,-156.34624328586187,20.726637462020687
17710,-156.34503_20.72518,-156.34503237,20.72518995,Maui,-156.34501791465283,20.725186510388333
17711,-156.34454_20.72503,-156.34454429000002,20.725035650000002,Maui,-156.3445298322511,20.725032209546736
17712,-156.34404_20.72520,-156.34404580999998,20.72520018,Maui,-156.34403135368194,20.72519674314424
17713,-156.34418_20.72467,-156.34418283,20.72467209,Maui,-156.34416836847407,20.724668649281927
17714,-156.34324_20.72454,-156.34324454,20.72454956,Maui,-156.34323008130482,20.724546120793452
17715,-156.35046_20.72690,-156.35046346000001,20.72690679,Maui,-156.35044900074604,20.726903348749264
17716,-156.35100_20.72692,-156.35100413,20.72692962,Maui,-156.3509896696416,20.726926185036568
17717,-156.35137_20.72670,-156.35137492,20.72670675,Maui,-156.35136046338937,20.726703310240097
17718,-156.35396_20.72869,-156.35396212,20.7286932,Maui,-156.3539476613744,20.728689758734948
17719,-156.35343_20.72707,-156.35343978,20.727071640000002,Maui,-156.3534253174046,20.727068207038588
17720,-156.35374_20.72839,-156.35374642,20.72839841,Maui,-156.35373195667609,20.728394970329184
17721,-156.35415_20.72901,-156.35415437999998,20.72901615,Maui,-156.35413992118154,20.729012708629863
17722,-156.35036_20.72801,-156.35036538,20.72801709,Maui,-156.35035091951644,20.72801365759621
17723,-156.34835_20.72834,-156.34835006999998,20.72834236,Maui,-156.34833560977006,20.728338926600273
17724,-156.34940_20.72787,-156.34940305,20.727879729999998,Maui,-156.349388587402,20.727876293566084
17725,-156.34988_20.72795,-156.34988085999998,20.72795651,Maui,-156.34986639855316,20.727953077846824
17726,-156.35146_20.72771,-156.35146039,20.72771818,Maui,-156.35144592934927,20.727714741574168
17727,-156.35131_20.73006,-156.35131082,20.73006503,Maui,-156.35129635532695,20.730061591594303
17728,-156.35319_20.72968,-156.35319065000002,20.72968858,Maui,-156.35317618632436,20.72968514389319
17729,-156.35161_20.72937,-156.35161191999998,20.729376799999997,Maui,-156.3515974649994,20.72937336130364
17730,-156.35167_20.72887,-156.35167492,20.7288779,Maui,-156.35166046161686,20.72887446386392
17731,-156.35177_20.72841,-156.35177708999998,20.728416890000002,Maui,-156.3517626305392,20.728413452584963
17732,-156.35211_20.72814,-156.35211453,20.728145180000002,Maui,-156.35210007339447,20.728141741424942
17733,-156.35275_20.72813,-156.35275006,20.728137020000002,Maui,-156.3527356036436,20.72813357900232
17734,-156.35271_20.72770,-156.35271553,20.727704659999997,Maui,-156.35270106573918,20.727701226320306
17735,-156.35260_20.72718,-156.35260144,20.727187700000002,Maui,-156.35258697594355,20.727184263771107
17736,-156.35219_20.72734,-156.35219465,20.72734192,Maui,-156.3521801908805,20.727338480283112
17737,-156.35101_20.72771,-156.3510126,20.72771082,Maui,-156.350998143363,20.727707383276325
17738,-156.35297_20.72880,-156.35297389000002,20.72880608,Maui,-156.35295943222687,20.728802643028448
17739,-156.35259_20.73041,-156.35259661,20.73041072,Maui,-156.35258214705914,20.73040728238982
17740,-156.35217_20.73029,-156.35217112,20.73029053,Maui,-156.35215666010217,20.73028708923085
17741,-156.35218_20.73116,-156.35218058,20.731164370000002,Maui,-156.3521661227518,20.731160932455392
17742,-156.34890_20.72949,-156.34890488,20.72949847,Maui,-156.34889042023406,20.729495037879648
17743,-156.34900_20.72887,-156.34900327,20.72887615,Maui,-156.34898880831452,20.728872713897093
17744,-156.34928_20.72869,-156.34928569,20.72869645,Maui,-156.3492712315914,20.728693012921532
17745,-156.35001_20.72860,-156.35001259,20.72860909,Maui,-156.34999813317725,20.728605649079192
17746,-156.34994_20.72990,-156.3499405,20.72990217,Maui,-156.34992603804514,20.729898732596368
17747,-156.35027_20.73056,-156.35027638,20.73056165,Maui,-156.3502619234437,20.730558217918674
17748,-156.35098_20.73099,-156.35098594,20.730995429999997,Maui,-156.35097147918663,20.73099199686546
17749,-156.35167_20.73120,-156.35167081999998,20.73120013,Maui,-156.35165636146314,20.731196696520648
17750,-156.35266_20.73129,-156.35266557,20.73129389,Maui,-156.35265110848184,20.73129045850416
17751,-156.35054_20.73417,-156.35054084,20.73417208,Maui,-156.35052638378633,20.73416864370226
17752,-156.35652_20.73745,-156.35652865,20.73745697,Maui,-156.35651419279847,20.737453536975828
17753,-156.35607_20.73723,-156.35607269,20.73723465,Maui,-156.356058228209,20.73723121539601
17754,-156.35533_20.73676,-156.35533541,20.7367663,Maui,-156.3553209487686,20.736762864496956
17755,-156.35488_20.73661,-156.35488223000002,20.73661496,Maui,-156.35486776572472,20.736611522908635
17756,-156.35443_20.73636,-156.35443137,20.73636988,Maui,-156.35441691556386,20.736366439907137
17757,-156.35406_20.73605,-156.35406581,20.73605378,Maui,-156.35405135474417,20.736050346443303
17758,-156.35212_20.73522,-156.35212420000002,20.73522982,Maui,-156.35210973793255,20.735226383991208
17759,-156.35164_20.73508,-156.35164028999998,20.73508379,Maui,-156.3516258283502,20.735080355811558
17760,-156.35072_20.73461,-156.35072483,20.73461291,Maui,-156.35071036670794,20.734609473151544
17761,-156.35569_20.72794,-156.35569716,20.72794107,Maui,-156.35568269494527,20.727937630566544
17762,-156.35509_20.72876,-156.35509066999998,20.72876552,Maui,-156.35507620537527,20.728762077958013
17763,-156.35486_20.72839,-156.35486566,20.728399680000003,Maui,-156.35485120329955,20.728396243773645
17764,-156.35532_20.72912,-156.35532386,20.72912258,Maui,-156.3553093992693,20.72911914649908
17765,-156.35955_20.73162,-156.35955204,20.73162732,Maui,-156.35953757889806,20.73162388452807
17766,-156.36013_20.73105,-156.36013099,20.73105739,Maui,-156.36011653359827,20.731053957209397
17767,-156.35984_20.73135,-156.35984915,20.73135267,Maui,-156.35983468717254,20.731349229491148
17768,-156.35903_20.73101,-156.35903368,20.731016420000003,Maui,-156.35901922205602,20.731012983040145
17769,-156.35921_20.73048,-156.35921901999998,20.73048442,Maui,-156.35920456087635,20.730480988179437
17770,-156.35867_20.73059,-156.35867396999998,20.7305927,Maui,-156.3586595122013,20.73058926451421
17771,-156.35881_20.73000,-156.35881501,20.73000035,Maui,-156.35880055366158,20.72999691809166
17772,-156.35873_20.72967,-156.35873851,20.729678760000002,Maui,-156.35872405346035,20.729675323682773
17773,-156.35865_20.72935,-156.35865891,20.729358219999998,Maui,-156.3586444477594,20.729354787567964
17774,-156.35856_20.72904,-156.35856707,20.72904358,Maui,-156.3585526074327,20.729040145211048
17775,-156.35839_20.72873,-156.35839679,20.72873596,Maui,-156.35838233102595,20.72873251934301
17776,-156.35810_20.72840,-156.35810492000002,20.72840288,Maui,-156.35809046350943,20.72839944225146
17777,-156.35751_20.72915,-156.35751040999997,20.72915123,Maui,-156.35749594747833,20.729147796208192
17778,-156.35469_20.73014,-156.35469367000002,20.73014647,Maui,-156.35467921424967,20.730143032641262
17779,-156.35577_20.72974,-156.35577546000002,20.72974545,Maui,-156.35576099576443,20.729742015677743
17780,-156.35614_20.72954,-156.35614405,20.729542820000002,Maui,-156.35612958893276,20.729539385109405
17781,-156.35762_20.72955,-156.35762907,20.729555410000003,Maui,-156.357614607514,20.729551973258996
17782,-156.35696_20.72979,-156.35696165,20.72979715,Maui,-156.3569471908632,20.729793714508485
17783,-156.35811_20.73095,-156.35811079,20.730952539999997,Maui,-156.3580963253323,20.73094910111299
17784,-156.35774_20.73004,-156.35774464,20.73004198,Maui,-156.35773017907246,20.730038541029653
17785,-156.35710_20.73017,-156.35710225,20.73017206,Maui,-156.3570877874631,20.730168620369746
17786,-156.35848_20.73147,-156.35848302,20.73147349,Maui,-156.35846855867658,20.7314700553079
17787,-156.35386_20.73075,-156.35386303,20.730755679999998,Maui,-156.3538485711143,20.730752242541733
17788,-156.35722_20.73515,-156.35722373000002,20.73515488,Maui,-156.3572092709626,20.735151447487308
17789,-156.35618_20.73477,-156.35618422,20.73477928,Maui,-156.35616975539247,20.734775846312235
17790,-156.35566_20.73443,-156.3556615,20.734435,Maui,-156.35564703839168,20.73443156861884
